"county_fips","per_stroke","pred_outcome"
"01001",3.7,3.35429381689431
"01003",3.8,3.62665942447265
"01005",5.8,5.28052597175617
"01007",4.7,4.1161513911412
"01009",4.1,3.92134554429953
"01011",7.3,5.59003922027698
"01013",5.5,5.43306698987734
"01015",4.2,4.09558933517917
"01017",5.2,4.87018158758732
"01019",4.8,4.40261922283236
"01021",4,3.87862581686992
"01023",6,5.55594684706689
"01025",5.3,5.2070574096449
"01027",4.9,4.46173038662713
"01029",4.3,3.93432783652382
"01031",4.2,3.9183457972453
"01033",4.3,4.19633262318854
"01035",6.7,5.96202983083384
"01037",5.5,5.05314905935049
"01039",4.9,4.4677329856874
"01041",4.8,4.55750548215424
"01043",4,3.81848130211333
"01045",4.4,4.22773350368406
"01047",6.6,5.81458005466434
"01049",4.6,4.1627639886878
"01051",3.7,3.50725867649953
"01053",5.5,4.80414213978281
"01055",4.5,4.195909526695
"01057",5,4.49526801764324
"01059",4.7,4.17437126861542
"01061",4.9,4.48132240408002
"01063",8.4,7.13900076147705
"01065",5.8,5.45907636182122
"01067",4.9,4.71223000261002
"01069",4.5,4.20438236287168
"01071",4.7,4.21410040141584
"01073",4.1,3.89815792879456
"01075",5.1,4.56092831441003
"01077",3.9,3.9075556691841
"01079",4.6,4.25484518463172
"01081",3.2,2.90992133622403
"01083",3.4,3.30611498316806
"01085",7.2,6.11173534084434
"01087",5.7,5.8515178614021
"01089",3.2,3.06770701047571
"01091",5.5,5.20038269348003
"01093",4.8,4.34084491138531
"01095",4,3.76737168017635
"01097",4.3,4.14871696514992
"01099",5.9,5.40518319766461
"01101",4.5,4.30805181141628
"01103",4,3.81663916659311
"01105",7.4,6.17326120214087
"01107",5.2,5.04585582988579
"01109",4,4.09535461032737
"01111",4.7,4.41083205636878
"01113",4.8,4.55544792554001
"01115",3.7,3.61522836389984
"01117",3,2.70887072506454
"01119",5.8,5.88022412857813
"01121",4.8,4.50313597351902
"01123",4.9,4.77493717800701
"01125",3.4,3.37977016650066
"01127",4.4,4.1929493450476
"01129",4.9,4.76487050964734
"01131",7.3,6.2278230748903
"01133",5,4.44852111409078
"04001",6,5.38353323717442
"04003",4.3,4.12607457897876
"04005",3.1,3.26696109999775
"04007",5.2,5.0495914993956
"04009",3.6,3.55696720514854
"04011",2.9,2.97622664238116
"04012",6.8,6.37972042048212
"04013",3,3.02907743788969
"04015",5.2,4.93273574629239
"04017",5.2,4.84705963870529
"04019",3.6,3.64232733715024
"04021",3.8,3.76907090268283
"04023",4.1,4.41699491863015
"04025",4.5,4.66417817136578
"04027",4.2,4.30245965316574
"05001",4.7,4.47011677484576
"05003",5.7,5.18192623521568
"05005",5.2,5.0172222386435
"05007",2.8,2.69915825129569
"05009",4.1,4.05227338047323
"05011",5.3,4.83434646402056
"05013",4.6,4.25854169816407
"05015",4.7,4.48987121201819
"05017",6.3,5.84393309987933
"05019",3.9,3.89661645399806
"05021",4.6,4.36076282144798
"05023",5,4.61442722152431
"05025",4.7,4.28723742780852
"05027",4.4,4.48678526242878
"05029",4.8,4.32062410843336
"05031",3.5,3.38984803533808
"05033",4,3.82580482646164
"05035",4.9,4.71624402599394
"05037",5,4.52949742156604
"05039",5.3,5.39180791180234
"05041",6.7,5.78320373996739
"05043",4.7,4.37871067566792
"05045",3.1,2.86968750310084
"05047",4.7,4.41516912894849
"05049",5.7,4.769264681973
"05051",4.5,4.29071883492685
"05053",3.7,3.39946633437433
"05055",4,3.69812901765602
"05057",5,4.80173620273415
"05059",4.4,4.15619204009974
"05061",4.6,4.52093313131283
"05063",4.2,4.08271863325152
"05065",5.3,4.74275915434012
"05067",4.8,4.46857899606738
"05069",5.2,5.00391053023653
"05071",4.4,3.94566661124302
"05073",6.7,6.1164197368218
"05075",4.7,4.13092768924666
"05077",6.3,5.83281407957088
"05079",4.2,4.05041454688401
"05081",4.9,4.49366355508976
"05083",4.5,4.05980270869639
"05085",3.3,3.06529720581575
"05087",4.4,4.44560027191586
"05089",5.4,5.09199334499979
"05091",4.7,4.32211604908456
"05093",4.6,4.49823025706988
