"county_fips","per_diabet","pred_outcome"
"01001",13.3,12.1979328660068
"01003",13.4,12.7150362136238
"01005",19.6,18.4988045644233
"01007",16.2,14.4481632097312
"01009",13.8,13.5347108562302
"01011",24.6,19.9504222983711
"01013",18.9,18.904231003919
"01015",14.8,14.6035626844284
"01017",17.9,17.1004779551636
"01019",16,14.989848280779
"01021",14.1,13.4884685644352
"01023",20.1,19.084398127319
"01025",18.4,18.2811071814989
"01027",16.5,15.3333530060072
"01029",14.6,13.3791228884407
"01031",14.8,13.8732893549547
"01033",15,14.9814291163487
"01035",22.1,20.776531188458
"01037",18.6,17.3385168748204
"01039",16.3,15.2648163885113
"01041",16.6,15.7841352472889
"01043",13.4,13.2528043266671
"01045",15.8,14.8330712300005
"01047",22.4,20.9040244125855
"01049",15.7,14.5187768384901
"01051",13,12.6490362722916
"01053",18.5,16.8060459733953
"01055",16.3,14.7995289286756
"01057",16.6,15.4986390612759
"01059",16.4,14.5652486755925
"01061",16.4,15.2418165578312
"01063",27.1,24.6265957567829
"01065",19.7,19.3132804987229
"01067",16.7,16.0895082368015
"01069",15.7,14.7367113906803
"01071",16,14.6255710532933
"01073",15.1,14.4538008876527
"01075",16.7,15.4420781445625
"01077",12.9,13.8584969240348
"01079",15.5,14.7395156405043
"01081",12.5,10.9073749652193
"01083",12.5,12.0585633870378
"01085",24.1,21.6678189062696
"01087",20,20.9881879223847
"01089",12.1,11.634409197444
"01091",19.8,18.3678920225894
"01093",15.5,14.8072130626884
"01095",14.5,13.4031459745077
"01097",16.1,14.8360827315894
"01099",19.7,18.7801319839494
"01101",16.4,16.0048741329017
"01103",14.7,13.6336721419447
"01105",24.6,21.7614175472139
"01107",18,17.423298889585
"01109",14.1,14.9117507585474
"01111",16.1,15.2389655677088
"01113",17.3,16.4260379407782
"01115",13,12.7004631109374
"01117",11.2,10.0911412642893
"01119",19.7,20.7429101703083
"01121",17.2,15.9616742777268
"01123",16.8,16.4715551245886
"01125",12,12.5783861495473
"01127",15.1,14.4076093346747
"01129",17,16.2824293106158
"01131",23.8,21.8854735376896
