"county_fips","per_highCh","pred_outcome"
"01001",35.9,36.8287796984185
"01003",38.9,39.8889977459231
"01005",39.4,40.5057742924102
"01007",38.6,38.5854011781788
"01009",40,40.398234719171
"01011",37.9,38.3231696572477
"01013",39.8,41.8220574058977
"01015",37.4,39.3860866640282
"01017",39.5,41.048600395531
"01019",40.9,42.8317384870888
"01021",38.3,39.5779115508912
"01023",41.7,42.2736732077074
"01025",38.8,40.8197774138972
"01027",40.6,41.5384801263797
"01029",40.1,41.0800113034503
"01031",34.7,38.5439294029708
"01033",38.7,41.0703260574992
"01035",40.5,42.7865847453623
"01037",41.3,43.5056712862673
"01039",38.8,41.8815174416878
"01041",39.7,40.5547243505686
"01043",39.2,40.4909069853656
"01045",38.4,38.9655422073963
"01047",38.3,39.857680475974
"01049",40,39.9793096873637
"01051",35.2,37.8015416790922
"01053",37.1,40.1528552216296
"01055",39.1,40.5372118493292
"01057",41.1,41.756399245757
"01059",38.5,39.2030045320666
"01061",41.3,41.6715224859913
"01063",41.1,41.3885465769772
"01065",38.9,39.7913426937776
"01067",40.5,42.3293556938339
"01069",36.7,39.2187232321227
"01071",40.7,41.4010754776447
"01073",35.4,36.8145212547363
"01075",40.1,42.4096251022876
"01077",38.7,40.594298397613
"01079",39.2,39.9213027473311
"01081",32.4,34.1638814860589
"01083",36.9,37.0771515441126
"01085",38.3,39.6758688771385
"01087",36.1,40.2301632834767
"01089",35.1,35.7613471799453
"01091",39.7,39.4794447030721
"01093",40.5,41.92426941616
"01095",37.9,39.2812371999382
"01097",37.8,38.4007853371801
"01099",40.5,41.2145383830168
"01101",34.9,36.2189502791341
"01103",39.6,39.3110407308454
"01105",40.1,40.017570515811
"01107",38.4,39.8416262431166
"01109",33.6,36.4263682513906
"01111",39.1,40.9517843430497
"01113",36.6,37.6881573959741
"01115",38.4,39.3731391017467
"01117",35.5,36.255622080191
"01119",37.3,38.278154308299
"01121",39.5,39.7505802986737
"01123",41.4,42.1524888396113
"01125",34.3,35.2895914004065
"01127",39.7,40.9733932572965
"01129",40.6,40.1513536562742
"01131",39.6,40.9969939059253
"01133",40.5,42.3720723229751
"04001",33.6,34.4967540540823
"04003",36.9,36.8271780674068
"04005",27.3,32.4011345832544
"04007",34.5,39.8579340956628
"04009",32.8,34.2183377905127
"04011",29.7,33.1280129671485
"04012",41,44.4040028154519
"04013",33.3,34.3905250925795
"04015",37.2,41.6785376777989
"04017",34.8,35.5883562686941
"04019",34.1,35.6715152473578
"04021",36.9,36.5504582606656
"04023",35.3,35.8739347546601
"04025",39.2,41.0814319062078
"04027",35,37.0796838506467
"05001",36.6,40.0987169204696
"05003",37.3,41.5941801105744
"05005",43.6,44.7886432435549
"05007",33.3,34.0633923826005
"05009",40.5,40.7182431503548
"05011",39.5,39.5482723889519
"05013",37,40.333173083412
"05015",39.2,40.4502383388366
"05017",39,40.8212758019209
"05019",32.4,37.2182797886012
"05021",39.1,41.3292113028941
"05023",42.2,43.4503744088713
"05025",39.8,39.7854685655763
"05027",34.9,38.3750080323093
"05029",40.6,39.8321675073768
"05031",35.4,35.403949291347
"05033",40.2,38.6178018494746
"05035",36.6,37.2024218849831
"05037",38.6,39.5481203112297
"05039",39.5,41.2286905114858
"05041",37.9,40.460237195721
"05043",37.2,38.0499838003329
"05045",32.9,34.95988079658
"05047",40,41.1987534714461
"05049",44.9,43.1292471635195
"05051",39.9,41.2286305324148
"05053",38.1,38.8019356945751
"05055",37.3,38.4379524694559
"05057",37.7,39.4418104451372
