GEOID,under_18,over_65,median_age,male_over65,female_over65,white,black,asian,hispanic,male,female,less_than_9th,bach,high_school,poverty,median_income,uninsured,CountyFIPS,StateAbbr,per_arthritis,per_HighBP,per_cancer,per_asthma,per_heartDisease,per_copd,per_smoking,per_depression,per_diabetes,per_highChol,per_obesity,per_stroke,Food_environment_index,primCare100k,per_rural
0500000US12081,17.6,28.2,49.4,46.2,53.8,78.3,8.1,2.2,16.9,48.6,51.4,3.5,32.8,36.1,10.2,71385,12.1,12081,FL,34.2,-999,12,9.4,9.8,10,15.1,20.5,14.2,-999,33.1,4.5,8,59.02001969,5.79
0500000US12083,18.6,28.9,48.5,46,54,74.4,12.3,1.6,15,48.3,51.7,3.5,22,45.7,14.4,55265,12.4,12083,FL,37.7,-999,11.2,9.9,11,11.8,16.7,20,15.6,-999,38.4,5.4,7,59.90497266,31.03
0500000US12085,16,31.8,53.2,46.1,53.9,82.9,5.4,1.5,14.3,49.4,50.6,3,35.1,34.1,10.5,77894,9.6,12085,FL,34.2,-999,13.1,9.4,10.4,9.5,13.4,17.6,13.1,-999,26.5,4.5,7.7,65.2173913,8.48
0500000US12086,20.1,16.6,40.6,41.7,58.3,46.8,15.9,1.5,68.8,49,51,8.4,32.5,30.2,15.3,64215,15,12086,FL,25,-999,6.1,9,7.7,6.7,13,16,15.3,-999,30.5,3.9,8.7,82.55611092,0.4
0500000US12087,15.7,23.5,48.3,51.7,48.3,75.7,7,1.1,25.7,52,48,3.5,36.3,33.4,11.7,80111,15.4,12087,FL,28.5,-999,10.5,8.9,8.6,8.5,13.5,18.9,12.6,-999,30,4,7.9,70.0544269,8.71
0500000US12089,19.5,23,46.3,47.2,52.8,87.4,5.5,1,5,49.5,50.5,2.1,32,44.2,9.2,84085,7.9,12089,FL,29.8,-999,11,9.1,8.4,8.3,12.6,18.6,12,-999,32.8,3.8,7.4,47.39069111,48.15
0500000US12091,22.3,16.3,37.1,45.9,54.1,74.5,9.4,3.4,10.1,50.9,49.1,2.7,33.3,35,10.2,73988,11.4,12091,FL,25.8,-999,8.9,9.6,6.8,7,14.7,21.7,10.9,-999,33.4,3.2,7.3,74.50009016,12.1
0500000US12093,21.4,19.3,40.8,46.9,53.1,75.3,8.1,1,26.7,53.8,46.2,7.3,16.8,36.3,19.2,50476,17.9,12093,FL,31.3,-999,9.4,10.4,10.2,12,20.4,21.9,15.2,-999,39.7,5.2,5.3,42.68639727,36.55
0500000US12095,21.6,12.4,35.9,43.9,56.1,51.2,20.4,5.3,32.9,49.4,50.6,4.4,37.4,27.9,13.5,72629,12.6,12095,FL,22.6,-999,6.4,9.9,6,6.1,12.4,20.6,11.6,-999,32.6,3.1,8,91.9299696,2.04
0500000US12097,24.1,13.2,36.6,44.5,55.5,49.6,10.9,2.7,56.1,49.7,50.3,5.5,26.5,35.4,13.4,64312,11.8,12097,FL,23.7,-999,6.2,9.3,6.6,6.6,13.3,19.3,13.4,-999,31.3,3.4,7.2,43.3797914,7.82
0500000US12099,18.8,24.4,45.2,44.4,55.6,61.5,18.5,2.8,23.5,48.8,51.2,5.6,38.8,28.7,11.4,76066,13.5,12099,FL,29.5,-999,10.5,9.3,9.6,9.1,12.1,17.4,13.2,-999,29.6,4.7,8.4,79.3041015,1.04
0500000US12101,20.2,22.2,43.9,45.5,54.5,78.1,6,2.9,17.4,49,51,2.9,27.1,38.3,11.8,63187,11.2,12101,FL,29,-999,10.5,9.6,8.1,7.5,13.5,21.3,12.3,-999,34.4,3.7,7.2,55.05941904,9.47
0500000US12103,15.7,25.6,48.8,44.7,55.3,76.9,10,3.5,10.4,48.3,51.7,2.6,35.1,35.1,11.5,66406,10.8,12103,FL,31.1,-999,11.1,9.7,9.7,10.1,15,22,12.6,-999,31.9,4.7,7.9,87.38497389,0.28
0500000US12105,21.9,19.9,39.8,45.8,54.2,64.4,14.9,1.8,26.2,49.3,50.7,5.4,21.4,45,14.8,60901,13,12105,FL,29,-999,8.8,10.2,8.6,9.4,16.3,21.6,14.6,-999,40.9,4.4,7,46.359087,13.51
0500000US12107,21.3,23.5,45.1,48.1,51.9,74.6,15.8,0.6,10.5,49.7,50.3,4.9,13.3,53.4,22.8,44852,16.6,12107,FL,35.9,-999,10.6,10.7,11.3,13,20.8,23.4,16.5,-999,39.2,5.9,6.9,40.25710873,56.16
0500000US12109,21.5,20.7,44,46,54,83.4,5.5,3.1,8,49.1,50.9,1.8,47.4,33.7,6.8,100020,7.2,12109,FL,24.8,-999,10.9,8.6,6.9,5.8,8.9,18.2,9.8,-999,26.7,3,8.5,100.123927,23.77
0500000US12111,19.6,24.4,45.3,46.8,53.2,63.1,20.4,2,20.6,49.2,50.8,4.3,25,39.6,12.5,66154,12.6,12111,FL,32.7,-999,10.4,10.1,9.2,9.3,14.6,20.5,14.8,-999,34.1,4.6,7.1,35.02925705,3.36
0500000US12113,21.8,16.3,40,46.9,53.1,82.5,5.9,2,6.2,51.3,48.7,1.8,29.9,33,8.9,84715,10.9,12113,FL,28.4,-999,9,9.6,7.2,8.4,14.8,21.1,10.9,-999,31.5,3.5,7.6,55.34064336,20.99
0500000US12115,14,37.3,57.1,45.7,54.3,86,4.3,1.8,9.9,47.9,52.1,1.9,38.3,41.2,8.1,77213,10.2,12115,FL,36.7,-999,14,8.8,10.4,9.2,11.6,16.9,12.6,-999,27.7,4.6,7.9,75.85154308,4.32
0500000US12117,20.7,16,39.6,43.3,56.7,66,11.8,5.1,22.9,48.8,51.2,2.2,41.7,28.7,9.6,79490,10.1,12117,FL,26.4,-999,8.4,9.3,6.5,6.2,12.3,19,11.2,-999,31.5,3.1,8.3,77.99485404,3.16
0500000US12119,7.1,57.9,68.3,47.4,52.6,87,7.1,1.1,6.1,49.6,50.4,1.6,33.7,42.9,9.3,70105,6,12119,FL,39.2,-999,17.7,8.5,13.6,11.1,10.6,16.9,16.5,-999,32.2,5.7,8,40.02416553,34.96
0500000US12121,21.2,21.2,42.8,47,53,78,11.3,0.6,10.4,52.4,47.6,6.5,15.9,51.7,14.4,49729,13,12121,FL,34.3,-999,10.1,10.5,10.1,11.6,19.6,21.4,14.3,-999,44.6,5.1,7.6,11.25695117,83.17
0500000US12123,19.6,20.4,44.3,46.2,53.8,73.4,20.4,0.2,4.1,56.3,43.7,3.5,13.9,21.8,15.1,46239,8.2,12123,FL,32.6,-999,9.8,10.3,10.3,12.4,19.9,20.6,15.2,-999,42.9,5.4,6.2,32.45398489,69.28
0500000US12125,21.5,17,39.7,58.7,41.3,73.5,16.7,0.1,5.7,64.8,35.2,4.4,10,51.8,15.9,64043,11.4,12125,FL,27.5,-999,8.3,9.9,8.6,9.9,20.6,20.7,13.7,-999,42.5,4.4,6,26.25188685,67.45
0500000US12127,17.5,24.8,46.5,45.8,54.2,74.6,10.7,1.9,15.6,49.1,50.9,2.8,26.2,31.7,12.2,63075,11.6,12127,FL,31.1,-999,10.9,9.5,8.3,8,13.5,20.6,12.5,-999,32.9,3.8,7.2,67.0541711,9.94
0500000US12129,20.6,15.7,42.3,48.3,51.7,79.1,14.5,0.1,4.3,55.3,44.7,3.2,19.7,49.6,6.1,72035,7,12129,FL,28.2,-999,9.1,9.8,7.4,8.4,17.3,22.7,12,-999,38,3.7,8.3,32.60321883,61.68
0500000US12131,20.3,20,44.4,48.5,51.5,85.8,3.7,1.1,6.6,50.7,49.3,2.5,33.1,33.8,10.5,74832,13.5,12131,FL,30,-999,10.6,9.7,8.2,8.6,15.7,20.4,11.8,-999,31.5,3.7,7.3,48.60201698,63.13
0500000US12133,20,17.4,41.6,46.7,53.3,77.8,14.2,1,4.4,53.2,46.8,4.8,12.4,30.6,22.7,47536,14.4,12133,FL,29.8,-999,9.3,10.4,9.2,11.1,20.7,22.9,13.7,-999,41.2,4.8,5.4,19.62862639,84.55
0500000US13001,24.7,17.5,39.6,45.5,54.5,70.7,18.2,0.6,10.3,50.5,49.5,8.1,10,46,25.3,43268,14.3,13001,GA,37.1,44.4,8.7,10.8,8.7,10.2,18.4,21.9,15.1,39.6,40.6,4.9,5.6,32.63352551,71.44
0500000US13003,25.7,13.3,35.5,46.8,53.2,66.8,15.2,0,27.3,49.4,50.6,17,11.4,40.8,27.5,38007,23.3,13003,GA,29.3,41.5,7.1,11.2,8.9,11.2,20.5,22.9,16.4,38.4,42.2,5.3,6.1,-999,100
0500000US13005,25.6,16.9,38.1,45.1,54.9,73.9,15.1,0.6,8.7,49.6,50.4,6,10.9,34.5,21.6,43938,15.4,13005,GA,31.4,42,8.3,11.6,8.4,10.9,21.3,24.4,14.5,40.1,41.2,4.7,7.5,62.70154067,69.29
0500000US13007,19.2,26.5,47,55,45,52.3,34.1,9.9,0.8,50.4,49.6,4.2,19,53.7,23.1,45417,16.6,13007,GA,36.8,51.2,9,11.2,11.2,12.7,17.5,20,19.9,42.6,42.2,6.9,4.7,-999,100
0500000US13009,18.8,16.5,36.1,47.1,52.9,52.9,41.8,1.6,2.7,50.6,49.4,3.9,23.5,26.2,22.7,54699,12.3,13009,GA,27.6,40.3,7,11.2,7.3,8.5,16.3,22.2,14.3,35.8,37.6,4.4,6.7,44.55335264,35.14
0500000US13011,21.5,16.9,42.3,46.6,53.4,87.4,2.9,1.4,7.7,50.8,49.2,6.4,17.1,54.8,13.2,69096,13.7,13011,GA,29.1,38.5,8.9,11.1,7.9,10.3,21.5,24.3,12.9,39.5,37,4.1,8.1,20.79650619,93.83
0500000US13013,25.5,12.6,36.2,44.4,55.6,72,12.6,4.2,13.2,49.4,50.6,5,21.2,42.8,9.6,75053,16.1,13013,GA,25.6,34.6,7.3,10.2,6.1,7,14.4,22.1,11.4,36.1,40.1,3.3,7.5,24.02691014,30.06
0500000US13015,23.6,14.2,38.2,45.7,54.3,79.9,10.9,1.1,9.6,50,50,4.1,21,48.7,10.8,74812,13.9,13015,GA,27.1,38.6,8,10.5,6.8,8.2,15.4,21.5,11.7,35.1,38,3.6,7.1,39.91163749,35.23
0500000US13017,24.6,17.7,38.7,40.4,59.6,57.8,37.3,0.4,6.5,47,53,5.2,12.2,53.6,26.5,38255,18.6,13017,GA,35.5,45.6,8.2,11.9,9.4,12.2,22.5,23.2,17.3,39,41.9,5.9,5.9,53.89221557,34
0500000US13019,24,17.7,39.8,46.6,53.4,82.1,10.3,1.1,5.7,49.7,50.3,6.3,14.8,43,23.2,48670,21.8,13019,GA,31,43.1,8.8,11.2,9,11.6,20.3,23.8,14.6,39.6,38.8,5,6.3,20.62174563,76.14
0500000US13021,24.2,16.2,36.5,41.2,58.8,37.2,54.3,2.2,3.7,47.2,52.8,3.7,25.9,30.8,25.1,48897,13.9,13021,GA,29.4,41.8,7,11.6,7.9,9.3,17.5,21.2,15.7,36.1,48.1,5.1,6.5,142.9886588,14.41
0500000US13023,19.1,17.2,37.7,44.4,55.6,70.3,26.3,0.9,3.4,48.7,51.3,4.7,18.6,35.9,17.1,56021,9.2,13023,GA,29.8,41.1,8.7,10.8,7.8,8.6,15.5,22,13.1,37.7,41.2,4.2,6.2,38.84098501,51.59
0500000US13025,22.6,16.5,40.2,46.7,53.3,92.8,3.7,0.7,2.6,49.5,50.5,5.7,10.3,51.7,16.3,40166,15.9,13025,GA,31.8,41.8,9,11,8.9,11.4,20.9,24.6,13.8,40.4,39.7,4.7,7.4,15.69940866,99.45
0500000US13027,21.5,19.7,42.6,44.3,55.7,57,35.6,0.6,7.6,48.4,51.6,6.5,14.7,57.2,26.5,42263,18.5,13027,GA,34.8,47,8.5,11.4,10,12.3,21,22.2,18.5,40.6,42.3,6.1,7.5,19.40868215,71.04
0500000US13029,29.2,10.5,34.4,45,55,72.6,13.5,2.3,8.2,50,50,2.3,33.9,38.3,7.2,90627,8.6,13029,GA,24.4,32.9,7.1,10,5.3,6.1,14,23.1,9.8,34,37.7,2.8,7.6,65.61183032,52.34
0500000US13031,19.9,11.8,29.7,45.2,54.8,63.7,27.7,1.6,4.4,48.7,51.3,2.3,29.6,18.8,22.8,53675,11.9,13031,GA,25.3,33.4,6.2,10.9,5.6,6.7,14.1,22.6,10.8,32.8,36.3,3.3,7,54.01467189,48.28
0500000US13033,25,16.3,38.8,44.6,55.4,49.8,45.6,0.5,3.5,49.1,50.9,6,14.7,46.2,17.3,50321,10.4,13033,GA,30,45.2,7.6,11.3,7.8,9.3,18.5,20.9,15.8,37.6,45,4.9,7.3,31.27373453,75
0500000US13035,20.5,16,38.7,44,56,66.5,27.8,0.1,3.7,53.7,46.3,3.8,13.1,50.3,15.8,60076,11.2,13035,GA,27,40.4,7.3,10.5,7,8.6,18.6,21.4,13,37,40.2,4,7.1,24.06159769,77.94
0500000US13037,16.8,15.9,39.2,43.9,56.1,33.2,61.9,0,5.6,61.9,38.1,7.6,11.4,58.8,25.8,48663,15.7,13037,GA,29.4,47.5,6,11.1,8.4,10.5,23.7,18.7,17.6,37,46.6,5.8,7.3,16.15769914,100
0500000US13039,24,14.2,34,46.3,53.7,70.8,17.9,1.9,7.5,52.2,47.8,1.5,21.7,56.6,16.4,68104,9.2,13039,GA,27.9,36.7,7.4,10.7,6.7,8.1,17.4,23.5,11.8,34.4,37.3,3.7,6.5,25.61006842,31.44
0500000US13043,24.5,18.5,41.6,45.7,54.3,62.4,22.5,0.8,12.2,48.7,51.3,10.7,12.2,34.7,18.3,45519,20.4,13043,GA,32.9,45.2,8.3,11.5,9.6,12.1,21.2,23.1,16.3,39.9,44,5.5,7.1,18.51337591,66.97
0500000US13045,23.6,13.9,35.2,44.5,55.5,71.2,20.2,0.9,7.5,48.9,51.1,5,21.2,36.5,16.9,66895,12.2,13045,GA,28.8,36.1,7.6,10.2,6.3,7.1,14.3,22.4,11.4,35.8,36.3,3.4,6.3,50.00333356,41.83
0500000US13047,22.5,18.1,40.8,44,56,89.9,2.3,1.5,3.4,49,51,3.2,23.2,32.3,8.9,68896,10.8,13047,GA,30.2,38.7,9.5,10.1,7.1,7.9,14,23.8,11.3,38.6,36.7,3.6,7.5,47.35128736,28.1
0500000US13049,18.3,16.4,39.4,52.2,47.8,62.9,28.7,0.8,6,58.4,41.6,7.2,12.1,35.8,20.5,45770,18,13049,GA,30.6,43.3,7.3,10.3,8.4,10,21,20.4,14.7,36.7,42.1,4.9,7.2,29.86857826,51.02
0500000US13051,20.8,16.2,36.7,43.5,56.5,49.1,40.2,2.9,6.8,48.2,51.8,2.6,36.1,32.8,14,66171,13.6,13051,GA,24.7,36.9,7.3,10.4,6.2,6.6,13,19.9,12.5,36.7,35.5,3.7,7.4,91.21376499,4.5
0500000US13053,22,2.9,23.9,42.3,57.7,60.6,16.8,3.6,17.6,64.8,35.2,0.6,30,67.7,16.9,52943,5,13053,GA,15.1,24.9,3.3,10,3.7,5,15.2,23.2,7.5,24.4,38.1,2.3,3.6,73.34739158,29.52
0500000US13055,22.3,18,40.2,45.1,54.9,82.9,9.6,0.1,5.7,51.3,48.7,9.9,9.5,48.8,19.9,43556,13,13055,GA,34,42.9,9,11.1,9.1,11.3,20.2,24,14.3,40.1,38.9,4.9,5.5,8.068094719,57.56
0500000US13057,23.5,15,39.7,45.1,54.9,80.8,7.1,2,11.2,49.5,50.5,3.4,39.5,36.4,6.6,100824,11.1,13057,GA,29.2,36.5,8.5,9.9,6.7,7.4,13.7,21.9,11.2,38.1,35.9,3.3,8.4,42.89473786,17.1
0500000US13059,16.9,11.5,28.9,41,59,59,26.7,4.1,11,47.6,52.4,3.6,47.9,18.5,26.6,48692,12.4,13059,GA,23.3,31.7,5.5,10.7,5.6,6.6,13.2,23.6,10.7,31.9,33.6,3.4,5.4,77.14425977,5.86
0500000US13061,23.1,24.9,42.7,49.4,50.6,36.8,61.2,1.5,0.4,46.8,53.2,3.6,16.6,11.7,25.7,43264,10.3,13061,GA,40,53.8,9.8,11.1,10.5,10.9,15.4,18.5,19.4,42.4,43.6,6.4,6.6,35.2858151,100
0500000US13063,27.4,10,33,42.4,57.6,12.7,70.2,5.1,13.4,46.9,53.1,6.1,20.6,41.7,16.9,56207,18.1,13063,GA,25.9,40.5,4.7,11.5,5.8,7.2,18,18.2,14.9,34,45.6,4.4,7,27.3732618,0.89
0500000US13065,25.1,15.5,38.4,45.8,54.2,65.3,26.5,0.2,5.7,49.7,50.3,10.2,12.9,50.6,32.5,53350,21.1,13065,GA,32.9,45.4,7.9,12.1,9.2,12.5,22.6,24.2,16.5,40.2,45.1,5.7,6.1,15.11030523,60.43
0500000US13067,22.9,13,37.2,43.8,56.2,52.8,27.5,5.6,13.5,48.8,51.2,3.7,49.7,28.8,8.3,94244,12.4,13067,GA,22.8,33.4,7.3,9.3,5,4.4,9.5,18.2,9.7,33.1,29,2.7,8.4,76.43318805,0.25
0500000US13069,24.3,14.7,36.4,42.9,57.1,62.2,28.7,0.8,12.3,51.6,48.4,8,12.9,45.7,20,48398,17.8,13069,GA,29.4,43.2,7,11,7.6,9.9,20.4,21.4,14.7,37.9,41.3,4.6,7.5,53.15092552,66.58
0500000US13071,25.8,15.3,37.1,42.3,57.7,60.8,22.8,0.8,20.1,50.1,49.9,8.3,14.7,39.8,24.4,47235,22.1,13071,GA,29.1,42.2,7.6,11.1,8.2,10.4,21.2,22.8,15.3,36.4,40.1,4.8,6.5,41.66666667,58.95
0500000US13073,25,14.6,37.4,45.1,54.9,69.3,16.9,4.4,7.3,49,51,1.8,37.4,34.6,7.2,92571,8.7,13073,GA,27.3,35.2,7.6,10.2,6.5,7.6,15.2,21.8,12,35.7,36.3,3.6,8.6,100.1824981,16.23
0500000US13075,25.2,16.2,37.3,43.9,56.1,64.2,27,0.2,6.6,48.4,51.6,6,16,46.4,21.8,46706,19,13075,GA,30.8,42.4,8.1,11.4,8.2,10.1,19,22.2,15.2,39.3,40.6,4.9,7.6,57.90387956,59.41
0500000US13077,23.6,14.4,39.1,45.1,54.9,72.8,18,1.9,7.6,48.8,51.2,2.5,34.1,32.7,8.3,90031,8.9,13077,GA,26.9,35.3,8,9.9,6.1,6.6,13.5,21.6,11.1,36.7,44.4,3.2,7.7,47.80855032,32.93
0500000US13079,20.4,18.7,45.8,45.5,54.5,73.3,22,0,3.9,52.3,47.7,5.2,11.3,44.8,16.6,56948,15,13079,GA,32,43.5,9,10.7,8.7,10.1,18.9,21.7,15.4,41.8,41.7,4.8,6.3,8.061915511,100
0500000US13081,23.5,19.3,40.4,44.5,55.5,51.3,44.8,0.6,4,50.2,49.8,4.6,14.1,39,23.6,47463,16.5,13081,GA,36.2,47.1,8.4,11.3,8.8,9.9,18,21.1,16.3,39.7,44.3,5.3,6.8,67.04809583,47.03
0500000US13083,19.4,19.9,42.5,45.5,54.5,93.8,1,0.8,2.6,49.4,50.6,4,18.3,37.1,6.5,59531,11.9,13083,GA,28.8,39.6,9.8,9.8,7.6,8.1,14.8,22.6,11.5,39.7,35.5,3.7,-999,37.23008191,72.13
0500000US13085,19.9,19.7,43.9,48.3,51.7,91.2,1.3,0.8,5.8,51.3,48.7,3.4,35.5,43.4,9.6,84516,13.9,13085,GA,27.9,37.7,9.8,9.5,7.3,7.4,12.6,20.9,11.1,38.8,35,3.5,8.7,68.94438486,80.31
0500000US13087,24.3,16.7,38.3,42.3,57.7,52.4,40.2,0.5,6.7,48.5,51.5,7.2,15,68.2,24.3,47383,15.6,13087,GA,30.1,43,7.6,11.3,8.5,10.3,18.7,21.1,16.2,37.4,39.8,5.3,7.1,37.87304954,56.48
0500000US13089,22.7,13.1,36.3,41.2,58.8,31.9,52.8,6.2,8.5,47.5,52.5,4.1,46.7,29.8,13.4,76044,13.2,13089,GA,22.7,37,5.9,10.6,5.6,6.3,13.3,19.2,12.6,35.1,33.8,3.8,7.9,109.7067419,0.26
0500000US13091,19.3,19,42,43.8,56.2,66.9,30.3,0,4.1,52.6,47.4,3.5,14.7,40.5,22.3,46091,14.7,13091,GA,34.1,43.7,8.6,10.7,8.3,9.1,16.9,20,15,39.7,44.4,4.8,7.4,38.82552779,72.23
0500000US13093,16.2,21.5,45.1,47.6,52.4,43.6,47.7,0,7.4,56.1,43.9,5,13,46.2,21,54109,17.7,13093,GA,35.3,48.2,8.3,10.6,8.9,9.8,18.1,18.3,17.2,40,43.6,5.5,5.4,7.468259895,53.67
0500000US13095,23.9,16.5,36.2,41.5,58.5,24.4,69.9,0.8,3.2,46.1,53.9,4.4,23.3,30.8,26.4,45640,15.3,13095,GA,29.8,48.9,6.6,12.4,8.4,10.3,18.2,19.5,17.7,36.4,43.6,6,5.1,80.72217927,13.96
0500000US13097,25.5,11.9,36.7,43.4,56.6,39.4,48.9,1.9,10.7,47.8,52.2,3.2,29.9,42.2,11.6,76930,12.3,13097,GA,25.6,38.4,6.2,10.9,6,7.2,14.9,19.3,13.7,35.2,43.3,3.8,7.5,38.94959103,15.76
0500000US13099,24.4,19.2,40.4,41.2,58.8,43.9,52.9,0,2.1,47.3,52.7,5.6,14,50.7,22.2,48355,15.6,13099,GA,34.2,48.2,8.2,11.6,8.9,10.7,19.9,20.1,17.2,39.9,44.6,5.8,7.2,58.88125613,65.95
0500000US13101,23.8,12.8,34.7,41.4,58.6,65.9,4.1,1.6,31,45.9,54.1,4.3,14,80.3,15,61184,24.9,13101,GA,30.3,39.2,7.5,10.3,6.9,8.1,17.8,22.1,13.2,36.8,41.9,3.7,5.9,-999,100
0500000US13103,26.4,11.9,36.4,44.7,55.3,77.5,13.7,0.7,5.5,49.6,50.4,2.2,25.2,46.9,6.6,79474,9.5,13103,GA,25,33.8,7.8,10.3,5.5,6.2,15.1,21.8,10.2,33.5,39.3,2.9,8.3,21.77429389,67.05
0500000US13105,21.8,20.8,42.8,43.3,56.7,66.2,27.6,1.1,6.2,47.8,52.2,4.9,14.1,47.1,19,48190,12,13105,GA,33.1,45.8,8.9,11.1,8.9,10.4,18.9,21.8,15.6,40.4,42.1,5,6.7,46.88965302,70.62
0500000US13107,25,16,37.4,43.2,56.8,60.5,32.1,0.2,4.8,50.7,49.3,6.8,11.6,46.5,21.4,47905,16.7,13107,GA,31.5,44.1,7.6,11.5,8.2,10.8,21.7,23.1,15.1,38.1,42.6,4.9,6.1,44.15790868,66.88
0500000US13109,26.1,16.9,36.6,44.7,55.3,56.3,27.4,1,12.1,50.4,49.6,6.9,16.4,34.1,21.2,55222,16.4,13109,GA,31.5,45,7.8,11.6,8.6,11.1,21.4,22.5,16.1,38.7,44.5,5.2,7.7,46.93073024,61.28
0500000US13111,15.8,29.8,53.8,47.1,52.9,94.1,0.3,0.5,2.8,49.1,50.9,4.5,23.2,51.9,11.8,54857,16,13111,GA,37.7,43.2,12.3,10.4,10.7,11.5,17.2,23.2,15.6,43.3,38.5,5.1,7.9,45.82251413,100
0500000US13113,22.8,19.1,43.2,44.9,55.1,61.3,24.9,4.7,7.7,48.7,51.3,1.8,47.2,31,5.3,105910,8,13113,GA,26.9,38,9.1,9.5,6.4,5.7,10.2,18.3,12.2,39.6,31.2,3.3,8.9,113.6155076,18.18
0500000US13115,22.6,16.5,38,44,56,74.2,13.9,1.3,11.8,49,51,6.2,22.3,36.1,17.5,57868,14.5,13115,GA,29.8,39.7,8.1,10.9,8.2,10.2,17.8,24,13.6,38.1,39.7,4.6,6.4,138.0738695,36.82
0500000US13117,26.4,12.3,39.2,44.7,55.3,69.6,4.1,16.6,9.6,50.1,49.9,2.8,56.2,34.1,4.6,131660,7.8,13117,GA,24.2,28.2,7.8,8.6,5,4.8,10.3,18.7,9.3,35.3,32.2,2.4,8.7,40.12249644,9.92
0500000US13119,21.7,18.4,40.9,43.1,56.9,83,9.2,1.5,5.3,49.7,50.3,5.6,16.8,37,18.4,52597,17.3,13119,GA,31.8,40.2,9.2,11.1,8.3,10,18.2,24.5,13.4,39.4,36.2,4.4,-999,25.69703199,88.93
0500000US13121,21.1,12.2,36.1,42.2,57.8,41,43.4,7.6,7.3,48.8,51.2,2.3,57.1,26.7,12.5,86267,10.2,13121,GA,20.4,33.7,6.2,9.5,4.8,4.6,10.6,17.5,10,30,30,2.9,7.8,111.2847847,1.08
0500000US13123,18.8,25.8,49.6,48,52,89.9,0.8,0.4,12.4,49.8,50.2,6.6,23.4,33.4,14.8,70334,16.3,13123,GA,32.9,41.9,11.3,9.8,9.6,9.7,14.6,21.1,14.1,43.3,37.1,4.5,7.1,57.38149128,87.64
0500000US13125,21.4,17,43.2,43.8,56.2,88.4,10.6,0,1.3,45.7,54.3,7.9,12.9,61.6,15.5,60469,10.2,13125,GA,36.1,41.1,9.1,10.8,8.5,10.3,17.8,23.5,13.7,39.4,37.5,4.5,5.3,33.65870077,100
0500000US13127,21,21.8,43.3,43.3,56.7,66.6,24.7,1.2,6.8,46.7,53.3,3.8,30.6,42.9,16.4,65970,14.2,13127,GA,29.7,43.6,9.8,10.2,7.9,7.9,13.1,20.4,13.9,37.1,35.4,4.2,6.9,51.58748769,20.57
0500000US13129,23.4,15,39.1,44.7,55.3,81.3,3.6,1.2,16.8,49.6,50.4,8.7,16.7,35.6,14,57555,16.5,13129,GA,30.1,39.4,8.1,11,8.5,11,20.2,24,13.8,37.4,40.1,4.6,6.8,41.40572434,51.56
0500000US13131,24.5,18.8,39.8,45.9,54.1,62.9,29.3,0.3,11.9,49.2,50.8,7.3,15.8,36.5,19.8,51929,20.5,13131,GA,31.3,44.1,8.7,11.6,9.2,10.8,19,22.3,16.2,39.8,41.6,5.3,7.5,52.77473308,62.36
0500000US13133,17.9,29.6,51.2,48.3,51.7,59.7,31.4,1.2,6.6,49.4,50.6,3.7,33.4,55.6,12.9,77527,17.9,13133,GA,35.5,47.4,11.1,10.1,10.1,9.9,13.8,19,16.3,43,38.4,5.2,7.3,65.48788474,82.75
0500000US13135,26.3,10.6,35.7,44.4,55.6,39.4,28.5,12.7,21.8,49.1,50.9,6.2,38.9,34.5,10.1,82296,14.9,13135,GA,22.8,32.5,5.9,9.5,5.3,5.6,11.9,18.9,12.5,32.2,33.7,3.1,8.3,65.9012016,0.49
0500000US13137,22.1,18.7,39,46.8,53.2,81,3.5,2.2,16.3,47.7,52.3,9.2,22.9,33.4,13.6,61292,15.3,13137,GA,27.7,35.6,9,10.7,8.1,9.5,16.9,24.1,12.9,37.9,36.1,4.1,7.5,48.53512178,58.76
0500000US13139,24.5,15.5,37.8,45.3,54.7,72,6.8,2,29.3,50,50,10.9,25.5,44.2,13.5,74153,17.4,13139,GA,29.1,35.6,7.8,10.2,7.7,9.5,17,22.1,13.1,37.9,34.9,4.1,8,59.67491844,20.56
0500000US13141,13.5,24,46,46.3,53.7,25.4,71.7,0.9,0.7,52.4,47.6,12.4,9.6,37.5,27.5,31767,11.1,13141,GA,38.6,53.2,7.8,11.5,10.5,12.4,21.3,18.1,21.1,40.4,47.1,7.1,5.3,11.82452406,61.59
0500000US13143,23.8,15.9,39.2,43.9,56.1,91.2,4.7,0.6,2.2,49.2,50.8,4.6,17.9,44.3,12.5,65940,11.5,13143,GA,27,37.1,8.7,10.4,6.9,8.5,18.5,23.8,11.3,37.6,34.1,3.5,7.3,40.2792696,77.36
0500000US13145,21.3,18.5,43.2,48,52,77.4,15.6,0.7,4.4,50.7,49.3,1.9,32.4,42.4,7.5,85936,6.7,13145,GA,30.9,39.5,9.2,10.1,7.2,7.6,14.7,21.1,12.8,38.1,33.2,3.7,9,36.89408559,96.68
0500000US13147,20.7,22.4,45.1,45.3,54.7,75.4,17.6,1.3,3.9,49.7,50.3,5.3,18.3,45,10.8,61765,11.4,13147,GA,32.1,44.9,9.9,10.2,8.5,9.1,15.5,21.1,14.1,41.1,35.6,4.5,-999,34.34459073,74.47
0500000US13149,22.8,16.9,40.7,47,53,85.8,8.5,0.5,3.2,49.8,50.2,4.5,11.6,47.9,16.7,62965,14.1,13149,GA,30.4,40.6,8.9,11,8.3,10.4,19.1,24.1,13.5,39.3,41.3,4.4,7.8,16.77430177,100
