GEOID,under_18,over_65,median_age,male_over65,female_over65,white,black,asian,hispanic,male,female,less_than_9th,bach,high_school,poverty,median_income,uninsured,CountyFIPS,StateAbbr,per_arthritis,per_HighBP,per_cancer,per_asthma,per_heartDisease,per_copd,per_smoking,per_depression,per_diabetes,per_highChol,per_obesity,per_stroke,Food_environment_index,primCare100k,per_rural
0500000US01001,23.4,15.6,39,43.8,56.2,74.4,19.6,1.1,3.2,48.8,51.2,1.7,29.6,35.5,11.4,68315,7.4,1001,AL,34.5,40.6,8.3,10,7.4,7.8,15.5,23.8,13,35.9,38.9,3.7,6.5,44.74753441,42
0500000US01003,21.2,21.2,43.7,46.3,53.7,84,8.3,0.9,4.8,48.9,51.1,2,32.6,39.6,10.2,71039,9.3,1003,AL,34.6,38.7,10.1,9.7,8.2,7.9,14,23.5,13.1,38.9,36.8,3.7,7.4,68.98590717,42.28
0500000US01005,20.7,19.8,40.6,43.1,56.9,45.5,46.9,0.5,4.8,52.1,47.9,7.3,11.9,38.6,24.2,39712,10.7,1005,AL,37.1,48.9,7.9,11.2,10.5,11.7,20.9,22.8,18.9,39.4,43.3,6.1,5.7,36.45791137,67.79
0500000US01007,21.2,16.8,40.3,44.7,55.3,75.8,20.7,0.3,2.9,53.5,46.5,6.4,10.9,52.5,20.6,50669,8.4,1007,AL,33.9,42.3,8.5,10.7,8.8,10.3,21.1,25.9,15.1,38.6,41.4,4.6,7.6,58.05126373,68.35
0500000US01009,23,18.3,40.8,44.8,55.2,91.3,1.2,0.2,9.7,50.6,49.4,7.1,14.7,43,14.2,57440,10.2,1009,AL,34.6,40.5,9.4,10.5,9.2,10.5,19.1,26.8,14,40,37.3,4.3,7.8,22.48123681,89.95
0500000US01011,21.1,16.6,39.2,43.5,56.5,23.2,68.9,0.4,8.8,53.7,46.3,9.9,9.4,42.7,27.9,36136,12.2,1011,AL,35.3,52.4,6.3,11.9,10.3,12.3,24.6,21.6,22.4,37.9,49.6,7.2,4.6,29.7000297,51.37
0500000US01013,22.3,21.2,41.6,41,59,51.5,44.6,1.3,1.7,47,53,3.9,13,55.8,21.1,44429,11,1013,AL,38.1,47.7,8.4,11.2,9.9,10.9,19.5,22.8,18.2,39.8,45,5.7,6.9,25.70958453,71.23
0500000US01015,21.2,17.9,39.2,42.3,57.7,71.7,22.1,0.7,4.1,48.4,51.6,4.4,19.2,36.1,18,54339,10.8,1015,AL,35.4,41.3,8.4,10.2,8.2,9.1,17,24.6,14.5,37.4,37.7,4.2,5.9,61.61700629,33.7
0500000US01017,20.8,19.7,42.2,42.7,57.3,56.7,40.8,0.2,3.3,47.6,52.4,5.8,12.7,39.2,17.9,48805,10.8,1017,AL,36.8,46.8,8.2,11.4,9.7,11.3,20.6,24.2,18.2,39.5,45.6,5.6,7,45.10735551,49.15
0500000US01019,18.9,23.2,46.8,45.8,54.2,91.3,4,0.1,1.9,48.9,51.1,6.6,14.6,49.1,14.3,46621,10.2,1019,AL,43.6,44.3,10.7,10,10.1,10,16.3,25,15.2,40.9,39.9,4.6,7.2,38.17376699,85.74
0500000US01021,23.7,16.8,39.9,44.8,55.2,81.3,9.4,0.5,8.1,48.8,51.2,5.9,14,52.5,14.5,62471,11.5,1021,AL,32.7,41,8.6,10.1,8.4,9.2,15.8,24.9,13.7,38.3,36.7,4.1,7,22.50832808,86.74
0500000US01023,19.9,23.3,46.7,43.5,56.5,56.7,40,0.1,1.1,47.2,52.8,6.4,13,45.3,19.1,43299,8.2,1023,AL,41.8,51.1,9,11.3,11.1,12.5,20.2,23.7,20.3,41.7,46,6.4,5.8,39.71721344,100
0500000US01025,22,20.4,42.7,43.5,56.5,51.4,45.5,0.4,1.5,47.8,52.2,4.9,13.8,36.6,22.4,47549,9.5,1025,AL,37.3,47.7,8.3,11.5,9.8,11.3,19.9,23.7,18.5,38.8,44,5.7,5.4,46.5667598,75.98
0500000US01027,20.5,20.8,43.9,44.6,55.4,81.5,12.6,0.3,3.1,48.8,51.2,5,12.8,45.9,17.6,48074,8.1,1027,AL,36.6,45.1,9.5,11,10.4,11.9,20.6,25.9,16.6,40.6,39.5,5.3,7.3,37.7786173,100
0500000US01029,22.8,19.6,42.2,44.9,55.1,92.6,2.7,0.1,2.6,50,50,5.2,16.5,45.2,12.9,51553,10.1,1029,AL,37.4,42.3,9.5,10.7,10.1,12,20.9,27,15.4,40.1,39.6,4.9,7.1,20.12072435,100
0500000US01031,23.7,17.1,39.2,44.4,55.6,72.5,16.8,1.1,8.4,49.7,50.3,4.5,21.6,39.5,16.3,62199,10.9,1031,AL,33.2,39.1,8.3,10,8,8.2,14.4,22.5,13.6,34.7,34.2,4.1,6.9,47.76279088,47.2
0500000US01033,20.9,20,42,43.2,56.8,78,16,0.4,3.2,48.7,51.3,3.6,18,37.6,15.9,56149,7.9,1033,AL,36.1,42.1,9.2,10.4,8.9,9.3,17.6,25.1,14.6,38.7,40.6,4.4,6.7,61.54848754,43.89
0500000US01035,20.5,23.4,46.2,45.8,54.2,49.7,48.5,0.3,0.7,48.7,51.3,2.9,13.3,39.7,18.4,39888,8.6,1035,AL,38.7,49.9,9,11,11.2,11.7,18.8,22.6,20.4,40.5,44.4,6.4,6.4,41.43531947,80.95
0500000US01037,16.1,24.4,50.2,47.1,52.9,66.4,30.2,0,2.7,51.4,48.6,3.7,10.6,38.7,11.1,52279,6.2,1037,AL,42.2,46.9,9.8,10.6,10.5,10.9,18.9,23.1,18.1,41.3,42.9,5.5,7.1,-999,100
0500000US01039,21.9,21.7,42.9,43.5,56.5,83.7,12.3,0.6,2,48.6,51.4,4.4,16.3,46.2,18.8,48772,10.3,1039,AL,40.3,42,10.2,10.4,9.2,9.4,16.9,26.3,14.6,38.8,43.8,4.5,6.8,45.88517909,69.65
0500000US01041,22.9,19.8,42.3,43.1,56.9,71.1,23.2,1.2,2.5,48.9,51.1,6.8,17.2,53.4,14.9,48557,8.5,1041,AL,36,43.5,8.9,10.7,9.2,10,19,24.5,15.8,39.7,40.3,4.8,6.5,14.522219,100
0500000US01043,22.3,18.8,41.4,44.7,55.3,91.8,1.1,0.3,4.6,49.6,50.4,4.6,18.3,35.9,13,58119,10.6,1043,AL,34.7,40.9,9.5,10.6,9.6,10.8,18.4,27.6,14.1,39.2,40,4.5,7.4,59.68866393,73.24
0500000US01045,23.1,17.5,37.7,45.8,54.2,70.4,21.1,1.2,7,49.5,50.5,4.5,19.2,37.1,17.5,52813,10,1045,AL,35.6,42.1,8.3,10.7,9,10,18.1,25,15.6,38.4,44.3,4.7,6.5,24.40413243,50.89
0500000US01047,23.6,19.4,40.4,42.5,57.5,27.7,69.1,0.6,1.1,46.7,53.3,3.4,15.7,44.2,27.1,37180,9.5,1047,AL,38.5,51,7.4,11.7,10,11,18.9,21,21.4,38.3,50.2,6.5,6.2,75.2769115,45.64
0500000US01049,23.9,17.3,39.6,45.4,54.6,82.5,1.5,0.1,15.4,50,50,11.1,14.1,41.6,20.2,47920,14.6,1049,AL,38.3,41.8,8.8,11.2,10.5,13,22.5,27.8,16.4,40,39,5.3,-999,44.74710892,90.13
0500000US01051,21.7,15.8,38.9,44.7,55.3,73.9,20.8,0.7,3.1,48.7,51.3,3.4,24.2,42.9,9.6,73258,8.2,1051,AL,33,38.7,8.4,10.3,7.3,7.6,15.6,24.2,12.9,35.2,36.4,3.6,7.6,23.39642158,54.19
0500000US01053,22.7,18.6,40.5,41.7,58.3,61.9,30.3,0.2,2.6,50.3,49.7,4.6,12.6,43.9,21.8,41153,12.3,1053,AL,37.6,46.2,8.4,11.2,9.6,10.9,21.1,25.1,17.6,37.1,43.4,5.3,6.8,32.75734993,63.51
0500000US01055,21.4,19.4,41.9,43.5,56.5,77.9,15.2,0.7,4.4,48.5,51.5,4,17.7,33.8,15.9,52177,11.7,1055,AL,35.2,42,9.1,10.9,9.5,10.4,18.4,26.4,15.4,39.1,41.4,4.7,6.2,81.15930692,37.48
0500000US01057,21.1,21.2,43.7,44.3,55.7,84.2,12.7,0.2,0.4,49.1,50.9,6.4,13,39.4,22.2,45650,10.1,1057,AL,39.5,45.7,9.9,11.1,10.6,12.1,20.7,26.4,16.6,41.1,39,5.4,7.1,98.14746657,80.23
0500000US01059,24.7,17.1,39.3,43.5,56.5,77.6,4.2,0.1,18.4,50.2,49.8,6.1,14.8,40.6,16.6,47359,12.5,1059,AL,37.9,41,8.7,10.6,9.9,11.4,19.9,26.3,15.8,38.5,39.4,4.9,7.1,44.6400102,70.37
0500000US01061,21.9,20.3,43.6,45.3,54.7,83.9,9.3,0.5,4.4,48.9,51.1,6.3,13.9,44.8,20.8,47608,12.1,1061,AL,40.4,43.4,9.8,10.5,10.3,11,17.6,26.8,15.9,41.3,38.6,5.1,6.6,30.45182901,89.64
0500000US01063,22,23.7,41.1,43,57,17.3,81.8,0,0.3,48.1,51.9,2.8,16.7,29.9,32.9,32796,13.9,1063,AL,41.7,57.7,7.6,12.4,11.5,13,22,21.1,24.9,41.1,50.4,8.1,4.2,49.31574405,100
0500000US01065,23.4,19.7,40.5,44.4,55.6,38.4,56.8,0.1,0.2,47.6,52.4,5.2,16.4,43.7,25,35851,7,1065,AL,38.6,49.6,7.6,11.5,9.7,10.7,18.3,22.2,19.3,38.9,44.5,5.9,6.8,20.47641799,89.17
0500000US01067,20.4,22.9,44.6,43.5,56.5,70.6,25.3,0.6,2.7,48,52,5.8,21,44.9,15.5,58395,9.6,1067,AL,37.4,45.5,9.2,11.2,10.6,12.5,20.8,25.3,17.8,40.5,38.4,5.7,7.2,29.06131938,87.75
0500000US01069,22.9,18.2,40.4,43.5,56.5,66.6,27.2,0.9,3.6,48.2,51.8,3.6,22.5,42.4,17.8,55064,11.7,1069,AL,33.7,43.4,8.6,11,8.8,9.6,17.8,24.5,15.3,36.7,37.2,4.7,7.2,85.00028333,33.8
0500000US01071,20.6,20.6,43,44.5,55.5,89.7,3.3,0.4,3.2,49.2,50.8,5.2,16.2,45.7,18.6,46748,11,1071,AL,38,42.2,9.6,10.9,10.3,12,20.2,27.2,15.6,40.7,38.9,5.1,6.8,54.23623756,77.02
0500000US01073,22.7,16.3,37.9,41.9,58.1,50.3,42.7,1.7,4.2,47.6,52.4,2.5,35.6,32.8,15.9,63595,9,1073,AL,31.6,41.8,7.5,10.5,7.4,7.4,14.6,23,14.3,35.4,39.5,4.1,6.8,112.2123136,9.83
0500000US01075,21.8,22.1,44.2,45.6,54.4,85.8,11,0.2,0.5,49.9,50.1,7,10.2,40.7,15.3,49565,7.8,1075,AL,38.6,44.4,9.9,10.4,10.1,11.2,18.2,25.2,15.7,40.1,38.4,5,7.1,-999,100
0500000US01077,19.4,20.1,40.8,43.6,56.4,84.4,9.9,0.6,3,48.2,51.8,3,25.8,31.2,13.3,56081,9.5,1077,AL,34.1,39.4,9.4,10.1,8,8.3,14.7,25.2,12.7,38.7,35.2,3.8,7.2,54.99897551,49.3
0500000US01079,21.7,18.6,42.7,44.6,55.4,76.8,10.2,0.3,2.5,49.2,50.8,5.7,15.8,46.1,15.8,54786,9.1,1079,AL,38.9,43.4,9,11.2,9.7,11.4,20.1,26.4,16.1,39.2,41.1,5.1,6.8,15.1864901,91.29
0500000US01081,20.9,12.7,33,45.2,54.8,68.7,22.5,4.3,3.9,49.5,50.5,2.4,40.2,24.9,18.5,59288,8.6,1081,AL,28,34.8,6.6,10.1,6.2,6.9,15.2,25.2,11.5,32.4,33.9,3.3,6.8,48.61980528,27.41
0500000US01083,22.1,15.4,40.2,44.7,55.3,76.8,13.2,1.8,6.3,50.3,49.7,4.3,29.5,30.9,11.2,80146,8.2,1083,AL,33.3,37.9,8.4,10.1,7.2,7.5,15.6,23.6,12.8,36.9,36.4,3.5,7.4,36.3948845,57.61
0500000US01085,22,19.4,41.7,42.7,57.3,24.6,74.9,0,0.2,47.7,52.3,4.8,16.3,53.7,25.5,33125,8.9,1085,AL,39.5,53.9,7.1,12,10.5,12,21.6,21.3,22.7,38.3,49.4,7.1,5.1,10.2817191,100
0500000US01087,16.6,20.2,37.8,41.4,58.6,16.3,78.9,0.4,2.4,46.2,53.8,3.8,20.6,22.9,25,41206,11.1,1087,AL,34.5,48.4,6.2,12.1,9.3,10.3,17.6,21.4,20.2,36.1,46,6.3,5.6,38.74252823,55.55
0500000US01089,21.5,15.4,38.5,44.2,55.8,65.4,24.5,2.5,5.3,49.2,50.8,2.2,45.1,30.3,10.7,78058,7.8,1089,AL,28.1,37.3,7.9,9.9,6.6,6.4,13.2,23,12.1,35.1,35.3,3.3,7.4,89.29792523,16.44
0500000US01091,22.7,19.9,41.7,44.3,55.7,45.4,50.8,0.8,2.8,47.4,52.6,3.1,22,37.4,21.5,42975,9.3,1091,AL,38.9,49.6,7.8,11.3,9.9,11.3,19.9,23.3,19.1,39.7,46.2,5.9,6.1,37.10968563,69.32
0500000US01093,21.1,20.9,44,44.8,55.2,91.3,3.8,0.3,2.7,49.7,50.3,6.1,11.8,37.7,16.4,49743,11,1093,AL,38.9,42.9,10,10.7,10.8,12.4,19.1,26.3,15.9,40.5,39.7,5.3,7,26.92786698,88.85
0500000US01095,25.2,17.2,38.8,43.7,56.3,85.8,2.8,0.6,15.1,49.7,50.3,6.5,21.4,38.7,16.6,58272,11.1,1095,AL,35.4,39.6,9.3,10.4,8.2,8.8,16.2,26.3,13.3,37.9,38.3,3.9,6.5,58.9001178,53.27
0500000US01097,23.2,16.7,38.2,43.5,56.5,56.7,36.3,2,3,48,52,2.8,24.2,38.1,17.6,55352,11.3,1097,AL,33.3,41.5,7.7,10.9,8.7,9.7,18.8,24.2,15.4,37.8,42.1,4.7,6.8,68.73018562,20.02
0500000US01099,21.1,21,43.7,43.2,56.8,53.7,42.3,0.2,0.2,49.2,50.8,3.5,13.5,54.9,22.9,39965,11,1099,AL,40.5,48.2,8.7,11.3,10,11,19.5,23.6,19,40.5,42.5,5.8,5.8,43.40905802,79.04
0500000US01101,23.6,15.6,36.9,41.5,58.5,32.8,59.1,3.3,3.8,47.2,52.8,3.6,33.7,38.7,19.6,56707,10.6,1101,AL,32,43.8,6.8,11.4,7.8,8.3,17.4,22,17.1,34.9,44.2,4.7,6.8,102.876116,10.49
0500000US01103,22.9,17.9,40.6,43.9,56.1,76.4,13.5,0.5,8.8,49.5,50.5,6,23.8,47.8,13.7,61588,11,1103,AL,34.6,42.2,8.7,10.3,8.9,9.8,17.3,25.9,15.3,39.6,38.7,4.4,7.1,50.96967722,38.6
0500000US01105,21.1,20.5,41.8,41.2,58.8,28.4,70.8,0.1,1,46.1,53.9,6.6,15.2,32.6,32.8,32332,6.6,1105,AL,39.3,52.7,7.4,12.2,10.7,12,21.1,22.5,22,40.1,48.3,7.1,4.1,33.62097949,100
0500000US01107,19.3,19.4,42.9,45,55,57.5,39.7,0.1,5.2,48.3,51.7,6.4,14.5,34.5,22.3,45339,8.5,1107,AL,37.1,46.5,8,11,9.5,10.5,19.4,22.8,17.2,38.4,43.8,5.4,7.2,40.14049172,100
0500000US01109,18.9,15.3,31.1,44.2,55.8,56.6,37.3,2,2.4,48,52,3.1,27.7,28.3,23.6,42616,8.9,1109,AL,28.7,37.4,6.7,10.7,6.8,7.2,14.3,24.2,13.1,33.6,37.7,3.8,6.5,42.27819049,51.68
0500000US01111,20.9,20.9,44.1,45.1,54.9,77,19,0.3,3,48.6,51.4,6.1,18.8,26,19.9,49879,8.4,1111,AL,36.7,45.1,9.4,10.8,9.7,10.6,18.9,25.7,16.2,39.1,40.3,4.9,6.5,22.00510518,81.34
0500000US01113,24.1,14.9,37.2,42.4,57.6,46.9,44.9,0.8,5.9,47.8,52.2,5.5,16.4,41.8,22,47420,11.7,1113,AL,32.7,44.3,6.9,11.6,8.4,10.1,20.3,23.9,17.5,36.6,47.1,5.2,6.9,20.70357654,35.41
0500000US01115,22.3,17.4,41,43.5,56.5,85.2,9.8,0.4,2.5,49.8,50.2,4.1,19.3,34,10.9,73218,8.2,1115,AL,34.7,37.9,9.1,9.9,7.6,7.9,15.3,25.9,12.6,38.4,33.4,3.6,7.8,15.64036107,72.8
0500000US01117,22.8,16.2,40,44.4,55.6,78,13,2,5.9,48.8,51.2,2,45.6,32.8,6.9,90618,6.4,1117,AL,29.2,36.8,8.9,9.5,6.1,5.5,10.7,23.2,10.9,35.5,32,2.8,8.2,83.60051814,22.94
0500000US01119,18.9,18.6,35.8,42.1,57.9,25.5,72.3,0.5,0.7,45.8,54.2,2.5,21.8,30.7,30.4,31726,9.7,1119,AL,34.5,47.9,6.4,12.1,8.6,9.5,17.9,23.2,18.7,37.3,42.4,5.8,5.9,56.32896113,100
0500000US01121,20.7,18.6,42.1,44.8,55.2,63.1,31.9,0.4,2.5,48.6,51.4,4.5,16.6,39.9,18.7,52457,9.4,1121,AL,40.3,46,8.4,11.4,9,10.3,18.2,24.2,16.9,39.5,42.6,4.9,6.8,31.25859611,55.82
0500000US01123,20.4,22.3,45.2,46.7,53.3,69.1,26.6,0.5,2.4,48.5,51.5,5.1,18.2,49.8,16.8,53282,9.5,1123,AL,39.7,45.9,9.8,10.7,10.1,10.6,17.3,23.3,16.9,41.4,41.8,5.2,7.3,49.54542076,74.23
0500000US01125,20.4,13.6,32.8,43.3,56.7,62.1,32.1,1.6,4,48.3,51.7,2.5,30.9,29.7,16.7,61645,6.7,1125,AL,30.1,37.5,6.5,10.8,6.5,7.4,16.2,26.3,12.2,34.3,39.5,3.5,7.4,71.64863509,25.51
0500000US01127,22.2,19.6,41.8,43.8,56.2,88.6,6,0.2,2.9,49.4,50.6,5.3,15.3,35.1,16.4,52987,12.1,1127,AL,37.2,41.8,9.5,11,10.1,12.4,21.2,28.7,15.8,39.7,43.1,5,6.8,40.93134554,74.09
0500000US01129,20.6,19.8,43.7,46.6,53.4,66.7,23.4,0.4,1.7,49.7,50.3,2.8,14.2,46.4,15.8,51184,9.2,1129,AL,40.3,47.5,9,11,10.2,11.3,20.3,24.5,17.4,40.6,41.4,5.5,6.8,12.25039814,100
0500000US01131,23,20.8,41.1,43.1,56.9,27.5,70.2,0,0.2,46.9,53.1,5.7,11.6,28.7,26.8,38208,9.4,1131,AL,42.2,53.8,7.6,12.4,11.1,13.3,23.6,22.8,23.1,39.6,47.8,7.4,4.5,28.92123783,100
0500000US01133,20.2,21.7,45.4,45.9,54.1,93.2,1.1,0.4,3.2,49.7,50.3,5.9,13.8,45,18.2,49494,11.3,1133,AL,39.3,43.3,10.1,10.1,10.6,11.6,17.6,25.9,15.5,40.5,36.8,5,7,33.85670151,84.89
0500000US04001,26.5,15.8,35.6,45.2,54.8,20.5,0.9,0.6,7,49.7,50.3,7,13.8,38.1,32.5,37483,23.6,4001,AZ,32,36.4,7.7,15.1,11.4,13.5,26.3,24.4,20.1,33.6,38.8,7.3,2.7,43.12323508,74.06
0500000US04003,21.1,23.2,41.4,48,52,71.4,4,1.9,35.7,51.2,48.8,4.6,26.7,35.1,14.7,58421,7.7,4003,AZ,29.9,36.9,9.8,10.3,9.3,9.3,14.8,21.6,13.9,36.9,32.6,4.7,6.5,59.56068042,36.3
0500000US04005,19.9,13.4,31.7,47.8,52.2,58.6,1.5,1.9,14.7,49.6,50.4,3.3,39.6,25.4,16.9,67266,11.2,4005,AZ,23,25.2,6.9,11.1,6.2,6.7,12.4,22.5,9.9,27.3,25.2,3.4,6.7,80.84975885,31.47
0500000US04007,19.4,29.6,50.6,49.1,50.9,69.3,0.7,0.7,19.2,50,50,2.7,18.1,39.7,19,55242,9.8,4007,AZ,37.1,37.1,11.5,11.3,11.1,11.5,17,22.2,16.5,34.5,33.8,5.6,6.3,40.72716502,41.06
0500000US04009,26.3,14,34.1,46.1,53.9,68.5,2,0.7,33.5,53.4,46.6,4.3,14,35.1,17.7,64089,8.5,4009,AZ,24.5,29.7,7.3,10.8,7,7.1,15.2,24.1,12.9,32.8,39.8,3.7,6.4,46.34755517,46.44
0500000US04011,27.3,13.7,35.5,45.6,54.4,75.5,1.8,0.7,48.3,53,47,4.8,16.7,53.8,12.8,73756,2.3,4011,AZ,24.5,26.8,6.8,10,6.5,6.3,13.3,20.2,12,29.7,32.5,3.3,7.1,52.64266161,46.57
0500000US04012,16.2,40.5,57.3,52.3,47.7,63.5,0.6,0.9,28.2,51.7,48.3,6,12.4,36.4,21,46634,15.2,4012,AZ,40.3,44.8,13.5,11,14.9,14.5,16.7,20.6,19.7,41,33.7,7.4,4.6,28.42524162,56.33
0500000US04013,23.1,15.6,37.1,45.2,54.8,66.7,5.7,4.3,31.7,49.8,50.2,4.9,35,35.1,11.5,80675,11,4013,AZ,24.1,29.3,8.3,10.2,6.5,6.3,11.7,20.6,11.4,33.3,32.6,3.2,8,70.47287051,2.36
0500000US04015,16.5,31.3,52.9,49.6,50.4,83.2,1.1,1.1,17.4,50.7,49.3,3.5,14.4,41.3,16,53592,9.1,4015,AZ,38.4,39,12.1,10.8,11.5,11.8,16.8,22.2,15.7,37.2,36.2,5.5,5.7,53.7277136,22.96
0500000US04017,25.9,19,38.7,47.5,52.5,46.1,1.1,0.4,11.9,50.4,49.6,5,17.3,44.9,25.5,50335,14.5,4017,AZ,30.1,37.5,9,12.9,10.2,11.7,21.5,23.2,16,34.8,38.1,5.9,4.2,57.69716202,54.14
0500000US04019,20.2,20.4,39,45.4,54.6,65.9,3.5,2.9,38.1,49.5,50.5,4.2,35,32.4,14.9,64323,9.1,4019,AZ,26.4,31.4,9,10.2,7.1,6.8,12.8,24.1,11.7,34.1,31.5,3.6,7.4,87.36926836,7.52
0500000US04021,22,20.8,39.8,47.8,52.2,69.1,4.6,1.6,31.2,52.2,47.8,4.4,21.4,41.8,11.3,73313,9.6,4021,AZ,28.6,33.3,9.1,11,8.1,8.3,14.8,22.2,14,36.9,38.4,4,7.1,15.77392721,21.9
0500000US04023,26.3,18.5,37.3,46,54,51.7,0.3,0.1,83.1,48.5,51.5,10,23.5,44.3,20.2,51885,14,4023,AZ,24.7,31.1,7.3,9.7,8,6.5,12.4,18.8,16.9,35.3,31.5,4,6.2,43.01260269,26.88
0500000US04025,15.8,32.7,54.5,47.6,52.4,84.5,0.6,1,15.2,49.3,50.7,2.1,28.7,34,12.3,62430,10.9,4025,AZ,35.3,36.5,12.7,11.1,10,10.7,14.4,21,13.8,39.2,27.1,4.9,6.9,57.84797043,33.2
0500000US04027,25.1,19.7,35.3,47.9,52.1,58.1,1.9,1.1,65.3,51.5,48.5,12.4,16.4,34.6,17.5,56439,13.5,4027,AZ,26.4,33.3,8,9.8,8.7,7.6,13.3,19.5,15.5,35,40.5,4.4,6.3,47.2432842,10.43
0500000US05001,22.9,19.9,41.4,45.4,54.6,71.1,25.7,0,3.8,48.5,51.5,4.3,15.8,33.8,16.8,58695,6.3,5001,AR,35.3,42.7,8.8,11.5,10,11.1,22.1,26.1,17.2,36.6,40.9,5.2,5.3,51.46974723,34.71
0500000US05003,22.6,21.1,43.1,45,55,70.8,24.8,0.1,6.1,47.2,52.8,5.6,11.6,38.2,23.3,44804,8.4,5003,AR,37.1,46.3,9.3,11.4,11,11.3,20,25.3,18.6,37.3,41.9,5.8,6.7,40.69797019,51.68
0500000US05005,17.6,31.1,52.1,46.2,53.8,93.5,0.2,0.6,2.7,48.9,51.1,2.4,18.2,46,13.5,47403,6.5,5005,AR,40.8,46.7,12.1,10.6,12.3,12.3,19.6,26.8,16.8,43.6,41,5.5,7.1,81.08365926,65.84
0500000US05007,25.7,13.6,35.7,45,55,71.9,1.9,4.2,17.4,50.3,49.7,4.8,35.5,39,7.9,85269,9.4,5007,AR,25.7,32.6,7.8,9.8,6.5,6.1,13.8,23.8,11.4,33.3,34.3,2.9,7.9,60.18463787,25.16
0500000US05009,22.7,20.8,41.9,45.3,54.7,94.9,0.3,0.4,2.9,49.5,50.5,3.1,16.6,45.1,13.2,52275,7.4,5009,AR,35.7,41.2,10.2,11,9,9.2,18.5,29.2,13.9,40.5,39,4,6.8,77.47381919,62.2
0500000US05011,24.5,18.5,40.2,43.2,56.8,60.9,26,0.1,16,48.4,51.6,5.1,12.5,36.8,15.2,43688,12.5,5011,AR,36.2,45.2,8.3,11.5,9.9,10.9,21.5,25.2,18.1,39.5,41.5,5.4,6.4,55.74653907,49.59
0500000US05013,18.7,21.4,44.2,46.2,53.8,74.2,20.8,0.2,4.9,50.7,49.3,2.3,12.5,45.3,12.5,60237,8.1,5013,AR,34.6,43.7,9.3,10.9,9.2,9.4,20.5,25.2,16,37,38.4,4.5,5.7,19.27153594,100
0500000US05015,22,23.1,44.6,45.7,54.3,79.7,0.4,1.2,15.6,50.4,49.6,8.3,21.4,46.5,15.4,56826,12.4,5015,AR,35.7,42.5,10.1,10.4,10.7,10.8,18.1,26,16.5,39.2,35.7,5,7.4,56.3777308,72.83
0500000US05017,21.9,21.3,43.2,42.6,57.4,42.4,53.6,0.3,6.1,50.3,49.7,5.8,17.6,58.7,27.4,36593,9.8,5017,AR,40.4,51.9,8,11.7,11.2,12.3,22.7,23.1,22,39,44.4,6.8,5.1,69.18363313,54.28
0500000US05019,19.4,16.2,31.7,44.4,55.6,69.2,24,0.7,5.1,47.1,52.9,3.3,26.4,22.5,20,48071,9.3,5019,AR,28.7,36.5,7.2,11.6,8.2,9.1,17.6,27.6,14.1,32.4,37.1,4.3,6.5,44.80286738,54.38
0500000US05021,20.9,22.1,42.7,41.8,58.2,94.4,0.7,0,0.8,47.9,52.1,5.9,15.4,45.7,19.4,44685,8,5021,AR,36,44.7,10.1,11.3,10.8,12.1,22,29.3,15.9,39.1,37.7,5.1,6.1,13.74475981,58.86
0500000US05023,18.9,27.4,49.5,46.9,53.1,94.6,0.4,0.2,2.7,50,50,4.4,17.2,49.9,14.1,52780,7.2,5023,AR,41.4,44.5,11.9,10.8,11,10.5,18.5,27.1,16,42.2,35.9,4.9,7,60.1950319,75.52
0500000US05025,20.6,20.8,42.5,44.6,55.4,84,13.1,0,0,46.3,53.7,0.9,15.9,42,13.6,48913,3.5,5025,AR,40.7,45.1,9.6,11.4,10.9,12.3,23,28.4,17.2,39.8,40.9,5.4,6.8,-999,100
0500000US05027,21,17.2,35.1,42.4,57.6,61.1,35.6,0.5,3,48.4,51.6,3.5,19,32.4,22.5,47441,7.4,5027,AR,30,41.8,7.3,11.2,8.3,8.7,17.4,25.4,15.1,34.9,38.5,4.5,6.5,59.68367651,57.49
0500000US05029,22.5,19.5,42.2,45.7,54.3,83.5,11,0.4,4.4,49.8,50.2,3.8,19.1,49,20.9,50282,7.3,5029,AR,36.8,45.1,9.1,11.4,10.4,11.8,23.3,27.5,16.8,40.6,41.5,5.2,6.3,67.15916723,70.52
0500000US05031,24.9,13.6,34.4,41.9,58.1,75.2,16.2,1.2,5.5,48.8,51.2,4.4,28.2,26,19.1,55169,8.6,5031,AR,30.2,36.9,7.5,11.2,7.9,9.1,19.3,28.7,12.7,35.4,36.9,3.9,6.8,117.8261973,32.17
0500000US05033,24,17.2,39.2,45.4,54.6,85.5,1.3,1.3,8.5,49.4,50.6,4.2,20.3,45.7,17.8,56702,8.9,5033,AR,31.3,40.3,9,10.8,9.3,10.5,18.8,26.9,14.7,40.2,39.7,4.5,6.3,39.5213178,51.96
0500000US05035,27.1,14.6,35.8,43.2,56.8,41.6,50.1,0.8,3,47.4,52.6,4.7,17.6,44.9,19.7,51860,8.6,5035,AR,32.3,45.4,7.1,12.4,8.2,9.2,21.6,26,17.4,36.6,41.3,4.9,6.6,33.36461266,20.89
0500000US05037,24,18.5,40.7,44.6,55.4,72.9,19.5,0,2.1,48.5,51.5,5.9,16.1,50.7,20.2,48129,7.4,5037,AR,37,44.1,8.7,11.4,9.8,10.7,21.3,26.6,16.8,38.6,38.5,5.1,6.2,42.63353432,56.79
