GEOID,under_18,over_65,median_age,male_over65,female_over65,white,black,asian,hispanic,male,female,less_than_9th,bach,high_school,poverty,median_income,uninsured,CountyFIPS,StateAbbr,per_arthritis,per_HighBP,per_cancer,per_asthma,per_heartDisease,per_copd,per_smoking,per_depression,per_diabetes,per_highChol,per_obesity,per_stroke,Food_Environment_Index,primCare100k,per_rural
0500000US19051,29.9,17.8,36.2,47.4,52.6,95.7,0,0,2,50.7,49.3,14.8,17.6,25.5,7.2,79505,28.3,19051,IA,29.3,37,9.4,10.3,7.6,8.5,17.5,21.5,12,37,37.5,3.8,9.1,0.000331455,100
0500000US19053,22.6,20.9,36.2,46,54,92.9,1.6,0.5,3.3,50.3,49.7,5.4,24.3,24.9,15.2,57146,7.9,19053,IA,29.2,35.3,9.3,10.2,7.9,8.5,15.9,21.3,12.4,36.5,39.6,3.9,8.4,0.000257433,100
0500000US19055,23.4,20.9,44,48.1,51.9,95.6,0,0.1,1.6,50.8,49.2,3,19.7,35.2,7.9,76205,4,19055,IA,30.5,37.7,10.3,9.9,7.9,8.3,16.3,19.7,12.5,38.1,39.7,3.9,9.3,0.000472339,71.47038955
0500000US19057,21.9,21.1,42.2,46.2,53.8,86.3,4.2,1.1,3.5,49.3,50.7,1.5,23.8,45.3,14.1,60662,4,19057,IA,29.8,35.5,9.7,10,7.5,7.9,15.9,21.1,12.3,35.5,34.6,3.8,7.7,0.000645861,26.73527588
0500000US19059,19.2,27.6,48.1,46.3,53.7,94.5,0.1,0.7,2.7,50.1,49.9,1,32.3,48.5,6.3,74570,3.7,19059,IA,30.7,38.5,11.7,9.7,7.9,7.5,13.1,18.5,12.1,38.1,37.2,3.8,9.1,0.000740783,35.04529909
0500000US19061,22.7,18.8,38.8,44.8,55.2,89.9,2.9,1.2,3.1,49.7,50.3,1.9,32.9,29.3,9.4,75919,3.5,19061,IA,27.4,31.2,9.3,9.9,6.5,6.8,13.6,19.5,10.4,33.5,34.3,3.3,8.6,0.000789015,27.01675333
0500000US19063,19.5,23.5,43.3,45.6,54.4,88.6,2.2,0.2,9.9,50.2,49.8,3.5,15.7,24.9,10.4,65181,5.4,19063,IA,29.6,38.4,10,9.9,8,8.4,16.2,19.7,12.7,37.5,42.5,4,8,0.000769654,39.89516599
0500000US19065,21.4,22.1,43.7,44.9,55.1,92.7,0.8,0.7,2.9,50.4,49.6,2.2,18.2,34.1,12.5,58764,4.7,19065,IA,30.1,38.8,10.2,9.9,8.2,8.6,16.9,20,13.1,38.4,38.5,4.1,8.7,0.000363485,70.57950192
0500000US19067,22.6,22.7,44.2,45.8,54.2,90.4,1.2,1.6,3.7,51.3,48.7,2.6,18.5,38.1,11.4,64500,4.1,19067,IA,30.4,37.9,10.1,10,8,8.3,16.2,20.4,12.9,37.9,39.8,4,8.1,0.000387597,52.7326259
0500000US19069,24.4,21.4,41.9,47,53,87,0.6,0.2,16.1,50.8,49.2,4.2,18.2,40.1,15.1,63648,10.7,19069,IA,31.2,39,9.9,10,8.6,9,17,20.3,14.1,38,40.7,4.2,8.6,0.000200582,60.24344569
0500000US19071,21.9,23.6,46.4,47.4,52.6,93.5,0.6,0.2,3.2,50.7,49.3,1.6,21.1,37.5,7.6,73750,3.9,19071,IA,31.6,38.6,10.7,10,8,8.1,15.2,20.1,12.7,38.4,39.9,3.9,6.9,0.000148611,100
0500000US19073,21.1,24.4,44.8,44.7,55.3,93.8,0.1,0.6,3.3,50.6,49.4,1.6,19.8,45.4,10.4,59159,3.4,19073,IA,31.6,38.6,10.7,10.1,8.3,8.6,16.5,20.4,13.1,37.8,35.8,4.1,8.6,0.000568505,58.16195373
0500000US19075,23.6,20.8,41.5,46.5,53.5,96.1,0.7,0.5,1.5,49.7,50.3,0.7,24.7,29.8,6.4,83617,2.6,19075,IA,28.4,35.4,10.2,9.7,6.9,6.8,13.9,19.6,11.1,36.9,37.5,3.4,-999,0.000327413,100
0500000US19077,21.4,23.5,46.5,46.6,53.4,93.9,0.5,0.4,2.9,49.9,50.1,1.2,24.3,39.2,9.3,79981,3.4,19077,IA,29.7,37.8,10.6,9.8,7.7,7.6,14.6,19.2,12.4,38.9,37.2,3.8,9,0.000279408,100
0500000US19079,23.4,21.3,42.2,46.6,53.4,87.4,1.2,1.9,9.7,50.6,49.4,2.8,22,34,8,71750,4.3,19079,IA,28.8,36.9,10,9.8,7.3,7.3,14.7,19.5,12.1,36,36.5,3.6,9.2,0.000339766,50.48172016
0500000US19081,21.3,23.9,44.6,45.6,54.4,93.7,0.9,0.6,5.8,51.2,48.8,1.6,21.4,56.9,12.1,70212,4.7,19081,IA,31,38,10.4,9.8,7.9,8.1,15.5,20.2,12.6,38.3,42.2,3.9,8.8,9.52E-05,70.0202804
0500000US19083,19.2,23,45.2,45.4,54.6,92.1,1,1,5.1,50.4,49.6,1.4,21.2,36.4,8.6,64906,4.9,19083,IA,30.1,38.5,10.3,10,7.9,8.3,16.2,20.1,12.9,37.2,38.9,4,9,0.000301659,71.08474963
0500000US19085,23.1,19.7,41.9,47.6,52.4,96.2,0.1,0.3,2.1,50.9,49.1,1.9,21.2,45.7,7.5,77027,4.2,19085,IA,29.3,37,9.9,9.9,7.4,7.8,15.8,20.2,12.5,38.2,35.2,3.7,8.7,0.000358989,81.11602358
0500000US19087,21,19.4,40.5,45.8,54.2,88,2.7,1.1,5.4,52.8,47.2,3.1,22.5,35.9,12.1,64604,4.5,19087,IA,28.6,37.3,9.5,9.7,7.5,7.8,16.1,20.1,12.5,36.7,38.8,3.7,8,0.000710768,57.13080169
0500000US19089,25.6,20.4,39.3,47,53,93.8,0.1,0.4,3,50.2,49.8,4.9,18.7,29.4,8.4,67336,9.6,19089,IA,29.6,37.2,9.9,10,7.7,8.3,16.6,20.4,12.4,37.3,38,3.8,8.4,0.0005449,62.99393686
0500000US19091,23.7,21.4,41.8,47,53,91.9,0.3,0.8,5.1,50,50,2.9,19.3,27.5,13.7,66994,6,19091,IA,30.9,38.8,10.2,10.1,8.3,8.7,16.8,20.1,13.2,37.7,41.4,4.1,8.2,0.000105563,46.58176261
0500000US19093,24.5,22.1,42.3,45.9,54.1,94.2,0.9,0.4,3.9,50.3,49.7,1.1,20.7,41.9,10.4,62841,5.5,19093,IA,30,37.4,10.2,10,7.9,8.2,16,20.1,12.4,37.7,41,3.9,9.2,0.000292697,100
0500000US19095,23.5,19.5,42.2,46.6,53.4,94.9,0.6,0.2,3.3,51.1,48.9,1.8,24.2,36.8,9.2,72185,2.4,19095,IA,28.4,36.8,9.9,9.9,7.1,7.3,14.8,20.2,11.7,37.9,43.4,3.5,9.4,0.000743587,82.18281871
0500000US19097,22.2,21.7,44.2,46.6,53.4,95.9,0.8,0.4,1.5,50.5,49.5,2.2,18.4,30.3,10.3,71605,5.4,19097,IA,31,38.5,10.2,10.1,7.9,8.4,16.3,20.6,12.7,38.4,40.3,3.9,8.4,0.000312419,53.26985087
0500000US19099,22.1,19.4,41.4,45.7,54.3,92.8,1.6,0.6,2.9,52.3,47.7,2.1,19.9,48.9,8.2,70128,4.1,19099,IA,28.3,36.8,9.3,10,7.1,7.6,16.5,20.4,11.9,36.4,38.3,3.6,8.8,0.00040379,57.50773574
0500000US19101,17.1,25.7,43.5,48.2,51.8,84.6,5.9,4.6,4,51.5,48.5,1.7,41.6,35.6,14.6,56824,7.2,19101,IA,30.1,39.1,10.6,9.6,8.3,8.1,14,19,13.2,38.1,39.6,4,8.1,0.000654058,38.72825506
0500000US19103,19.5,12.9,30.8,45,55,77.6,7.6,5.8,6.7,49.7,50.3,1.7,54.6,20.4,16.7,74721,5.1,19103,IA,19.8,28.1,6.7,9.8,4.8,5,10.9,21,8.8,29.2,30.4,2.5,9,0.001944842,18.53654437
0500000US19105,20.9,21.1,43,47.9,52.1,92.4,2,0.6,2.5,52.6,47.4,1.4,20.7,44.6,10.4,73071,2.7,19105,IA,28.8,36.4,9.7,9.8,7.4,7.7,16,19.8,11.9,36.7,39.7,3.7,8.7,0.000339526,57.95619731
0500000US19107,22.7,21.9,42.8,47.9,52.1,95.9,0.7,0,2.2,51.4,48.6,1.4,15.9,48.4,12,60856,3.3,19107,IA,30.8,39.6,10.1,10.2,8.2,8.9,17.6,21.1,13.4,37.5,41.4,4.1,8.1,9.92E-05,100
0500000US19109,22.3,25,45,46.4,53.6,93.1,0.6,0.4,4.2,50.8,49.2,1.3,22.2,33.5,9.6,65656,3.9,19109,IA,31.1,38,11,9.8,8.4,8.2,14.9,19.8,13.1,37.8,38.2,4.1,8.6,0.000476839,65.64369813
0500000US19111,21.3,21.7,43.7,44.5,55.5,91.6,2.8,0.4,3.4,50,50,1.9,21,38.3,13,59803,4.7,19111,IA,31.2,37.7,10,10.2,8,8.6,17.5,20.2,12.9,38.1,37.6,4,7.5,0.000567503,40.61680888
0500000US19113,22.8,16.9,38.5,44.7,55.3,84.6,5.8,2.3,4,49.4,50.6,1.3,34.8,34.1,9.9,76421,3.8,19113,IA,26.5,31.3,8.7,10.3,6.2,6.5,13.5,23.1,11.2,34.1,35.4,3.1,8.6,0.000618817,12.74795716
0500000US19115,22.4,19.8,41.8,46.9,53.1,82.5,0.6,1.9,16.2,51.2,48.8,4.7,16.5,29.9,9.9,80223,5.1,19115,IA,29,36.3,9.2,9.8,7.4,7.7,15.7,19.6,12.8,37.3,40.2,3.7,9.4,9.08E-05,100
0500000US19117,23,21.6,43.3,48,52,96,0.2,0.8,2.8,51.6,48.4,3.1,14.5,35.4,16.5,67921,7.9,19117,IA,32,39.7,10.1,10.3,8.7,9.6,18.4,21.1,13.9,38.4,39.8,4.3,7.8,0.000821789,56.24859519
0500000US19119,28.6,18.9,38.1,45,55,94.6,0.3,0.4,3.5,51.1,48.9,2.6,20.8,42.7,5.3,72881,4.4,19119,IA,29.1,37.3,9.9,10.3,7.2,7.3,16,21,11.8,37.6,42.2,3.5,9.7,0.000340252,100
0500000US19121,24.9,18.1,41,50,50,95.7,1.3,0.3,2.2,51,49,2.2,25.5,25.3,6.8,89542,4.9,19121,IA,26.9,33.5,9.2,9.8,6.2,6.4,14.2,20.3,10.5,36.2,37.2,3.1,9.2,0.000544761,67.83595893
0500000US19123,23.9,19,39.1,46.6,53.4,93.2,1.5,1.2,2.4,51.1,48.9,2,23,35.1,11.9,69019,4.7,19123,IA,28.6,36,9.2,10.1,7.2,7.8,16.3,21.1,11.7,36.1,38.6,3.6,8.1,0.000670541,43.9479916
0500000US19125,23.4,18.9,39.7,44.7,55.3,94.8,0.5,1.3,2.2,50.2,49.8,2,33.1,25.5,7.1,78059,2.5,19125,IA,27.3,34.5,9.7,9.6,6.5,6.4,13.3,21,10.5,35.1,39.4,3.2,9,0.000904486,48.68954337
0500000US19127,25.3,18.5,38.7,46.1,53.9,74.6,1.9,4.3,23.8,50.8,49.2,7.4,21.4,39.9,11.1,72785,5.4,19127,IA,26.7,34.7,8.5,9.5,7.1,7.2,15.2,19.4,12.7,36.4,44.1,3.6,8.1,0.000455754,33.92540838
0500000US19129,23.1,19.9,42.6,47.2,52.8,94.4,0.4,0.4,3.6,49.7,50.3,1.4,32,34.2,6.9,87810,2.6,19129,IA,28.4,35.9,9.9,9.8,6.7,6.7,13.8,19.7,11.3,38.1,39.2,3.3,9.1,0.000541785,59.57234876
0500000US19131,24,21.4,42.2,46.2,53.8,96.8,0.4,0.6,2,49.7,50.3,3.6,22.7,35.5,6.9,68704,7.3,19131,IA,30.1,37.8,10.3,9.9,7.8,7.9,15.3,19.4,12.2,37.3,40.1,3.8,8.7,0.00028177,67.1956199
0500000US19133,22.4,23.8,44.7,45.4,54.6,94.3,0.2,0,2.5,48.4,51.6,1.8,18.7,27.1,11.2,62944,3.3,19133,IA,31.7,39.5,10.5,10.1,8.3,8.8,16.3,20.6,13.1,37.2,42.2,4.1,8.3,0.000930449,71.1998269
0500000US19135,23.1,19.8,42.1,47.1,52.9,95.3,0.2,0.8,0.8,50.3,49.7,1.3,20,35.5,9.2,72518,2.5,19135,IA,28.9,36.7,9.7,10,7.2,7.5,15.5,20.5,11.7,37.5,38.2,3.6,8.7,0.000514801,55.16938519
0500000US19137,22.6,22.8,43.8,44.9,55.1,93.3,0.6,0.6,1.7,49,51,2.7,18.7,44.8,12,63190,2.6,19137,IA,30.5,38.7,10.2,10.2,8.1,8.6,16.5,20.5,12.9,37.3,39.5,4.1,8.2,0.000603926,47.88640596
0500000US19139,24.2,17.6,39.1,45.9,54.1,82.1,2.9,0.6,18.4,50.2,49.8,3.1,22.7,49.9,11.6,69512,4,19139,IA,27.6,35.4,8.7,9.8,7,7.4,15.9,19.4,12.3,35.1,41.4,3.5,8.8,0.000424588,25.55152649
0500000US19141,24.4,21.1,39.8,44.7,55.3,89.9,1.3,0.6,7.2,49.9,50.1,2.6,22.5,36.4,13.8,68216,3.6,19141,IA,29.4,36.9,9.7,10.1,7.9,8.4,16.4,21,12.4,36.6,38.8,3.9,8.8,0.000584838,66.27309349
0500000US19143,23.5,22,43.5,46.8,53.2,89.7,0.8,0.9,10.1,52.9,47.1,7.3,15.4,41.6,16.3,69138,7.7,19143,IA,31.1,39.4,10.3,10,8.8,9.3,17.1,20.1,14,38.6,39.5,4.4,8.5,0.000334057,58.37202105
0500000US19145,19.2,23.8,45,46.7,53.3,92.6,1.8,0.7,3.3,53,47,2.1,18.8,40,13.4,57752,4.8,19145,IA,31.2,40.8,10,10,8.5,9.1,18,20.1,13.6,37.6,42.9,4.3,8.6,0.000464407,33.35425559
0500000US19147,23.4,21.9,41.5,44.6,55.4,92.6,1.7,0.6,3.3,50.2,49.8,2.5,20.5,33.6,11.7,68963,5,19147,IA,29.4,37.3,10.2,9.9,7.7,7.8,15.1,20,12.1,36.9,40,3.8,8.7,0.000452233,61.49028766
0500000US19149,24.9,19.3,41.1,46.4,53.6,90.5,2.4,0.5,6.1,50.9,49.1,2.5,23.9,27.2,6.8,81600,5.6,19149,IA,27.7,35,9.5,9.7,6.8,6.8,14.5,18.9,11.2,35.6,39.4,3.3,9.3,0.000555137,62.93924598
0500000US19151,23,23.4,43.9,46.4,53.6,91.7,1.1,0,5.4,49.9,50.1,1.5,18.7,30.2,8.7,63423,7.1,19151,IA,31.3,38.7,10.8,10,8.4,8.6,15.9,19.6,13.3,38.9,36.2,4.2,8.4,0.000302709,100
0500000US19153,24.6,13.7,36.2,44.2,55.8,77.8,7.5,5,10,49.7,50.3,3.8,39.5,33,10.1,81621,4.9,19153,IA,25.2,31.2,7.4,9.8,5.5,5.8,13.3,21.6,10.1,34.4,37,2.8,8.7,0.000969084,4.90874048
0500000US19155,23.2,18.4,40.1,45.7,54.3,89,1.8,0.9,8.7,49.8,50.2,2.7,23.5,43,10.9,71446,4.8,19155,IA,27.3,35.3,9,10.4,7,7.8,17,21.9,11.7,36.9,39.1,3.6,8.1,0.000450026,26.41963116
0500000US19157,19.5,21,40.8,44.9,55.1,91.6,1.3,2.1,3.3,48.7,51.3,2,28.2,35.8,11.1,64837,3.6,19157,IA,28,35.2,9.4,9.9,7.2,7.5,14.7,21.6,11.4,36,40.5,3.6,9,0.000924868,51.99323253
0500000US19159,23.2,23.1,44.6,46.3,53.7,95.9,0.2,0,2,49.4,50.6,2.8,25.2,22.1,9,69821,7.9,19159,IA,30.4,37.9,10.6,9.9,7.7,7.7,14.8,20.5,12.2,37.8,42.7,3.8,8.9,0.00124974,100
0500000US19161,22.3,23.9,45.3,46.9,53.1,95,0.6,0.9,4.1,50.9,49.1,2.8,21.2,37.5,7.9,70991,5.2,19161,IA,31.5,37.9,10.7,9.9,8.1,8.1,15.1,19.8,12.5,38.1,41.3,3.9,9.1,0.000624805,100
0500000US19163,23.4,17.1,39,45.7,54.3,80.7,7.1,2.9,7.2,49.4,50.6,2.1,36.2,32.4,11.6,76363,5.4,19163,IA,28.8,32.8,8.7,10.5,6.3,6.7,14,20.5,11,34.9,40.6,3.3,8.7,0.00097566,13.51074904
0500000US19165,22.8,23.2,45.1,47,53,93.2,0.5,0,3.7,49.5,50.5,1.4,23.3,23,8.5,67690,3.2,19165,IA,31.4,37.4,10.7,10,7.9,7.9,15.2,19.9,12.5,38.5,37.8,3.9,8.9,0.000524934,59.44768636
0500000US19167,27.4,15.9,34,45.1,54.9,87.8,0.6,0.6,13.8,50.2,49.8,4.9,30.4,23,6.4,84736,5.7,19167,IA,23.2,32.5,8.5,9.6,5.9,6,12.9,20.3,9.8,35,33,2.9,10,0.000827555,50.82482791
0500000US19169,16.4,13,27,46.2,53.8,82.8,2.7,6.8,5,52.2,47.8,0.7,53.3,16.8,18.6,69006,4.6,19169,IA,18.9,26.4,6.4,9.7,4.7,4.8,11.1,21.5,8.1,31,30.8,2.3,8.3,0.000651486,16.93506958
0500000US19171,24,20.4,41.8,47.6,52.4,81.5,1.2,0.6,11.3,50.6,49.4,3.2,19.4,46.5,15.4,67955,7,19171,IA,30.2,37.7,9.7,10.2,8.2,8.8,17.4,20.2,13.6,37.3,40.2,4.1,8.5,0.000178561,72.39826645
0500000US19173,23.5,22.6,43.6,47.8,52.2,92.1,0.1,0.1,7.8,49.8,50.2,3.2,15.5,40.3,10.4,67279,5.2,19173,IA,30.7,39.1,10,9.8,8,8.3,16.3,20.6,12.9,38.6,39.7,4,9.4,0.000492449,100
0500000US19175,23.7,20.5,40.6,45.4,54.6,94.2,0.5,0,3.5,48.7,51.3,1.7,24.1,32.1,12.6,56813,7.9,19175,IA,28.9,37.2,9.7,10.1,7.4,7.9,15.8,20.6,12.1,37.1,37.2,3.7,8.2,0.000822571,39.22929631
0500000US19177,23.2,23.2,44.8,47.3,52.7,95.8,0.2,0.2,1.7,51.1,48.9,8.1,19.4,20.6,12.2,60183,12.2,19177,IA,32.1,40.2,10.4,10.5,8.8,9.8,18.5,21.2,13.9,38.2,39.5,4.4,8,0.000990239,100
0500000US19179,23.7,18,39.9,45.4,54.6,82.7,3.4,1.5,12.6,50.8,49.2,5.7,19.4,43.1,16.7,60034,7.2,19179,IA,28.6,35.8,8.6,10.3,7.6,8.6,18,20.4,13.5,37.6,41.7,3.9,6.2,0.00054309,30.46736842
0500000US19181,24.6,16.5,38.7,45.9,54.1,93.8,0.7,0.7,3.5,49.7,50.3,0.8,32.7,31.3,5.4,92990,2.2,19181,IA,26,32.3,8.9,9.7,5.6,5.7,12.6,20.5,9.7,35.5,38.7,2.8,9.2,0.000554865,41.9556517
0500000US19183,24.6,19.8,40.3,45.4,54.6,91.3,0.6,0.5,7.4,49.7,50.3,3.4,24.9,39.4,8.5,71339,7.2,19183,IA,29.1,37.3,9.7,9.8,7.3,7.6,15.1,20.7,12,37,38.6,3.6,9.1,0.000682066,69.46185035
0500000US19185,26.3,22.4,42,48.4,51.6,94.6,0.4,0.4,1.3,50.2,49.8,7.1,16,39.4,15,59118,12.5,19185,IA,31.7,38.8,10.4,10.2,8.6,9.1,17.2,20.7,13.1,38.5,40.6,4.3,7.2,0.000467654,100
0500000US19187,21.4,19.7,39.8,45.3,54.7,86.9,3.2,1.2,6,52.3,47.7,1.8,20.5,35.1,11.7,68054,7.5,19187,IA,28,36.9,9.1,10.1,7.1,7.7,16,20.5,11.8,35.1,41.2,3.6,7.5,0.00047309,33.91208271
0500000US19189,21.7,21.6,41.7,45.6,54.4,90.8,0.9,3.2,5.8,50.8,49.2,1.3,25.1,35.8,9.8,63719,4.5,19189,IA,28.7,36.4,9.8,9.9,7.2,7.4,14.3,20.3,11.6,36.6,38.4,3.6,9,0.000291914,66.12368857
0500000US19191,19,22.6,42.2,48.7,51.3,94.4,0.7,0.6,3,50.6,49.4,2.3,31.5,13.6,7.9,75652,2.9,19191,IA,27.4,34.1,10.1,9.6,7,6.6,12.4,19.2,10.7,35.7,34.7,3.4,9.2,0.001107643,58.98081307
0500000US19193,25.9,15.5,36.2,45.9,54.1,74.1,4.6,2.5,18.4,50.2,49.8,6.7,23.4,35.3,13.3,70147,6.5,19193,IA,24.7,34.5,7.6,9.8,6.6,7.3,16.1,20,12.1,34.1,39.1,3.4,8.6,0.000688398,17.45683749
0500000US19195,20.6,22.4,44.3,48.5,51.5,94.7,0.9,0.6,3.4,51.9,48.1,1.5,20.1,33.7,7.3,76875,6.6,19195,IA,30.7,38.1,10.3,9.8,7.7,7.8,15.5,20,12.4,38.5,40.5,3.8,9.2,0.000135888,100
0500000US19197,26.1,22.1,39.8,45.2,54.8,83.6,0.2,0.6,18.7,49.9,50.1,2,23.5,30.3,14.8,64033,5.4,19197,IA,30.3,38.4,10.1,9.9,8.6,8.7,16,19.5,13.9,38.5,40.7,4.2,8.7,0.000402706,56.79945574
0500000US20001,22.2,20.8,41.3,42.9,57.1,91.1,1.9,0.7,4.1,49.3,50.7,1.7,21.3,44.8,13.1,57618,9.6,20001,KS,29.8,36.5,9.5,10.3,7.8,8.5,16.5,22.6,12.5,37.4,37.4,3.9,7.7,0.000645213,57.15354125
0500000US20003,26.4,20.7,40.4,46.5,53.5,92.1,0.9,0,1.6,48.1,51.9,7.6,15.8,51.8,10.9,64925,10.7,20003,KS,30.9,39.2,9.7,10.3,8.4,9.3,18.1,21.5,13.1,39.5,40.1,4.2,7.9,0.000377406,58.82498149
0500000US20005,22.1,17.7,36.4,44.3,55.7,87.5,4.3,0.7,3.6,48.7,51.3,2.1,22.9,43.2,12.8,62164,8.7,20005,KS,26.9,34.8,8.3,10.4,6.9,7.6,15.3,21.7,11.2,35.2,37,3.4,7.4,0.00043709,34.15268258
0500000US20007,24.9,23.2,42.6,49.8,50.2,92.8,0.2,0.5,6.1,51.9,48.1,1.3,27.1,73.5,17.6,57615,6.9,20007,KS,32.5,40.9,10.6,10.1,8.9,9.4,16.4,20.6,13.8,40.7,38.6,4.3,7.7,0.000458926,100
0500000US20009,24.3,20.6,38.8,44.5,55.5,83.6,0.7,0.4,16.4,49,51,3.6,21.7,40.5,14.7,56733,11.3,20009,KS,30.2,38.3,9.2,10.1,8.2,9,16.3,20.4,13.4,39.2,38.8,4,7.2,0.000545639,31.75543832
0500000US20011,25,19.4,38.8,44.1,55.9,90.5,2.2,0.6,3,48.8,51.2,2.9,24.3,24.4,11.8,67555,7.8,20011,KS,30.7,38.2,9.2,10.4,7.9,8.9,16.9,21.7,12.7,38.8,36.7,4,7.1,0.000554209,47.9667831
0500000US20013,25.3,21.5,42,46.4,53.6,83.3,1.4,0.3,4.4,49.6,50.4,1.2,18.3,36.3,14.2,58886,10.2,20013,KS,32.2,40.4,9.9,10.5,8.4,9,17.7,21,13.5,39,39.6,4.2,6.9,0.000949167,68.43950321
0500000US20015,25,15.9,38.3,46.7,53.3,88.3,2.2,1.6,5.6,50.8,49.2,1.6,32.6,36.3,9,80375,6.3,20015,KS,26.5,34.5,8.4,10.2,6.2,6.6,14.4,21.2,10.7,36.8,39,3.1,8,0.000746358,40.47358834
0500000US20017,21,24,44.5,48.7,51.3,89,1.2,0.6,8.1,51.6,48.4,2.6,29.3,37.3,10.5,54518,7.5,20017,KS,31.6,40,10.2,10,8.9,9.3,16.4,20.3,13.9,39.3,38.2,4.3,5.7,-999,100
0500000US20019,22.4,23.9,45.3,47.9,52.1,83.3,0.9,0.4,4.8,53.2,46.8,4.2,18.3,34,16.9,54592,12.7,20019,KS,33.5,42.6,10.4,10.6,10.1,10.9,19.1,21.1,15.2,40.1,40.4,5,5.8,-999,100
0500000US20021,22.7,19.7,42,46.9,53.1,87.6,0.8,0.6,2.8,49.4,50.6,2.6,20.1,45.1,13.1,58274,10,20021,KS,31.6,38.8,9.3,10.8,8.5,9.7,18.9,22.5,13.4,39,43.8,4.3,6.3,0.000203242,49.06263019
0500000US20023,23.2,25.5,39.8,47,53,88.6,0,0,9.1,52.4,47.6,4,21.6,42.1,17.4,55765,15.1,20023,KS,33.1,41.5,10.6,10.1,9.8,10.3,17.7,20.9,14.8,40.2,38,4.7,8,0.000384615,100
0500000US20025,24.5,23.8,46.5,51.7,48.3,85.3,0,1.9,6.4,50.8,49.2,2.5,31,30.4,9.4,65515,5.9,20025,KS,29.7,37.8,9.9,9.9,7.7,7.6,13.9,19.8,12.1,38.1,36.8,3.7,5.4,0.002547122,100
0500000US20027,23.1,24.6,43.1,46.1,53.9,94.3,2.3,0.6,3.3,50.3,49.7,2.6,23.4,26.4,12.9,63136,6.6,20027,KS,31.9,39.9,10.4,10.1,8.4,8.8,16.5,21.5,12.8,38.7,39.6,4.1,7.9,0.001370717,49.53719977
0500000US20029,23.8,21,39.4,44,56,92.1,0.8,0.1,3.7,51.4,48.6,1.5,22.4,42.1,10.2,57333,9.9,20029,KS,29.8,38.6,9.6,10.2,7.7,8.4,15.9,21.9,12.3,37.2,41.4,3.8,7.3,0.00057857,43.98405539
0500000US20031,21.5,22,44,47.1,52.9,93.7,0.5,1,3.4,49.8,50.2,3.3,21.2,30.5,9.6,67377,11.6,20031,KS,31.3,38.5,10.1,10.2,8.1,8.5,16.2,20.8,12.7,38.4,36.9,3.9,6.8,0.000858053,70.89873271
0500000US20033,18.3,28.9,50.8,40.5,59.5,96.5,0.3,0,1.8,48.5,51.5,1.2,19.2,36.2,11.2,49417,9.1,20033,KS,32.7,40.2,10.9,10.1,8.6,8.7,15.1,20.8,13.3,40.6,39.2,4.2,8.3,0.001183432,100
0500000US20035,23.7,18.8,38.1,45.8,54.2,82.6,2.3,1.9,11.9,50.9,49.1,2.7,24.3,24.7,13.9,58263,8.2,20035,KS,29.4,37.6,8.6,10.2,7.4,8,15.7,21.5,12.8,39.2,40.9,3.7,7.3,0.000433176,30.99887087
0500000US20037,22.2,15.6,33.8,43.3,56.7,88.5,2.2,1.7,7.1,50.4,49.6,2.4,32,30.1,20.8,50311,11.4,20037,KS,26.5,35.1,7.8,10.5,6.9,7.9,16.4,22.6,11.2,36.1,36.8,3.5,6.6,0.000748774,34.9287065
0500000US20039,19.9,29.3,52.1,46.3,53.7,92.7,1.7,0.3,4.1,52.1,47.9,1.3,27.8,40.7,13,52030,7.2,20039,KS,33,40.2,11.7,9.8,8.9,8.5,14.1,19.4,13.4,41.1,36.6,4.2,7.1,-999,100
0500000US20041,22.9,20.7,42.1,47.3,52.7,91.8,0.3,0.3,5.4,50,50,2.4,21.9,32.8,8.8,67982,8.2,20041,KS,30.1,37.1,9.9,10.1,7.5,7.8,15,20.7,11.9,38.2,39.5,3.7,8.2,0.000437972,64.29077655
0500000US20043,20.4,19.4,41.3,48.5,51.5,90.7,3.1,0.1,3.2,51.4,48.6,2,21.5,28.6,9.8,72833,7.4,20043,KS,28.5,35.9,9.1,10.2,7.1,7.5,15.3,21.3,11.5,36.8,37.5,3.5,7.6,0.000400213,70.19509125
0500000US20045,17.8,13.3,31.3,45.1,54.9,79.2,4.2,4.6,7.1,49.8,50.2,1.6,52,22.6,15.2,68756,7.8,20045,KS,21,26.6,6.7,10.1,4.8,5.3,11.6,24.5,8.4,31.2,30.5,2.5,7.9,0.000938546,11.01275874
0500000US20047,23.2,22.3,44.3,50.1,49.9,83,0.1,0.5,22,52.1,47.9,6.2,20.7,32.9,16.4,53792,9.6,20047,KS,30.6,39.9,9.4,10,8.6,8.8,16.7,19.8,14.3,38.9,39.9,4.2,8.7,-999,100
0500000US20049,23.2,28.2,49.6,49,51,90.8,0.1,0.4,4.5,50.4,49.6,2,20.6,27.3,16.7,56087,8.9,20049,KS,35.5,43.7,11.2,10.4,10.3,11.1,18.4,21.1,15.8,42.1,40.5,5,6.2,0.000398883,100
0500000US20051,20.3,15.5,32.5,47,53,90.1,1.8,1.5,7.1,50.1,49.9,1.1,39.5,16.9,17.7,59889,7.2,20051,KS,24.2,31.7,7.6,9.9,6.1,6.6,13.1,20.7,9.8,33.1,36.5,3,8,0.000662691,25.55883593
