GEOID,under_18,over_65,median_age,male_over65,female_over65,white,black,asian,hispanic,male,female,less_than_9th,bach,high_school,poverty,median_income,uninsured,CountyFIPS,StateAbbr,per_arthritis,per_HighBP,per_cancer,per_asthma,per_heartDisease,per_copd,per_smoking,per_depression,per_diabetes,per_highChol,per_obesity,per_stroke,Food_Environment_Index,primCare100k,per_rural
0500000US01001,23.5,16,39.2,43.7,56.3,73.6,20,1,3.7,48.4,51.6,1.5,28.3,39.7,10.7,69841,7.4,1001,AL,30,42,8.3,10,6.7,7.4,14.5,25.1,13.3,41.3,39.8,3.7,6.6,0.000445276,42.00216232
0500000US01003,21.3,21.4,43.7,46.4,53.6,82.8,8,0.9,5.6,48.9,51.1,2.1,32.8,40.2,10.5,75019,8.2,1003,AL,32.9,43.8,10.2,9.3,7.5,7.5,13,22.5,13.4,42.8,35.2,3.8,7.5,0.000654202,42.27909911
0500000US01005,20.9,19.7,40.7,43.4,56.6,44,46.9,0.5,6,52.1,47.9,6.9,11.5,43.5,21.9,44290,10.8,1005,AL,34.2,50.2,7.8,10.8,9.5,11.1,20.2,22.1,19.6,43,46.8,5.8,5.8,0.000325349,67.7896347
0500000US01007,20.1,17,41.3,43.8,56.2,75.1,20.7,0.2,3.4,53.4,46.6,6.5,11.5,49,20.5,51215,8.3,1007,AL,32.3,46.3,8.3,10.4,8.5,10.2,19.7,24.4,16.2,42.4,43.9,4.7,7.4,0.000632454,68.35260746
0500000US01009,23.2,18.6,40.9,44.8,55.2,89.5,1.3,0.1,10.1,50.5,49.5,6.3,15.6,43,14.1,61096,10.2,1009,AL,31.8,41.2,9.3,9.9,8,9.1,16.6,24.8,13.8,42.2,36.1,4.1,7.8,0.000207329,89.95150204
0500000US01011,20.7,17.9,40.4,44,56,22.9,71.2,0.5,5.7,54.7,45.3,9.4,9,40.5,25.7,36723,12.9,1011,AL,35.3,56.6,6.3,11.5,10.7,13,24.7,21.1,24.6,43.2,51.3,7.3,4.3,0.000300722,51.37438153
0500000US01013,22.4,21.4,42.2,41.7,58.3,51.2,44.7,1.3,1.6,46,54,4.5,13.8,51.1,21,44881,12.3,1013,AL,35.2,51,8.4,10.9,9.1,10.3,18.3,22.5,18.9,43.4,40.4,5.5,6.8,0.000205086,71.23215735
0500000US01015,21.4,18,39,42.7,57.3,71,22,0.8,4.4,48.3,51.7,4.3,20.5,38.1,17.5,55826,11.1,1015,AL,31.6,44.8,8.2,10.6,7.7,8.9,16.3,24.6,14.8,40.4,38.6,4.2,6,0.000599283,33.69682556
0500000US01017,20.7,20,41.5,42.1,57.9,55.4,39.8,0.6,3.7,46.7,53.3,5.9,14.6,37.7,15.5,49295,12.2,1017,AL,34.2,48.7,8.4,10.7,8.6,9.9,17.7,22.7,17.9,41.8,41.5,5.2,6.9,0.000425985,49.14803449
0500000US01019,18.8,23.8,47.4,48,52,91.3,3.8,0.2,1.7,49.3,50.7,5.3,15.9,48.2,14.5,50769,9,1019,AL,35.9,45.9,10.6,10.2,9.6,10.7,17.5,25,16,45.9,39.5,4.8,7.4,0.000380315,85.73627304
0500000US01021,24.1,16.9,39.5,44.4,55.6,80.9,9.2,0.5,9.9,48.9,51.1,5.7,15.2,52.3,13.6,61873,10.1,1021,AL,31.4,43.1,8.6,10,7.6,8.8,16.9,24.5,14.1,43.3,40,4,7.1,0.00022524,86.74472424
0500000US01023,19.9,23.8,47,43.2,56.8,56.7,38.2,0.2,1.1,46.9,53.1,5.9,13.9,45.4,19.5,44483,8.2,1023,AL,38.4,52.7,9.1,10.9,10,11.1,18.2,23.3,20.1,45.3,44.4,6,6.1,0.000402641,100
0500000US01025,21.7,20.6,42.5,44,56,51.5,45.4,0.3,1.1,47.3,52.7,4.2,15.4,44.6,20.5,49167,8.2,1025,AL,34.7,49.5,8.3,10.8,8.7,9.7,17.7,22.6,18.4,42,43.9,5.3,5.1,0.000472285,75.98033523
0500000US01027,20.7,20.5,43.8,43.4,56.6,80.5,13,0.3,3.2,48.2,51.8,5.6,15.2,31.9,16.5,51852,8.4,1027,AL,35.3,47.6,9.7,10.4,9.3,10.6,18.2,24.4,16.5,44.5,42.5,4.9,7.5,0.000305064,100
0500000US01029,21.8,20.4,42.3,47.2,52.8,92.8,3.9,0.1,2,50.2,49.8,4.3,18.2,44.4,13.2,53319,9.3,1029,AL,33.1,42.9,9.7,10,8.4,9.8,17.8,25.5,14.6,43.2,37.4,4.3,7.3,0.000267255,100
0500000US01031,24.1,17.1,38.8,44.6,55.4,71.5,16.6,0.9,9.4,49.7,50.3,4.5,21.5,39.3,17.6,64672,10.5,1031,AL,31,43.5,8.4,10.2,7.6,8.6,16.6,24.3,14.8,40.4,41,4.2,6.9,0.00046966,47.19508289
0500000US01033,21.4,20.1,42.3,43.4,56.6,78,15.8,0.4,3.3,48.2,51.8,3.1,20.3,42.8,16.9,56736,7.4,1033,AL,33.2,44.3,9.2,10.3,8,8.9,16.2,24.5,15,42.7,37.5,4.3,6.7,0.000631644,43.89468656
0500000US01035,20.2,24.3,46.3,45.5,54.5,50.2,45.8,0.2,0.9,46.4,53.6,2.4,13.1,66,27.6,42266,8.2,1035,AL,38.6,54.7,9,11,11.1,12.6,20.5,22.3,22.1,45,46.4,6.7,6.2,0.000421905,80.94950106
0500000US01037,16.9,24.8,50.3,48.4,51.6,64.6,29.7,0,2.4,51.2,48.8,4.4,14.9,37.8,11.6,57063,7.4,1037,AL,36.9,50.2,9.8,10.3,9.8,10.6,17.8,22.2,18.6,44.8,41.9,5.5,7.2,-999,100
0500000US01039,22.1,21.9,42.8,43.8,56.2,83.2,11.7,0.4,1.9,48.3,51.7,3.9,17.2,42.2,18,50886,10.3,1039,AL,34.2,46.4,9.9,10.2,9.2,10.4,17.6,24.3,16.3,44.5,37.9,4.9,6.9,0.000541565,69.65179399
0500000US01041,22.9,19.9,42.4,43.9,56.1,70.6,23.4,1.2,1.8,48.4,51.6,6.1,16.8,54.2,16.2,49040,9.2,1041,AL,33.5,46.6,8.7,10.5,8.5,9.9,18.1,23.8,16.6,42.5,40.5,4.8,6.4,0.000146188,100
0500000US01043,22.5,18.9,41.1,44.7,55.3,91,1.1,0.6,4.9,49.5,50.5,4.4,19.1,36.5,13.9,60916,10.7,1043,AL,32.5,42.3,9.5,9.8,7.9,9,16.6,25.4,13.4,41.5,36.4,4,7.5,0.000567947,73.23955924
0500000US01045,23.3,18,38,45.8,54.2,68.6,21.2,1.3,6.9,49.3,50.7,4.7,19.3,40,18.7,53955,10.9,1045,AL,31.8,44.3,8.4,10.3,8.1,9.2,17.5,24.8,15.8,42.1,41.3,4.4,6.5,0.000265528,50.88853953
0500000US01047,23.8,19.8,40.3,42.8,57.2,27.2,70.5,0.6,0.9,46.4,53.6,3,17,51.5,29,36810,9.3,1047,AL,35.3,55.2,7.3,11.6,9.6,11.2,19.5,20.3,22.4,44.1,46.3,6.6,5.8,0.000803369,45.63897764
0500000US01049,24.2,17.4,39.6,45.8,54.2,81.3,1.3,0.2,16.7,50,50,10.3,13.9,42.9,20.4,51149,15,1049,AL,32.5,44.5,8.8,10.1,8.9,10.8,19.6,26.3,15.7,42.6,38.6,4.6,-999,0.000446566,90.1306445
0500000US01051,21.7,16.1,38.9,44.8,55.2,73.3,21.1,0.7,3.3,48.7,51.3,3.1,24.4,45.6,10.3,75553,7.7,1051,AL,29.5,41.6,8.3,10,6.7,7.5,15.1,23,13,40.6,38.9,3.7,7.8,0.000231262,54.18836614
0500000US01053,22.8,18.8,40.5,42.3,57.7,61,30.7,0.3,2.3,50,50,5.1,12.5,43.7,21.2,44447,11.3,1053,AL,34.1,48.6,8.2,10.9,9.5,11.4,21.2,24,18.5,42.8,43.9,5.5,6.6,0.000330752,63.51157389
0500000US01055,21.8,19.5,41.8,44.2,55.8,77.3,15,0.7,5,48.4,51.6,4.7,17.5,38.6,17.1,53070,12.2,1055,AL,33.7,46.3,9.1,10.3,8.5,9.8,17.8,24.9,16.3,42.5,43.8,4.5,6.2,0.000761935,37.48348176
0500000US01057,21.3,21.6,42.8,45.3,54.7,84.5,12.3,0.1,1.1,48.6,51.4,5.3,15.6,48.6,18.7,50733,7.9,1057,AL,35.7,47.6,9.7,10.3,9.4,10.9,18.7,25.7,16.6,43.4,40.6,5,7.2,0.000985161,80.23316513
0500000US01059,25.1,17.2,38.6,44,56,75.7,4,0.1,19.8,49.3,50.7,6.8,14.9,42.7,17.4,51493,11.8,1059,AL,32.9,44.4,8.7,10,8.9,10.7,19.2,25.1,16.4,43.7,42.2,4.7,7.2,0.000444346,70.36651527
0500000US01061,22.1,20.4,44,46,54,84.3,8.6,0.6,5.1,49,51,6.1,13.3,46.7,19.1,50951,12.8,1061,AL,34.7,45.5,9.4,10.4,9.3,11,19.4,25.7,16.4,43.6,42.3,4.9,6.7,0.000265041,89.64165733
0500000US01063,21.4,24,44.4,41.9,58.1,17.9,81.5,0,0.8,48.1,51.9,4,12.5,25.1,35.9,31495,13.8,1063,AL,39.2,59.8,7.4,12,11.9,13.8,22.3,20.4,27.1,45.1,52.7,8.4,4,0.000500626,100
0500000US01065,23.8,19.9,41,44.6,55.4,38.4,55.8,0.1,0.9,47.8,52.2,6,16.8,44.6,23.9,41325,6.3,1065,AL,34.3,51.1,7.4,11.3,9,10.3,18.9,21.2,19.7,42.1,47.6,5.8,6.2,0.000204499,89.16878173
0500000US01067,20.5,23.3,45,44.6,55.4,71,25.2,0.6,2.1,48.8,51.2,5.6,21.7,38.5,15.8,60135,8,1067,AL,34.8,48.1,9.5,10.3,8.9,9.7,16.6,23,16.7,43.9,41.3,4.9,7.2,0.00029031,87.75286094
0500000US01069,23.1,18.4,40.3,43.6,56.4,65.5,27.2,1,4.3,48,52,3.8,22.8,43,18,57531,11.7,1069,AL,32,44.5,8.8,10.4,7.9,8.9,16,24.9,15.7,40.2,40.5,4.5,7.3,0.000853819,33.80405133
0500000US01071,20.8,20.8,43.4,44.9,55.1,89,3,0.3,3.4,49.5,50.5,5.4,15.6,44.5,16.8,49454,10.5,1071,AL,35.4,45.9,9.7,10.3,9.2,10.9,19,26.7,16,43.2,39.3,4.7,6.9,0.000523438,77.01730325
0500000US01073,23,16.5,37.8,42.3,57.7,49.3,42.5,1.8,5.2,47.5,52.5,2.5,35.9,34.3,16.3,64589,9.2,1073,AL,28,42.7,7.3,9.9,6.6,6.9,13.7,22.7,15.1,39.5,37.4,4.1,6.7,0.001142915,9.83376515
0500000US01075,22.3,22.2,44.5,46,54,86.6,9.3,0.1,1.8,49,51,5.1,11.6,48.4,15.1,47447,9,1075,AL,35.3,47.7,9.9,10.3,9.6,11.1,18.8,24.7,16.7,45.1,40.8,5.1,7.3,-999,100
0500000US01077,19.5,20.2,40.7,43.9,56.1,83.5,9.7,0.6,3.3,48.1,51.9,3.1,27.1,33.5,13.6,59082,9.8,1077,AL,30.5,39.6,9.1,9.9,7.4,8.2,14.2,24.2,12.9,40.3,35.6,3.9,7.3,0.000535515,49.29510619
0500000US01079,21.8,18.8,42.8,45.3,54.7,76.1,9.9,0.4,2.9,49.2,50.8,5.1,15.6,48.2,13.7,60040,9.2,1079,AL,33.4,44.3,9,10.5,8.4,9.8,18.5,24.9,15.5,42.7,39.5,4.6,7,0.000152175,91.28978712
0500000US01081,21.1,12.9,33.6,45.1,54.9,67.7,22.3,4.3,5.3,49.4,50.6,3,41.3,22.5,18.9,61123,8.7,1081,AL,25,37.5,6.8,10.1,5.8,6.4,12.9,23.6,12.5,36.5,38.4,3.2,6.8,0.000521486,27.40949896
0500000US01083,22.3,15.4,40.5,44.9,55.1,75.3,12.8,1.8,7.2,50.1,49.9,4.4,30.4,37,10.1,83534,8.1,1083,AL,29,40.7,8.3,9.7,6.4,6.9,14.2,23.7,12.5,40.4,39.6,3.4,7.5,0.000371718,57.60914208
0500000US01085,22,20.1,42.7,42.8,57.2,24.5,74.5,0,0.3,48,52,5.5,13.9,56.3,29.6,35160,8.5,1085,AL,36.7,56.5,7.1,11.7,10.4,12.3,21.6,20.9,24.1,43,51.2,7.2,4.7,0.000103724,100
0500000US01087,15.5,20.7,37.8,41.4,58.6,17.1,78.3,0.3,2,46,54,3.4,20.7,24.4,22.1,45951,9.1,1087,AL,31.7,50.6,6.3,11.7,8.2,8.8,15.6,20.7,20,39.4,46.7,5.7,5.3,0.000335289,55.54726832
0500000US01089,21.7,15.5,38.2,44.6,55.4,64.2,24.3,2.6,6.5,49.2,50.8,2.3,45.7,28.6,10.5,83528,7.7,1089,AL,27.6,38.6,7.8,9.4,5.8,5.8,11.8,21.6,12.1,38.7,39.9,3.2,7.4,0.000869673,16.44151477
0500000US01091,22.5,20.2,41.1,45,55,45,51.3,0.3,2.4,47.4,52.6,6.9,20.4,34.5,22.6,44205,8.6,1091,AL,35,51.5,8,11,9,9.9,17.5,22.3,19.8,44.3,43.1,5.5,6,0.000373672,69.31564179
0500000US01093,21.2,21.1,43.8,44.7,55.3,91.4,3.6,0.3,3,49.4,50.6,5.7,12.8,30.2,16.8,50714,10.2,1093,AL,34.8,45.9,10,10.2,9.4,10.8,18.5,25.7,15.5,44.2,42.4,4.8,7.1,0.000269333,88.85495191
0500000US01095,25.9,17,38.6,44.2,55.8,82.1,2.6,0.6,16.6,49.7,50.3,6.9,21.3,39.6,16.3,60946,11.5,1095,AL,30.8,41.7,9,9.8,7.8,9,16.6,25.4,14.5,42.5,37.6,4,6.7,0.000577379,53.26868704
0500000US01097,23.4,17,38.4,43.8,56.2,56.1,36,2.1,3.3,47.9,52.1,2.5,25.2,39.4,16.3,58119,10.9,1097,AL,29,43.1,7.7,9.7,7.3,7.9,15.4,22.1,16.1,40.2,39,4.3,6.6,0.000707508,20.02024252
0500000US01099,21.2,21.2,43.9,44,56,53.7,42.2,0.3,0.1,48.3,51.7,2.9,11.4,56.1,22.6,40225,11.2,1099,AL,35.7,51.3,8.4,11.1,9.7,11.2,19.7,22.7,19.7,43.2,43.8,5.9,6,0.000391026,79.0445639
0500000US01101,24.1,15.8,36.9,41.7,58.3,31.8,58.8,3.3,4.8,47.1,52.9,3.4,34.3,40,19.3,58153,10.6,1101,AL,29.9,46.3,6.6,10.7,6.9,7.5,14.4,21,16.4,38.1,46.1,4.5,6.5,0.001046123,10.49123006
0500000US01103,23.3,17.9,40.3,44.2,55.8,75.4,13.1,0.5,10.2,49.3,50.7,6.2,23.2,45.7,13.6,64858,11.2,1103,AL,31.5,44.5,8.8,9.9,7.7,8.5,16.1,24,14.7,41.8,38.6,4,7.1,0.000517171,38.59737217
0500000US01105,21.3,21,42.5,41.2,58.8,28,71,0.1,0.2,45.8,54.2,3.7,16.8,30.1,31.2,34368,7.5,1105,AL,37.7,56.9,7.3,11.9,10.9,12.9,21.9,22.1,24.6,43.5,52.9,7.4,3.4,0.000345344,100
0500000US01107,19.3,19.5,42.5,45.1,54.9,58.2,39.3,0.1,5.8,48.4,51.6,7.7,13.7,31.1,22.6,47014,8.9,1107,AL,32.8,48.3,7.8,10.6,8.7,10,18.7,22.3,18,42.6,48,5.2,6.9,0.00035366,100
0500000US01109,19.1,15.4,31.7,44.1,55.9,56.1,37.4,2.1,2.7,47.7,52.3,3.1,27.3,28.3,23.4,47961,8.2,1109,AL,27.3,40.6,6.6,10.9,6.8,7.8,14.9,24.7,14.1,36.6,40.3,4,6.7,0.00042468,51.67938235
0500000US01111,21,20.7,44,45.7,54.3,75.6,16.5,0.3,2.8,49,51,4.5,20.5,25.8,18.4,51551,9,1111,AL,33.8,46.1,9.4,10.3,8.7,9.7,16.9,24.4,16.1,44.4,37.8,4.7,6.4,0.00021815,81.34246934
0500000US01113,24.3,15.2,37.2,42.7,57.3,46.6,45.5,0.6,5.7,47.6,52.4,5.2,16.9,43.5,22.2,50046,11.5,1113,AL,30.7,46.7,7,11,7.5,9,18.1,23.9,17.3,41.1,43,4.8,6.7,0.000206055,35.4089939
0500000US01115,22.4,17.5,41,43.5,56.5,84.3,9.9,0.5,2.9,49.5,50.5,4.2,19.9,37.4,11.2,78993,7.3,1115,AL,31.3,41.8,8.9,10,7.1,7.9,15.2,25,13,42.7,39.6,3.7,7.9,0.000143268,72.79676528
0500000US01117,23,16.4,40,44.7,55.3,76.5,13.2,2.1,7.4,48.7,51.3,2,46.2,31.2,6.9,93543,6.7,1117,AL,27.5,40.2,8.9,9.3,5.7,5.5,10.5,21.6,11.2,40.4,31.7,3,8.3,0.000817422,22.94487018
0500000US01119,19.2,19.2,34.9,42.6,57.4,25.9,71.2,0.4,0.8,44.6,55.4,2.4,19,21.4,28.1,37981,9.2,1119,AL,32,50,6.4,11.6,8.5,9.3,16.3,21.5,19.7,39.9,47.2,5.8,5.9,0.000572597,100
0500000US01121,20.8,18.9,42.2,45.2,54.8,62.7,31.7,0.4,2.3,48.6,51.4,4.4,16.8,45.3,17.7,56249,8.4,1121,AL,32.2,48.2,8.3,10.6,8.3,9.4,17.7,22.7,17.2,42.1,45.6,4.8,6.7,0.000287554,55.81533825
0500000US01123,20.4,22.7,45.4,47,53,68.7,23.4,0.5,2.8,48.6,51.4,4.6,18.7,43.4,15.2,57185,8.9,1123,AL,36.3,48.5,9.8,10.3,9,9.5,16.3,23.5,16.8,45.1,39.5,4.9,7.3,0.000473426,74.22625913
0500000US01125,20.7,13.7,33,43.5,56.5,60.9,32,1.6,5.4,48.3,51.7,3,31.4,29.7,16.7,63947,6.7,1125,AL,25.5,38.9,6.6,10.3,5.8,6.6,13.6,25,12,38,41,3.4,7.2,0.000725951,25.50807578
0500000US01127,22.7,19.6,41.3,43.6,56.4,87.9,6.1,0.4,3.5,49.1,50.9,4.8,16,41,18,54509,11.6,1127,AL,34.1,44.1,9.5,10.3,8.6,10.2,18.4,26.6,15.1,41.9,35.8,4.4,6.9,0.000443438,74.08799964
0500000US01129,20.7,20.4,44.1,46.1,53.9,66.9,22.7,0.3,1.7,49.8,50.2,1.8,16.2,47.6,18.4,60503,7.7,1129,AL,35.2,47.4,9.1,10.5,8.7,9.5,17.3,24.1,17,43.3,41.1,4.9,7.3,0.000125188,100
0500000US01131,22.5,21.4,42,43.9,56.1,27.6,70.7,0.1,0.1,47.9,52.1,6.6,12.3,33.3,29,42236,9.1,1131,AL,37.3,56.7,7.6,11.9,10.8,12.8,21.6,21.4,23.8,43.9,51.2,7.3,4.1,0.000195963,100
0500000US01133,20.4,21.9,45.3,45.7,54.3,92.8,1.2,0.3,3.5,49.9,50.1,7,13.4,44.3,19.5,48032,9.4,1133,AL,36.3,46.9,10.2,10.3,9.9,11.8,19.6,26.2,16.5,45.9,39.1,5,7.2,0.00034031,84.89217448
0500000US04001,26.3,16.2,36.2,45.6,54.4,20.2,1,0.6,6.2,49.6,50.4,6.7,15.3,39.9,31.2,40338,20.4,4001,AZ,28.2,36,7.8,14.3,9.3,11.9,22.4,20.4,17.5,33.8,35.8,6,2.7,0.000389565,74.06107553
0500000US04003,20.9,24.2,42.9,48.2,51.8,66.8,3.8,2,34.3,51,49,4.2,27.7,32.8,15.5,58970,8,4003,AZ,31.2,39,9.9,10.4,8.3,8.3,12.8,19.9,13.7,40.9,31.2,4.3,6.7,0.000564927,36.30106741
0500000US04005,19.8,14,32.4,47.9,52.1,57,1.5,1.8,15.2,49.4,50.6,3,39.6,23.3,17.7,69748,10.9,4005,AZ,21.8,27,7,11.7,5.4,6.3,11.5,22.5,9.3,31.6,23.6,3.1,6.5,0.000842218,31.46606557
0500000US04007,19,30.4,51.4,49.2,50.8,67.7,0.6,0.8,17.8,50,50,2.2,18.8,41.6,17.8,59089,10,4007,AZ,35.2,39.3,11.7,11.1,9.8,10.6,15.4,20.7,15,40.6,31.4,5.2,6.5,0.000405134,41.06199974
0500000US04009,26.5,14.3,34.4,46.8,53.2,66.2,1.3,0.6,30.3,53.3,46.7,5.1,14.6,40.1,17.7,67326,8.8,4009,AZ,23.3,32.2,7.2,11.2,6.4,7.4,15.2,20.3,11.4,33.2,36,3.6,6.4,0.000484558,46.43739925
0500000US04011,27.1,14,36.1,45.9,54.1,64.7,1.5,0.7,46.5,52.3,47.7,4.8,20.4,54.3,10.8,75239,2.6,4011,AZ,22.5,29.8,6.8,10.1,5.3,5.4,11.6,19.2,10.6,34.8,33.1,2.9,7.2,0.000535275,46.56868555
0500000US04012,15.7,42.2,59.7,52.7,47.3,61.3,0.4,1.1,25.5,51.7,48.3,5.9,13.9,46.3,18.4,49506,12.9,4012,AZ,39,46.3,14.4,10.6,13.3,12.5,14.1,17.9,17.5,43.4,33.2,6.8,4.6,0.00027933,56.32778564
0500000US04013,22.8,16,37.5,45.4,54.6,63,5.8,4.4,30.9,49.7,50.3,4.8,35.9,35.7,11.3,85518,10.7,4013,AZ,23.5,30.8,8.3,10,5.7,5.7,10.8,18.6,10.6,36.5,30.4,3,8,0.000691842,2.36379969
0500000US04015,16.3,31.9,53.2,49.7,50.3,81.5,1.2,1.1,16.7,50.6,49.4,3.4,14.9,44,16.8,55799,9.7,4015,AZ,33.2,42,12.1,11,10,11.2,16.1,19.2,14.2,41.9,32.7,5.2,5.6,0.000529451,22.96364381
0500000US04017,25.6,19.6,39.4,47.8,52.2,45.4,1.2,0.4,10.6,50.2,49.8,4.7,17.6,46.8,24.7,52752,15.3,4017,AZ,30.8,40.7,9.3,13.6,8.9,10.9,18.8,22.2,15.1,36.3,37.6,5.2,4.3,0.000570858,54.13824233
0500000US04019,19.9,21.2,39.7,45.7,54.3,63.2,3.6,3,36.1,49.4,50.6,3.9,35.9,34,14.4,67929,8.9,4019,AZ,25.8,34.1,9.2,10.9,6.7,6.8,10.5,22.8,11,37.9,31.1,3.6,7.3,0.000872618,7.52349114
0500000US04021,21.7,21.3,40.3,47.8,52.2,66,5,1.7,29.3,52,48,4.1,22.2,43.7,10.9,77588,10.1,4021,AZ,28.1,36.2,9.3,10.8,6.9,7.5,12.3,19.8,12.9,40.3,38.4,3.8,7.1,0.000147662,21.90462251
0500000US04023,26.1,18.9,37.9,45.7,54.3,42.1,0.2,0.1,82.7,48.3,51.7,10,24.1,45.6,20.2,53614,14.5,4023,AZ,24,35.7,7,9.4,7.5,6.8,11.6,16,15.5,39.1,34.2,4.1,6.1,0.000448641,26.88317166
0500000US04025,15.6,33.5,55,47.6,52.4,82.7,0.6,1.1,15,49.3,50.7,2.2,29.6,34.6,12.6,66106,10.7,4025,AZ,33.6,38,13,10.8,8.8,9.2,12,19.3,12.1,41,27,4.5,6.9,0.000578622,33.19717769
0500000US04027,24.9,20.3,35.8,48,52,48.4,1.7,1.1,64.4,51.6,48.4,11.8,16.7,38.5,16.5,60417,14.7,4027,AZ,25,35.3,7.9,9.7,7.9,7.5,12.7,17.9,14.5,35.9,37.4,4.2,6.5,0.000436132,10.42957635
0500000US05001,23.2,19.9,41,45.5,54.5,70.4,25.7,0.1,3.9,48.9,51.1,3.8,15.3,37.7,14.7,60831,6.7,5001,AR,31.5,45.4,8.8,10.6,8.6,9.6,17.3,23.4,15.2,39.5,39.1,4.7,5.4,0.000517747,34.70739787
0500000US05003,22.7,21.3,42.7,44.9,55.1,70,24.6,0,6.2,47.3,52.7,5,12.2,43.8,22.7,44481,8.6,5003,AR,35.3,49.4,9,11,10.2,11.9,20,25.6,18.3,42.2,45.1,5.7,6.5,0.000413672,51.6816913
0500000US05005,17.7,31.1,51.9,46.5,53.5,92.9,0.4,0.6,2.7,48.7,51.3,2.9,18.7,44.8,14.5,48427,7.2,5005,AR,36.9,47,12,10.2,11.1,11.5,16.6,25.7,15,41,37.7,5.2,7.1,0.000828559,65.84202539
0500000US05007,25.7,13.6,35.8,45.1,54.9,66,1.8,4.4,18.1,50.2,49.8,4.4,36.6,36.4,7.6,89879,9.8,5007,AR,22.6,32.8,7.6,9.2,5.6,5.9,11.7,23.7,10.3,32.8,35.3,2.8,8,0.000595622,25.16004861
0500000US05009,22.8,21,41.3,44.7,55.3,94.3,0.3,0.3,3,49.1,50.9,2.9,16.3,41.5,13.4,54195,7.9,5009,AR,32.2,40.7,9.9,10.2,8.5,9.3,16.4,25.4,13.1,40.2,40.7,4.1,6.8,0.000770764,62.19819527
0500000US05011,24.8,18.5,38.5,43.9,56.1,58.3,26.4,0.1,15.6,47.7,52.3,5.5,15.8,40,20.1,39565,12,5011,AR,32.9,48.7,8.1,10.8,9.4,10.7,18.9,23.2,17.6,41.7,42.5,5.3,6.8,0.000563963,49.59158846
0500000US05013,18.3,21.7,44.8,44.7,55.3,79,12.3,0.2,11.5,51.1,48.9,2.2,18.1,54.7,13.3,63654,9.5,5013,AR,31.4,45.5,9,10.3,8.5,8.9,16,23,14.6,41,39.2,4.6,5.7,0.00019558,100
0500000US05015,22.1,23.3,44.7,46.3,53.7,73.2,0.2,1.6,15.5,50.6,49.4,8.9,21.1,40.1,16.3,55187,13.4,5015,AR,32.9,45.3,10.1,9.8,9.7,10.4,17,24.2,15,42,37.6,4.7,7.3,0.000636582,72.83392844
0500000US05017,22.2,21.7,42.9,43.6,56.4,41,53.4,0.3,6.3,50.7,49.3,5.8,17.2,59.8,24.4,39683,10.5,5017,AR,34.1,53,7.8,11.1,10.3,11.5,19.7,21.5,20.5,41.9,47.1,6.3,5,0.000705361,54.27966102
0500000US05019,19.7,16.2,31.9,45.4,54.6,69.6,23.7,0.4,5.4,47.7,52.3,3.2,25.5,24.7,20.2,50985,8.7,5019,AR,26.7,40.3,7.1,10.9,7.2,8.1,15,26,12.9,35.6,40,3.9,6.3,0.000542913,54.37703849
0500000US05021,21.6,21.8,42.6,42.7,57.3,94,0.1,0,0.8,48.7,51.3,4.6,15.6,45.3,17.2,48500,8.9,5021,AR,32.7,43.3,9.8,10.4,9.3,10.8,18.3,26.8,14.1,41.1,40.2,4.6,6.3,6.96E-05,58.85717839
0500000US05023,18.9,27.3,49.5,47.3,52.7,94.4,0.4,0.2,2.8,50,50,3.7,18.3,51.9,13.8,55979,7.2,5023,AR,35.7,45.3,11.1,10.1,10.3,11.1,17.4,24.8,15.1,42.5,37.9,5,6.9,0.000601564,75.52175587
0500000US05025,21,20.9,43.7,43.7,56.3,83.9,13.1,0.2,0.3,47.6,52.4,1,16.2,43.5,15.6,50509,4.9,5025,AR,33.5,46.5,9.6,10.5,9.3,10.3,17.7,24.6,15,40.7,42.4,4.7,7.1,-999,100
0500000US05027,21.5,17.3,34.5,43.3,56.7,61.2,34.9,0.4,3.4,48.1,51.9,3.3,20.4,26.8,22.7,47363,6.6,5027,AR,28.6,42.8,7.3,11,7.9,8.8,16.1,23.7,14.4,35.9,37.7,4.4,6.4,0.000685783,57.48615184
0500000US05029,22.6,19.6,42.6,46.1,53.9,82,11.1,0.8,4.6,49.7,50.3,2.9,18.2,56.4,20.6,51212,6.4,5029,AR,32.9,46.8,9.1,10.6,9.4,10.7,18.8,24.9,15.6,41.3,41.4,4.8,6.2,0.000665494,70.51661731
0500000US05031,25.3,13.7,34.5,42.7,57.3,73.2,16.8,1.2,6.2,48.8,51.2,4.1,27.8,28.4,19.1,57615,8.4,5031,AR,27.6,39.1,7.5,10.5,6.7,7.9,15.8,26.5,11.6,36.4,39.1,3.5,6.6,0.001158181,32.16822372
0500000US05033,24.1,17.5,39.1,45.3,54.7,82.9,1.2,1.2,8.1,49.3,50.7,3.9,19.3,43.5,16.8,60362,8.4,5033,AR,29.8,41.9,8.8,10.3,8.1,9.2,16.8,26.1,13,40.8,38.8,4,6.3,0.000362725,51.9613224
0500000US05035,27.3,14.8,36,43.4,56.6,40.4,50.4,0.7,3.1,47.3,52.7,4.5,17.2,46.7,20.7,54271,8,5035,AR,29.5,47.4,6.6,11.6,7.9,9.3,18.5,23.9,16.5,39.2,46.7,4.9,6.4,0.000336022,20.887195
