"county_fips","per_HighBP","pred_outcome"
"01001",42,35.5998907101253
"01003",43.8,35.4864879900748
"01005",50.2,46.1062818303514
"01007",46.3,40.6157293566869
"01009",41.2,39.0203626739609
"01011",56.6,47.6177147052891
"01013",51,47.4969137134604
"01015",44.8,39.5122569061923
"01017",48.7,44.3339509942575
"01019",45.9,41.4462788049934
"01021",43.1,39.8197157381259
"01023",52.7,48.3041978884599
"01025",49.5,46.5050753249543
"01027",47.6,42.6709472395845
"01029",42.9,39.052377815726
"01031",43.5,38.7388740766294
"01033",44.3,40.0514262259842
"01035",54.7,50.5613387509523
"01037",50.2,44.6307219919204
"01039",46.4,41.7213015511309
"01041",46.6,43.0375303363606
"01043",42.3,37.9302310271872
"01045",44.3,40.4474651887876
"01047",55.2,49.5781201940077
"01049",44.5,40.9480619766492
"01051",41.6,36.7968977055006
"01053",48.6,43.9152815938031
"01055",46.3,40.0942713178568
"01057",47.6,42.2713062134098
"01059",44.4,40.6144208956779
"01061",45.5,42.2796383531888
"01063",59.8,55.5582389709543
"01065",51.1,48.3221088128136
"01067",48.1,42.7575175059803
"01069",44.5,39.9491212452983
"01071",45.9,40.4921948295089
"01073",42.7,37.159602676259
"01075",47.7,42.9991910748741
"01077",39.6,37.2407265696813
"01079",44.3,41.2122480016171
"01081",37.5,32.3389383099934
"01083",40.7,34.3019841638899
"01085",56.5,51.9224408274566
"01087",50.6,49.4984757700572
"01089",38.6,31.1406573553453
"01091",51.5,45.9985101899536
"01093",45.9,41.4172579548025
"01095",41.7,37.3635554243865
"01097",43.1,39.2602051107599
"01099",51.3,47.426958608286
"01101",46.3,39.9729432395659
"01103",44.5,37.3584112928906
"01105",56.9,52.3121056855263
"01107",48.3,46.2605402352067
"01109",40.6,40.4131212626694
"01111",46.1,41.5153166512515
"01113",46.7,43.2237287393418
"01115",41.8,37.6172425410624
"01117",40.2,29.7181281754703
"01119",50,51.0397807341382
"01121",48.2,42.5170649878962
"01123",48.5,43.0459149853275
"01125",38.9,36.0133284936003
"01127",44.1,40.2177657504679
"01129",47.4,43.803843648911
"01131",56.7,52.4114034896968
"01133",46.9,41.6702992263135
"04001",36,48.7292832460257
"04003",39,39.8446143351255
"04005",27,34.3160661881381
"04007",39.3,45.4388698221173
"04009",32.2,38.6327455470044
"04011",29.8,36.7271547415736
"04012",46.3,52.3380506974128
"04013",30.8,33.3219696878662
"04015",42,44.4990454021838
"04017",40.7,44.9465046116078
"04019",34.1,36.46145285449
"04021",36.2,38.3394902746467
"04023",35.7,42.5935967229871
"04025",38,41.398775025583
"04027",35.3,41.9399134821337
"05001",45.4,41.2441717300535
"05003",49.4,45.0451721471756
"05005",47,43.4876347123664
"05007",32.8,31.6095981544867
"05009",40.7,39.0273750208176
"05011",48.7,43.5025837095415
"05013",45.5,40.9830471200132
"05015",45.3,41.3651997445669
