"county_fips","per_depression","pred_outcome"
"01001",23.8,20.9890663011248
"01003",23.5,20.2996676810007
"01005",22.8,20.6512736396056
"01007",25.9,22.9383502966032
"01009",26.8,22.8631238979505
"01011",21.6,19.782937369626
"01013",22.8,21.2962109956042
"01015",24.6,22.4063810997698
"01017",24.2,21.1931143573298
"01019",25,22.4303980118567
"01021",24.9,22.670216694139
"01023",23.7,20.9730848086796
"01025",23.7,21.5913848102121
"01027",25.9,22.9657142800534
"01029",27,22.4664793440559
"01031",22.5,21.7485242489008
"01033",25.1,22.2428740279897
"01035",22.6,19.7986339107422
"01037",23.1,19.0006426349809
"01039",26.3,23.0945159601292
"01041",24.5,21.256132594694
"01043",27.6,22.5793663510588
"01045",25,21.9943608056749
"01047",21,20.9508175839464
"01049",27.8,23.6089373899453
"01051",24.2,20.7131120797435
"01053",25.1,22.0768839477995
"01055",26.4,22.1989620799229
"01057",26.4,24.1029920726269
"01059",26.3,22.3981118208113
"01061",26.8,23.7610942718758
"01063",21.1,19.9152250472318
"01065",22.2,21.1786138285204
"01067",25.3,20.777193570262
"01069",24.5,21.6578243659138
"01071",27.2,23.6013277514321
"01073",23,19.6819462251668
"01075",25.2,22.4746100909461
"01077",25.2,21.7793989840223
"01079",26.4,22.1955141037171
"01081",25.2,21.9337820430202
"01083",23.6,20.7786136958976
"01085",21.3,19.9434660666245
"01087",21.4,19.0024707300093
"01089",23,19.1417108679903
"01091",23.3,20.5925851812529
"01093",26.3,23.2573430823696
"01095",26.3,23.0075997463156
"01097",24.2,20.9732981223047
"01099",23.6,21.4194585567113
"01101",22,19.2024234839161
"01103",25.9,21.2747303783281
"01105",22.5,22.4241707740282
"01107",22.8,22.1577773758461
"01109",24.2,22.5515161999078
"01111",25.7,22.8403698675494
"01113",23.9,21.8682777078157
"01115",25.9,21.7505922718713
"01117",23.2,19.3647013886311
"01119",23.2,21.4540463951406
"01121",24.2,21.7939134968542
"01123",23.3,21.1267969926524
"01125",26.3,21.618628305736
"01127",28.7,23.0889424640481
"01129",24.5,21.0073310572677
"01131",22.8,20.6837269877426
"01133",25.9,23.6108528688522
"04001",24.4,20.7893014699032
"04003",21.6,19.7715638264254
"04005",22.5,20.3525429600098
"04007",22.2,20.1010540730662
"04009",24.1,21.9564134445395
"04011",20.2,21.7614619137389
"04012",20.6,17.7117117460903
"04013",20.6,19.6653256674622
"04015",22.2,20.4573351934739
"04017",23.2,21.0783654660507
"04019",24.1,19.737575476716
"04021",22.2,19.1322473442483
"04023",18.8,20.5845923238781
"04025",21,18.8724920097819
"04027",19.5,20.0515535245968
"05001",26.1,22.119372368775
"05003",25.3,23.8267422872438
"05005",26.8,21.1041677917667
"05007",23.8,19.524332479144
"05009",29.2,22.8759041455499
"05011",25.2,20.8633399739627
"05013",25.2,20.5342556421344
"05015",26,20.8464030455923
"05017",23.1,21.0683322681139
"05019",27.6,22.9221034899213
"05021",29.3,24.5092118583529
"05023",27.1,21.7423722526119
"05025",28.4,22.8970312873324
"05027",25.4,22.8065385325894
"05029",27.5,23.7147424951132
"05031",28.7,23.3062781425581
"05033",26.9,23.52585294062
"05035",26,21.1114930300239
"05037",26.6,23.2324983979184
"05039",23.5,18.4329790805495
"05041",25.4,22.6530720268277
"05043",26.8,22.8294266159287
"05045",27.5,22.8206171578763
"05047",27.8,24.5662841387406
"05049",28.8,22.1434606201974
"05051",28.4,22.0155649512172
"05053",27.5,22.9011934399127
"05055",29.7,24.3855806694642
"05057",25.4,22.2475271902659
"05059",26.4,22.9073153650873
"05061",24.8,22.0036719849126
"05063",28.8,23.8951163727053
"05065",26.1,22.0806232407558
"05067",27.8,23.4555463160761
"05069",24.8,19.5978301232074
"05071",28.7,24.5371311561316
"05073",25.2,20.8057492212528
"05075",30.6,24.2143663091574
"05077",23.7,20.6391108771202
"05079",25,19.0946204982067
"05081",25.6,20.7903055256567
"05083",28.2,23.0237984239696
"05085",27.8,22.822761283332
"05087",27,22.2355108953364
"05089",26.6,22.537178295673
"05091",26.8,22.8386509762372
"05093",27.4,22.8455018589853
"05095",24.9,21.5361182840674
"05097",26.5,21.9305293795851
"05099",25.7,24.1398686343192
"05101",27.8,20.8837844835091
"05103",25,21.073177539452
"05105",27.4,22.7826945959032
"05107",24,22.5969331020194
"05109",27.4,23.1613637893844
"05111",30,24.6400672921374
"05113",28,23.1842011155752
"05115",29.2,23.5818580995676
"05117",26.4,20.4907141433785
"05119",25.2,19.9514834121816
"05121",29.3,23.9560432695213
"05123",24.6,20.8485912944032
"05125",26.1,21.1009793030535
"05127",27,22.2672474922456
"05129",28.3,24.6916124079314
"05131",29.7,21.7154834711792
"05133",26.5,21.9101317886478
"05135",27.4,22.9374850063573
"05137",28.3,23.315709418158
"05139",23.8,21.8091952234524
"05141",27.8,22.9298260385685
"05143",26.8,21.3087571076816
"05145",29,23.5810713567748
