"county_fips","per_asthma","pred_outcome"
"01001",10,10.0482863137653
"01003",9.3,9.7551105180108
"01005",10.8,10.8447178482703
"01007",10.4,10.7091543963555
"01009",9.9,10.1860019802557
"01011",11.5,11.0380096435062
"01013",10.9,11.0227418320532
"01015",10.6,10.543608006117
"01017",10.7,10.5436972211625
"01019",10.2,10.2113890649522
"01021",10,10.3217942011827
"01023",10.9,10.9284007604193
"01025",10.8,11.0390154268277
"01027",10.4,10.5832819065377
"01029",10,10.0792596279575
"01031",10.2,10.4892483492534
"01033",10.3,10.573397918174
"01035",11,11.6203527421972
"01037",10.3,9.98807813809926
"01039",10.2,10.5500799702717
"01041",10.5,10.535277569963
"01043",9.8,10.1479362371971
"01045",10.3,10.6114118532558
"01047",11.6,11.7900118944411
"01049",10.1,10.6250132147862
"01051",10,10.047881780357
"01053",10.9,10.8622088106261
"01055",10.3,10.4611092996276
"01057",10.3,10.7025705139184
"01059",10,10.5458742055576
"01061",10.4,10.5983990569973
"01063",12,12.0848188170786
"01065",11.3,11.3809358605679
"01067",10.3,10.3647346699235
"01069",10.4,10.5532083553804
"01071",10.3,10.4038297556214
"01073",9.9,10.4219440399688
"01075",10.3,10.3977697382868
"01077",9.9,10.1106918305564
"01079",10.5,10.3089094494957
"01081",10.1,10.4732986619355
"01083",9.7,9.84578248166815
"01085",11.7,11.8261008617101
"01087",11.7,11.2288510051118
"01089",9.4,9.73469579293903
"01091",11,11.1347967626779
"01093",10.2,10.4535523935995
"01095",9.8,10.3264008852138
"01097",9.7,10.4708303321628
"01099",11.1,11.0762054538986
"01101",10.7,10.7275101377469
"01103",9.9,10.1141278401133
"01105",11.9,12.0576480276863
"01107",10.6,11.1477472276977
"01109",10.9,11.1583322193083
"01111",10.3,10.5845166496476
"01113",11,11.1375895275263
"01115",10,10.0928460229261
"01117",9.3,9.45485608936917
"01119",11.6,11.8406611393179
"01121",10.6,10.7031570656488
"01123",10.3,10.3599194259571
"01125",10.3,10.593685423767
"01127",10.3,10.5091295564951
"01129",10.5,10.6817975826495
"01131",11.9,11.7497892780375
"01133",10.3,10.6324556043472
