"county_fips","per_arthritis","pred_outcome"
"01001",30,27.5208561762983
"01003",32.9,28.9554862515469
"01005",34.2,32.1827474741053
"01007",32.3,30.5608805820472
"01009",31.8,31.0455761183111
"01011",35.3,30.6141208234872
"01013",35.2,34.5865351288273
"01015",31.6,29.8234533085792
"01017",34.2,32.2399829447171
"01019",35.9,33.9919871023047
"01021",31.4,30.8171336881155
"01023",38.4,36.5040526049943
"01025",34.7,34.2009975035431
"01027",35.3,33.756060043394
"01029",33.1,31.851965979102
"01031",31,29.1777519523874
"01033",33.2,31.6116758213463
"01035",38.6,37.7158194238
"01037",36.9,34.2111519671875
"01039",34.2,33.1884302447669
"01041",33.5,33.0225183635372
"01043",32.5,30.4878112636211
"01045",31.8,30.2718854241315
"01047",35.3,34.2516539907874
"01049",32.5,31.0651532313237
"01051",29.5,28.2555619265369
"01053",34.1,32.0498959481779
"01055",33.7,30.7775202542269
"01057",35.7,33.9312191120448
"01059",32.9,30.7119510094963
"01061",34.7,33.0734070674204
"01063",39.2,37.8681023180335
"01065",34.3,34.6344595167048
"01067",34.8,33.5250903835159
"01069",32,29.7618763188356
"01071",35.4,32.4407776467886
"01073",28,26.6893393329821
"01075",35.3,34.4818478326495
"01077",30.5,29.9172482082524
"01079",33.4,31.8141329378148
"01081",25,24.2989331842547
"01083",29,26.4723422338983
"01085",36.7,35.8518839026795
"01087",31.7,33.6097198562762
"01089",27.6,23.6367126329299
"01091",35,33.2939742920513
"01093",34.8,33.3831411279352
"01095",30.8,28.9320391816817
"01097",29,28.3673447749566
"01099",35.7,34.5902271802148
"01101",29.9,27.0296388330311
"01103",31.5,28.5379479496553
"01105",37.7,37.0170847579461
"01107",32.8,34.2957142972286
"01109",27.3,29.5961944581135
"01111",33.8,32.4525670686027
"01113",30.7,30.0621896269841
"01115",31.3,29.9102657432894
"01117",27.5,23.9441609861773
"01119",32,35.5961059687777
"01121",32.2,31.7471900525212
"01123",36.3,33.2233050364357
"01125",25.5,26.5985892927858
"01127",34.1,31.8918854400437
"01129",35.2,33.3856447585657
"01131",37.3,36.5439176114039
"01133",36.3,33.8746098701569
"04001",28.2,30.8854882377599
"04003",31.2,30.8840683180182
"04005",21.8,24.6847957647477
"04007",35.2,35.6013502256225
"04009",23.3,27.8879935605175
"04011",22.5,27.2938979493747
"04012",39,41.1923350503275
"04013",23.5,24.4606673066683
"04015",33.2,36.0764651255077
"04017",30.8,31.2186222186834
"04019",25.8,27.8293709343246
"04021",28.1,28.6763557993308
"04023",24,29.4432234535983
"04025",33.6,34.5510080219773
"04027",25,29.0131002970088
"05001",31.5,31.6323435517217
"05003",35.3,34.5803258331078
"05005",36.9,36.9521521055938
"05007",22.6,23.2489386168516
"05009",32.2,32.1369789225991
"05011",32.9,31.6591627352707
"05013",31.4,32.164146831345
"05015",32.9,31.7528530089832
"05017",34.1,32.8243343006116
"05019",26.7,29.7352602679053
"05021",32.7,33.0457158608492
"05023",35.7,34.9096683902168
"05025",33.5,34.4445277517136
"05027",28.6,31.6751956741157
"05029",32.9,32.4696481872832
"05031",27.6,27.142002536847
"05033",29.8,30.1586069681208
"05035",29.5,29.9647433553113
"05037",31.9,32.4600023408729
"05039",33.5,34.503380552171
"05041",34.9,34.0205551740376
"05043",29.9,30.9629682805504
"05045",24.1,25.8921490184977
"05047",33.6,33.3026528602501
"05049",37.1,34.8932708946745
"05051",33.6,32.0177035118061
"05053",29.5,30.0137523213614
"05055",30.3,29.5168517234207
"05057",30.9,32.220334863829
"05059",29.6,31.0498152350201
