"county_fips","per_highChol","pred_outcome"
"01001",41.3,36.1474883128328
"01003",42.8,37.6068699638041
"01005",43,39.4590036359895
"01007",42.4,37.9320499712344
"01009",42.2,38.8584189592402
"01011",43.2,38.7157198929581
"01013",43.4,41.1914249055945
"01015",40.4,38.2050914030826
"01017",41.8,40.0898302998396
"01019",45.9,40.8159660200582
"01021",43.3,38.5469529035963
"01023",45.3,41.7064702174357
"01025",42,40.1013051976693
"01027",44.5,40.0364910667328
"01029",43.2,39.2756530929827
"01031",40.4,37.5618294620486
"01033",42.7,38.7302745404135
"01035",45,42.1165428384179
"01037",44.8,40.8189738075727
"01039",44.5,40.2530222461496
"01041",42.5,39.6776743067244
"01043",41.5,38.6751675072841
"01045",42.1,38.3107050787333
"01047",44.1,39.8742322348774
"01049",42.6,39.3436347603719
"01051",40.6,36.6775376963363
"01053",42.8,39.4238044539005
"01055",42.5,39.1863067060311
"01057",43.4,40.1405891007437
"01059",43.7,38.7258571508036
"01061",43.6,40.4469290235186
"01063",45.1,42.6905135190782
"01065",42.1,39.6294051918201
"01067",43.9,40.0689657565085
"01069",40.2,38.2367911824484
"01071",43.2,39.8407962237876
"01073",39.5,35.7206394016516
"01075",45.1,40.9058191777443
"01077",40.3,38.246712139327
"01079",42.7,39.0968146334743
"01081",36.5,33.6288882116367
"01083",40.4,35.5626785569805
"01085",43,40.4483292508314
"01087",39.4,39.7725261196162
"01089",38.7,33.7174441724102
"01091",44.3,39.431293498852
"01093",44.2,40.3528817534374
"01095",42.5,37.6630775031749
"01097",40.2,37.2366812988978
"01099",43.2,40.9302820862065
"01101",38.1,35.944829650481
"01103",41.8,37.628493387133
"01105",43.5,40.8447319074915
"01107",42.6,40.0127894568739
"01109",36.6,36.6905909615659
"01111",44.4,39.3160676971404
"01113",41.1,37.8981031909303
"01115",42.7,37.6718196562412
"01117",40.4,33.9541378126413
"01119",39.9,40.270377079037
"01121",42.1,38.8248267288832
"01123",45.1,40.1586543583092
"01125",38,34.936450681348
"01127",41.9,39.5511754066294
"01129",43.3,39.5620482296607
"01131",43.9,41.1565735233254
"01133",45.9,40.4387984655857
"04001",33.8,39.516642437999
"04003",40.9,38.8268843125701
"04005",31.6,34.436142892781
"04007",40.6,42.5487634183568
"04009",33.2,36.4025964642689
"04011",34.8,35.0777940232387
"04012",43.4,47.4904651603404
"04013",36.5,35.0400342628212
"04015",41.9,43.1690981821341
"04017",36.3,39.5263611860048
"04019",37.9,36.9542354034655
"04021",40.3,38.1092807242121
"04023",39.1,38.4929838834396
"04025",41,42.5045330841155
"04027",35.9,38.9127113109827
