"county_fips","per_heartD","pred_outcome"
"01001",6.7,6.50149938802687
"01003",7.5,7.56561007501454
"01005",9.5,9.00683344972007
"01007",8.5,8.05062348187029
"01009",8,8.08492714827464
"01011",10.7,8.84298436820198
"01013",9.1,9.51918921473126
"01015",7.7,7.77901607026372
"01017",8.6,8.55608875122108
"01019",9.6,9.23744424898934
"01021",7.6,7.56754798908778
"01023",10,10.0547996710064
"01025",8.7,9.17721671300511
"01027",9.3,8.75099185904935
"01029",8.4,8.19008301028405
"01031",7.6,7.45245778501937
"01033",8,8.42608210928029
"01035",11.1,10.6679136539478
"01037",9.8,9.56538707819456
"01039",9.2,9.03693813514103
"01041",8.5,8.57591880503327
"01043",7.9,8.00965052154386
"01045",8.1,7.89260425759891
"01047",9.6,9.45973494139511
"01049",8.9,8.21334338507491
"01051",6.7,6.70314794923691
"01053",9.5,8.75333931453356
"01055",8.5,8.20634098803895
"01057",9.4,9.1528752190193
"01059",8.9,8.04074825026812
"01061",9.3,8.90018630016094
"01063",11.9,11.4456950168046
"01065",9,9.12781173426726
"01067",8.9,9.02479173647951
"01069",7.9,7.73822543460662
"01071",9.2,8.78294330271819
"01073",6.6,6.71735573715287
"01075",9.6,9.31322886618908
"01077",7.4,8.06419266601482
"01079",8.4,8.23730898543637
"01081",5.8,5.39100041319985
"01083",6.4,6.41962569141779
"01085",10.4,9.79109890075982
"01087",8.2,9.13621802139004
"01089",5.8,5.75812560792584
"01091",9,8.9234544714937
"01093",9.4,9.07216730829213
"01095",7.8,7.52825239398976
"01097",7.3,7.33488358118553
"01099",9.7,9.62035446319947
"01101",6.9,6.75650550480763
"01103",7.7,7.43048515880025
"01105",10.9,10.0404271514363
"01107",8.7,9.03984011488764
"01109",6.8,7.15481308372014
"01111",8.7,8.5465225316658
"01113",7.5,7.55353042573858
"01115",7.1,7.31497576929442
"01117",5.7,5.54742958075095
"01119",8.5,9.30922507293319
"01121",8.3,8.28777433085689
"01123",9,9.07211803661827
"01125",5.8,6.06197517682083
"01127",8.6,8.6147835000602
"01129",8.7,8.88649861545163
"01131",10.8,10.1464410533202
"01133",9.9,9.43045999543635
"04001",9.3,9.05900388289048
"04003",8.3,8.03535529567498
"04005",5.4,5.73487370093201
"04007",9.8,9.96973502447582
"04009",6.4,6.56064185262441
"04011",5.3,5.50462101725314
"04012",13.3,12.9487514962677
"04013",5.7,5.60356734110754
