county_fips,per_stroke,pred_outcome
13027,5.9,5.061707496643066
31095,4.0,3.9754228591918945
51683,2.7,2.688891291618347
56021,3.1,2.90385103225708
13135,3.0,2.8637036085128784
20001,3.9,3.9500664472579956
27065,4.0,3.7696937322616577
28107,5.5,4.850560903549194
31185,3.5,3.3353188037872314
42063,,3.6051087379455566
48327,5.2,4.767438888549805
29173,4.5,4.105532169342041
48151,4.1,4.150341510772705
51183,4.6,4.495858669281006
47183,4.0,3.875293016433716
26105,4.4,4.016607999801636
48159,3.8,3.6919193267822266
08075,4.0,3.5707778930664062
22119,6.0,5.423892498016357
31045,3.2,3.180503010749817
51139,4.2,4.008442759513855
13161,4.8,4.620495319366455
18117,4.2,4.008841395378113
27015,3.7,3.4636203050613403
31079,3.5,3.1646106243133545
21223,,3.8431663513183594
55113,4.8,4.3126184940338135
41027,3.2,3.000699520111084
21169,,4.5527801513671875
26007,4.6,4.171008825302124
19095,3.5,3.320052981376648
13061,6.6,6.486727237701416
18177,4.2,3.783413052558899
29227,5.0,4.290125608444214
31157,3.8,3.569161891937256
39107,3.5,3.365821123123169
01015,4.2,4.012321352958679
37095,5.5,4.962671279907227
19019,3.3,3.2285579442977905
27121,4.0,3.759969711303711
21181,,4.38399338722229
42053,,4.494372606277466
46077,3.9,3.7289607524871826
48375,4.1,3.6417301893234253
48413,3.8,4.626923084259033
51580,5.0,4.161887168884277
54063,4.9,4.507992267608643
48499,4.5,4.338495492935181
18041,4.4,4.071916103363037
28023,5.5,5.1072070598602295
04023,4.1,3.884838581085205
17007,3.5,3.1490477323532104
28039,3.9,3.8566638231277466
37113,4.7,4.444390773773193
40025,4.1,4.188879489898682
01043,4.0,3.72204852104187
39065,3.6,3.683396577835083
20105,4.5,3.80780565738678
22059,3.8,3.721752405166626
36123,4.0,3.6681548357009888
21035,,3.3813360929489136
48045,5.2,4.792312145233154
48265,4.4,4.118606328964233
20009,4.0,3.78182590007782
16075,4.0,3.6932389736175537
48269,5.3,3.623065710067749
39161,3.7,3.7029623985290527
46125,3.6,3.5507179498672485
19129,3.3,3.1776552200317383
26001,5.2,4.842742204666138
48165,3.1,3.3501049280166626
13201,5.5,4.984634637832642
18013,4.1,3.763875365257263
19023,4.0,3.7282968759536743
40043,4.1,3.9276416301727295
31151,3.3,3.428408622741699
37069,3.9,3.7074191570281982
21219,,4.041693687438965
48393,3.5,3.659475088119507
54031,5.0,4.235413551330566
48399,4.1,4.021168112754822
48301,,4.71404242515564
31089,4.0,3.584047794342041
17175,4.0,3.9581985473632812
48193,4.6,4.283180475234985
16009,4.8,4.249618053436279
19109,4.1,3.732268452644348
28141,4.7,4.405084133148193
31131,3.4,3.471333861351013
46051,4.1,3.6322587728500366
16067,3.7,3.6150009632110596
19157,3.6,3.489803433418274
22001,4.9,4.174983024597168
37079,4.9,4.651406526565552
42011,,3.3225598335266113
51600,2.5,2.509987473487854
48335,3.5,3.5156760215759277
51790,3.7,3.426632285118103
20171,3.4,3.2210580110549927
31001,3.4,3.1195873022079468
45053,4.8,4.61000919342041
38047,4.6,4.084513068199158
29081,4.8,4.195146560668945
20157,4.6,4.022648096084595
28087,4.5,4.0171356201171875
51590,5.8,5.189279317855835
51650,4.1,3.7182915210723877
05029,4.8,4.046955823898315
17139,3.7,3.6660643815994263
19105,3.7,3.5030475854873657
27097,3.8,3.623306393623352
29151,3.5,3.4723641872406006
40061,4.9,4.654559373855591
46057,3.1,3.193392515182495
54007,5.4,4.992850303649902
05111,4.7,4.328327178955078
21137,,4.215643882751465
17027,3.4,3.2908573150634766
37147,3.6,3.3946701288223267
29207,4.6,4.241590976715088
17045,4.4,3.8996840715408325
21191,,3.781026601791382
36073,3.9,3.641459345817566
38011,3.8,3.664969325065613
01117,3.0,2.992897868156433
13217,3.8,3.736073613166809
39157,4.0,3.7634977102279663
19135,3.6,3.5423941612243652
18113,3.6,3.3865212202072144
29141,5.1,4.8543782234191895
36067,3.4,3.2114826440811157
48493,3.3,3.248814344406128
46087,3.4,3.2628445625305176
48233,3.7,3.6620389223098755
51840,3.9,3.271467447280884
40105,4.7,4.490213394165039
31129,4.1,3.8746055364608765
48325,3.4,3.360976815223694
17005,3.6,3.4715709686279297
45069,6.0,5.530741453170776
39069,3.7,3.5952855348587036
21007,,4.156596422195435
46111,3.9,3.7861751317977905
48009,3.8,3.617476463317871
21063,,4.959547281265259
38065,3.8,3.882956385612488
37063,3.0,2.9501460790634155
19165,3.9,3.6110798120498657
19175,3.7,3.6816442012786865
47065,3.6,3.3704304695129395
55087,3.0,2.7650502920150757
17165,4.3,3.909695267677307
47109,4.7,4.307039022445679
31103,4.8,3.8580379486083984
31113,3.8,3.8813589811325073
40053,4.3,3.805782198905945
46007,5.7,5.326373815536499
48195,3.6,3.5149999856948853
19103,2.5,2.4284063577651978
17081,4.0,3.826789617538452
47015,4.2,3.800939917564392
18085,3.5,3.362611413002014
20059,3.5,3.3287415504455566
27153,4.4,3.962381601333618
38077,3.4,3.1754788160324097
23015,3.9,3.6368623971939087
20057,3.3,2.9933249950408936
17145,4.2,3.9212170839309692
17093,2.4,2.4865390062332153
29099,3.3,3.1708123683929443
29105,4.5,3.9811296463012695
26039,4.8,4.343401908874512
29127,3.9,3.7179075479507446
42093,,3.44903028011322
26143,5.1,4.761695146560669
12009,3.9,3.3905376195907593
31119,3.4,3.175201892852783
31135,3.7,3.752114415168762
35021,6.4,4.567569255828857
51173,4.7,4.281276226043701
27085,3.5,3.3893134593963623
48155,5.7,4.809283256530762
31167,3.5,3.284414768218994
31179,2.9,2.8070812225341797
38045,4.2,3.9809197187423706
39089,3.4,3.229294776916504
05053,3.7,3.6700713634490967
47111,4.1,3.82252037525177
20107,3.9,3.9445691108703613
20061,2.7,2.699673891067505
19041,3.8,3.452957510948181
20169,3.6,3.3225669860839844
20037,3.5,3.120619297027588
48095,4.0,3.567229151725769
48107,4.5,4.401528835296631
26043,4.0,3.5526305437088013
37163,4.7,4.7144935131073
48117,3.9,3.195340633392334
26067,3.4,3.290276527404785
21141,,3.8382776975631714
48127,5.5,4.37619948387146
27055,3.6,3.474539279937744
51025,5.4,5.110499382019043
27039,2.9,2.8193825483322144
27047,4.1,3.85238254070282
26149,3.9,3.7198100090026855
17051,4.0,3.7844409942626953
17055,4.4,4.000267744064331
48131,4.3,4.091535568237305
21025,,4.683289051055908
27041,3.7,3.466699481010437
46067,3.8,3.6119720935821533
48023,4.6,4.276296615600586
46047,5.2,4.291606903076172
46097,4.3,3.7087172269821167
25003,3.7,3.5382784605026245
27073,4.0,3.8165054321289062
44003,3.3,3.120611310005188
51011,4.3,4.148355722427368
31003,4.0,3.9208662509918213
56005,2.9,2.5911842584609985
45061,5.9,5.5546252727508545
48047,4.4,4.514187335968018
51013,1.9,2.1248353719711304
51065,3.5,3.4893293380737305
53021,3.0,2.992954730987549
53059,3.8,3.6511541604995728
51109,4.0,3.795262098312378
51115,4.6,4.09482479095459
48191,5.1,4.970144748687744
31023,3.5,3.433034658432007
05065,5.3,4.491107225418091
38043,4.3,4.0334566831588745
37077,4.2,3.7713065147399902
37109,3.6,3.297860622406006
51660,2.7,2.8277883529663086
51690,5.3,4.574040651321411
19001,4.1,3.705856204032898
39073,4.4,4.030463695526123
13243,7.9,6.317815780639648
48507,4.9,3.872587561607361
48011,3.7,3.7800166606903076
13265,6.6,5.993790626525879
19035,4.3,3.8188294172286987
05025,4.7,4.30459451675415
08091,3.4,3.2702056169509888
05147,6.0,5.069548606872559
48429,4.0,4.08405613899231
27109,2.8,2.7680394649505615
13301,6.1,6.056264638900757
48359,3.6,3.2011280059814453
29089,3.7,3.5119097232818604
13125,4.3,4.094802975654602
13085,3.3,3.359826922416687
05123,5.7,5.6122846603393555
55125,4.4,4.148720979690552
39093,3.7,3.469600200653076
28135,5.7,5.45782995223999
29021,3.9,3.377010941505432
48187,3.0,2.9273966550827026
48235,3.7,4.490374684333801
12027,5.5,4.902557611465454
18039,3.7,3.4230891466140747
48237,4.0,3.774197220802307
40037,4.1,3.983770966529846
29169,2.5,2.7302383184432983
19039,4.3,3.7255001068115234
08079,3.6,3.422827959060669
01061,4.9,4.536870956420898
01017,5.2,4.942563056945801
12081,4.2,4.380567789077759
08121,3.8,3.8729217052459717
19079,3.6,3.4340274333953857
20139,3.8,3.7395297288894653
48311,4.9,3.6147655248641968
19093,3.9,3.6557124853134155
08099,4.0,3.8037062883377075
39135,3.8,3.69822895526886
39137,3.3,3.228930354118347
17179,3.4,3.2854546308517456
19161,3.9,3.716941475868225
48403,5.4,4.696272611618042
19181,2.8,2.6987286806106567
19107,4.1,3.6499048471450806
39155,4.4,4.017309069633484
48463,3.7,3.7821396589279175
48469,3.7,3.6869874000549316
08025,3.5,3.623955011367798
08027,4.4,4.098719000816345
08005,2.7,2.533271551132202
08043,3.9,3.645776629447937
48261,4.4,4.58184027671814
48433,4.9,4.186733722686768
48227,3.4,3.2041229009628296
40001,5.3,5.0380449295043945
36039,3.9,3.701393246650696
05047,4.7,4.446810483932495
36041,4.5,4.199885129928589
36113,3.6,3.49097216129303
36057,3.8,3.7182470560073853
36093,3.3,3.2175487279891968
51137,3.7,3.5068315267562866
40091,5.6,5.256012678146362
37075,4.3,4.481802225112915
01131,7.3,6.572649240493774
01107,5.2,4.943631172180176
54061,2.7,2.5070090293884277
29063,4.0,3.491121768951416
54085,5.0,4.7013654708862305
31061,4.6,4.3814537525177
12007,4.6,4.3186705112457275
48021,3.5,3.4516674280166626
53051,4.5,4.171884298324585
13019,4.8,4.405829429626465
28067,4.7,4.168728351593018
51023,3.7,3.592715263366699
51067,4.4,4.039284706115723
