county_fips,per_highCh,pred_outcome
13027,42.8,41.20994758605957
31095,36.4,40.17409133911133
51683,36.1,33.930904388427734
56021,34.3,32.52667045593262
13135,36.2,34.12585258483887
20001,37.4,39.2927303314209
27065,35.1,38.15756797790527
28107,39.8,38.18598556518555
31185,34.4,38.45738983154297
42063,,35.8297004699707
48327,43.8,44.420175552368164
29173,41.1,39.62084770202637
48151,39.9,41.24444007873535
51183,37.7,38.622291564941406
47183,37.8,39.419708251953125
26105,38.8,39.535682678222656
48159,39.6,40.03036880493164
08075,33.9,36.42419624328613
22119,41.5,40.688018798828125
31045,31.3,35.25553894042969
51139,42.7,40.010833740234375
13161,39.0,39.698137283325195
18117,42.4,40.14491653442383
27015,34.3,36.600412368774414
31079,33.7,36.45338821411133
21223,,38.75965118408203
55113,39.0,39.85259246826172
41027,34.0,34.97078323364258
21169,,41.12348747253418
26007,39.2,40.22677040100098
19095,37.9,36.95455551147461
13061,43.1,42.65474891662598
18177,39.8,38.21189880371094
29227,42.2,40.00887680053711
31157,34.4,36.97422218322754
39107,38.0,36.177040100097656
01015,40.4,38.73324966430664
37095,40.0,40.57149887084961
19019,35.8,36.13283729553223
27121,36.7,37.720808029174805
21181,,40.81617736816406
42053,,40.6256160736084
46077,36.6,37.71961784362793
48375,37.2,37.530555725097656
48413,39.0,41.778865814208984
51580,41.5,40.314741134643555
54063,46.3,43.263505935668945
48499,41.3,42.61314010620117
18041,41.7,40.015106201171875
28023,41.4,40.784629821777344
04023,39.1,36.5042610168457
17007,36.7,35.595760345458984
28039,38.4,38.6460075378418
37113,41.8,44.424055099487305
40025,42.2,40.89976119995117
01043,41.5,39.92799758911133
39065,36.0,37.27249717712402
20105,41.0,40.41222381591797
22059,38.2,38.117225646972656
36123,38.7,36.770639419555664
21035,,36.54084014892578
48045,41.6,43.77833366394043
48265,40.8,42.8071403503418
20009,39.2,39.478525161743164
16075,35.2,36.41386795043945
48269,42.5,38.09013748168945
39161,36.7,37.82341384887695
46125,35.6,37.33823204040527
19129,38.1,36.578880310058594
26001,43.5,41.98069953918457
48165,34.0,35.77793312072754
13201,42.1,42.1981315612793
18013,42.7,38.74476432800293
19023,38.7,38.655263900756836
