county_fips,per_cancer,pred_outcome
17127,9.7,8.41644811630249
27017,9.1,7.853212118148804
37181,7.5,7.433978319168091
47079,10.5,8.810376644134521
06021,8.0,7.029632091522217
17093,6.6,6.396720886230469
19095,9.4,8.171527862548828
22003,7.2,6.73848557472229
18055,9.7,8.368974208831787
33001,10.4,8.753376007080078
46065,8.9,7.54322624206543
55027,8.9,8.038869380950928
28125,7.1,7.124214172363281
18103,8.8,7.705054044723511
20189,8.1,6.674718141555786
47047,9.6,8.296362400054932
01017,8.2,7.877898216247559
18127,8.6,7.74152398109436
25011,10.6,8.875412464141846
30051,10.1,9.318192958831787
48273,5.0,5.582091808319092
12007,9.3,6.691885709762573
17057,9.5,8.33095932006836
27065,9.8,8.57339096069336
20067,7.2,6.192050933837891
46035,9.1,8.148613929748535
48011,9.9,8.975840091705322
51740,6.6,6.38332986831665
31147,10.3,9.168031215667725
26037,9.5,7.728023529052734
27159,9.7,8.64588737487793
48171,11.5,9.839836597442627
13137,9.0,7.708506345748901
19155,8.6,7.684024333953857
25019,8.6,6.979498863220215
27027,7.6,6.486419200897217
31177,9.2,7.954528331756592
47165,8.8,7.093118906021118
20031,9.9,8.774548530578613
21211,8.7,7.361453294754028
28111,8.3,7.843902349472046
17053,9.7,8.110925674438477
40127,9.4,8.92902946472168
40105,8.9,7.9750237464904785
48209,6.1,5.692897796630859
55063,8.3,7.417354345321655
29039,10.3,9.026288509368896
19189,9.7,8.716360569000244
48369,6.7,6.478691816329956
48329,5.8,5.735647201538086
17201,8.5,7.550133943557739
26151,10.2,8.769516944885254
31127,8.8,8.092098474502563
40059,8.8,8.391692638397217
13123,11.3,9.25768232345581
18005,8.5,7.26445198059082
18131,10.0,8.327592372894287
26107,9.2,7.877691984176636
28145,8.3,7.378655195236206
36093,8.3,7.470496416091919
48189,6.3,6.125821590423584
54041,10.3,8.413299560546875
13201,9.6,8.253067970275879
40099,9.0,7.99225640296936
36051,9.1,8.015530824661255
28129,8.9,8.027106285095215
01089,7.9,6.801616191864014
18163,8.8,7.341906309127808
26053,11.5,9.620293617248535
37157,9.1,8.224379539489746
51520,10.5,8.302002906799316
12117,8.4,6.629352569580078
18045,9.7,8.407474040985107
21167,9.5,8.062702178955078
28019,9.2,8.410085678100586
29059,9.7,8.617949485778809
48395,8.8,8.03341293334961
48221,11.2,9.08522653579712
56005,7.3,5.97700572013855
31093,9.9,8.894198894500732
36037,9.2,8.188251495361328
38037,12.2,10.233497142791748
47169,6.6,6.714539289474487
49053,10.3,8.296163558959961
01075,9.9,8.465003967285156
24047,11.3,9.791450023651123
40053,9.3,8.834518432617188
46033,11.5,10.115392208099365
08001,6.1,5.9176483154296875
13003,7.1,6.794152736663818
18145,9.1,7.767049551010132
19141,9.5,8.59753704071045
27161,8.9,8.037966251373291
29063,8.8,7.2720627784729
