county_fips,per_HighBP,pred_outcome
13027,47.9,46.11151695251465
31095,37.6,39.18740463256836
51683,30.9,31.58398151397705
56021,30.3,29.838627815246582
13135,33.4,32.76727867126465
20001,36.5,39.78102111816406
27065,35.8,36.755313873291016
28107,48.6,48.06583786010742
31185,34.0,35.17865562438965
42063,,35.33926200866699
48327,44.2,43.42804145812988
29173,41.8,40.38445472717285
48151,40.0,39.32824897766113
51183,43.5,43.61747169494629
47183,38.3,39.2146110534668
26105,40.7,39.08934783935547
48159,38.4,38.2650146484375
08075,33.6,33.953168869018555
22119,49.4,47.29570388793945
31045,32.2,33.28464126586914
51139,40.0,39.24215316772461
13161,41.2,43.685041427612305
18117,41.8,40.74056053161621
27015,34.3,34.626792907714844
31079,32.8,33.33477210998535
21223,,41.08101272583008
55113,41.4,40.24168395996094
41027,32.1,31.849708557128906
21169,,44.605960845947266
26007,41.6,40.50198173522949
19095,36.8,33.700937271118164
13061,52.1,53.030975341796875
18177,40.9,38.21325492858887
29227,43.8,41.35104179382324
31157,37.7,36.12075614929199
39107,37.8,35.39425849914551
01015,44.8,41.652143478393555
37095,46.5,44.211618423461914
19019,35.6,33.596792221069336
27121,36.8,37.104644775390625
21181,,44.18158721923828
42053,,42.93254089355469
46077,35.5,36.44442176818848
48375,37.6,35.34819030761719
48413,37.1,41.9102668762207
51580,42.4,40.557931900024414
54063,47.7,43.30423355102539
48499,41.2,42.12550926208496
18041,42.6,41.45071983337402
28023,49.5,47.53660202026367
04023,35.7,33.51807403564453
17007,34.9,32.584699630737305
28039,39.8,40.012081146240234
37113,43.5,44.20783615112305
40025,41.9,38.95851135253906
01043,42.3,38.7365837097168
39065,38.1,36.917484283447266
20105,42.0,39.160390853881836
22059,38.4,39.0892448425293
36123,35.8,35.27021598815918
21035,,36.08182334899902
48045,43.4,42.891441345214844
48265,40.3,41.07437324523926
20009,38.3,40.15887641906738
16075,35.5,35.566707611083984
48269,45.0,37.83720588684082
39161,38.8,38.005062103271484
46125,34.3,35.042911529541016
19129,35.9,33.18458938598633
26001,46.0,43.06786918640137
48165,30.8,33.116902351379395
13201,46.1,45.586124420166016
18013,43.0,37.624935150146484
19023,38.8,36.01691246032715
40043,41.8,39.69154167175293
31151,32.0,35.781511306762695
37069,38.6,39.01125144958496
21219,,41.00175857543945
48393,36.3,37.74283218383789
54031,48.7,41.89877510070801
48399,38.2,39.21138954162598
