county_fips,per_heartD,pred_outcome
17127,9.1,8.333603858947754
27017,7.2,6.972742795944214
37181,8.0,8.492892265319824
47079,10.6,9.61856746673584
06021,7.4,7.108303070068359
17093,4.8,4.739971399307251
19095,7.5,6.698583126068115
22003,8.0,7.61526346206665
18055,8.9,7.996162176132202
33001,8.2,7.111952066421509
46065,6.6,6.418341875076294
55027,7.6,6.752706050872803
28125,11.6,8.928588390350342
18103,8.3,7.86925745010376
20189,7.8,7.291821241378784
47047,8.4,7.975562334060669
01017,9.7,8.559061050415039
18127,7.1,6.19111442565918
25011,7.5,6.858473300933838
30051,10.9,9.554675579071045
48273,6.6,5.949455738067627
12007,9.3,8.057974338531494
17057,8.7,7.743833065032959
27065,8.2,7.8540215492248535
20067,6.7,6.0684075355529785
46035,8.6,7.215622186660767
48011,8.4,7.238920211791992
51740,6.7,6.663694620132446
31147,10.1,8.534303665161133
26037,6.4,6.118546485900879
27159,8.3,7.986842155456543
48171,9.5,8.78397274017334
13137,8.1,7.357546091079712
19155,7.5,6.637067794799805
25019,5.8,5.069929361343384
27027,5.5,5.322807550430298
31177,7.2,6.311370611190796
47165,6.7,6.245147943496704
20031,9.3,7.900007724761963
21211,7.1,6.449923753738403
28111,10.4,8.574962139129639
17053,7.3,7.285126447677612
40127,12.3,10.462759017944336
40105,9.9,8.82036304473877
48209,5.5,4.750301122665405
55063,6.3,5.557844161987305
29039,11.4,9.711584091186523
19189,7.0,7.025237560272217
48369,8.2,6.858833312988281
48329,5.4,5.0704426765441895
17201,8.1,7.01015830039978
26151,9.1,8.867894649505615
31127,8.0,7.035685777664185
40059,9.1,8.25076174736023
13123,9.6,9.344988822937012
18005,7.2,6.25325345993042
18131,9.2,8.224155902862549
26107,8.6,7.679892301559448
28145,8.4,7.47360372543335
36093,6.5,6.368645668029785
48189,7.7,6.710490703582764
54041,10.0,9.62404727935791
13201,10.4,9.26657772064209
40099,9.8,8.149674415588379
36051,7.3,6.615387678146362
28129,9.8,8.930246353149414
01089,6.6,5.5745298862457275
18163,7.3,6.957404375076294
26053,10.6,9.295645713806152
37157,9.2,8.645364761352539
51520,9.4,8.139090776443481
12117,6.5,7.249181270599365
18045,8.3,7.895225763320923
21167,8.6,7.632811069488525
28019,9.7,9.185176849365234
29059,9.8,9.582930564880371
48395,8.3,8.12760305404663
48221,8.4,8.163236141204834
56005,6.0,5.026993751525879
31093,8.1,7.668431043624878
36037,8.3,7.2831902503967285
38037,11.6,9.48484468460083
47169,6.5,7.167149543762207
49053,6.8,7.075063228607178
01075,10.1,9.193646430969238
24047,8.7,8.127203464508057
40053,11.0,8.085349798202515
46033,10.2,9.26321792602539
08001,5.0,5.1517908573150635
13003,8.9,8.248048782348633
18145,8.4,7.11042046546936
19141,8.8,7.380322694778442
27161,7.0,6.631782054901123
29063,8.0,7.076379299163818
48437,8.9,8.229982614517212
53063,6.2,5.701798915863037
13023,7.8,7.273523807525635
29123,8.7,7.9770348072052
19063,8.3,7.786870956420898
38073,7.9,7.519708156585693
48315,10.9,9.881042957305908
01061,10.3,9.333234310150146
19159,8.6,8.097076892852783
27091,8.7,8.095531940460205
31045,7.1,6.439838886260986
36009,8.6,7.960179567337036
05011,9.9,8.705350399017334
13113,6.4,5.980194807052612
19081,7.7,7.592813968658447
27039,5.9,5.743171453475952
46069,8.4,8.438677787780762
48063,8.8,8.123143196105957
48335,7.3,6.696799278259277
05059,9.5,8.64265251159668
31157,7.9,7.170164108276367
37137,10.4,8.873918533325195
20065,9.8,8.999115467071533
48045,12.8,10.179929256439209
08023,10.3,9.868956565856934
22067,9.8,10.098658561706543
37175,9.1,8.671662330627441
39153,7.8,6.896069288253784
04013,6.5,5.575548887252808
17165,8.8,8.180708885192871
26025,7.7,7.481505632400513
18113,7.5,6.984304904937744
35051,12.5,10.197859287261963
48373,8.7,8.36009407043457
01033,8.9,8.243182897567749
19115,8.4,7.327550888061523
26065,5.4,5.267606019973755
39171,9.7,7.897317409515381
27025,6.5,6.320220947265625
56011,7.9,7.492489814758301
48103,7.1,6.066068649291992
33019,8.4,7.267314434051514
42117,9.4,8.444788455963135
42119,7.7,6.88206672668457
48069,8.3,7.288788557052612
21063,11.2,10.096950054168701
35003,14.4,10.840659141540527
22081,9.6,9.703553199768066
17117,8.8,7.994821548461914
47069,8.5,8.586597919464111
24025,6.0,5.53924298286438
31117,9.6,9.256020069122314
51595,9.0,8.172357320785522
19109,9.0,7.883695125579834
46021,10.7,8.195451736450195
19099,7.0,6.789098024368286
19117,9.5,8.279057502746582
55015,6.3,5.552684545516968
18091,8.4,7.4946129322052
19193,6.7,6.375052213668823
26067,6.9,6.664109230041504
48123,8.9,8.161158323287964
37037,8.5,7.512622833251953
48325,7.2,6.781325340270996
21165,10.7,10.943309783935547
55055,6.6,6.028901100158691
26117,7.4,7.616818904876709
26123,8.5,8.214047908782959
26149,8.6,7.678601026535034
48079,9.6,8.34496784210205
26023,8.6,8.068055152893066
37147,6.1,5.7255918979644775
37151,8.4,7.662532329559326
20011,8.6,7.797571182250977
48075,7.5,6.5111610889434814
48105,8.2,7.74443793296814
37069,7.5,6.77154803276062
20115,8.5,7.669557332992554
17061,8.5,8.07705569267273
48131,8.0,7.558660507202148
21025,10.0,9.968268394470215
46125,7.7,7.477794885635376
47005,10.2,9.956960678100586
45011,8.5,8.977203369140625
48013,7.4,6.828431606292725
