county_fips,per_asthma,pred_outcome
17127,10.6,10.449594497680664
27017,10.1,10.093971252441406
37181,11.1,11.286925315856934
47079,12.0,10.65503454208374
06021,10.8,10.486363887786865
17093,9.3,9.467464923858643
19095,9.3,9.32470178604126
22003,10.5,10.142974376678467
18055,11.5,10.36182165145874
33001,11.6,10.78823184967041
46065,9.3,9.344259262084961
55027,10.7,9.630702018737793
28125,12.0,11.681537628173828
18103,11.1,10.502774715423584
20189,10.5,10.200818538665771
47047,11.3,10.456017971038818
01017,11.4,10.796454906463623
18127,10.9,9.876008987426758
25011,10.8,10.813133239746094
30051,12.6,10.517865180969238
48273,9.5,10.138139724731445
12007,10.6,10.15068244934082
17057,10.5,9.866222858428955
27065,10.3,10.08875322341919
20067,10.2,9.619436740875244
46035,9.9,9.474494934082031
48011,9.7,9.123265266418457
51740,11.3,11.511064529418945
31147,10.1,9.492978572845459
26037,10.6,10.044379711151123
27159,10.5,10.070229530334473
48171,9.5,8.931145668029785
13137,10.7,10.131141185760498
19155,10.2,9.521449565887451
25019,10.5,9.258848190307617
27027,10.4,9.70421838760376
31177,8.9,9.151038646697998
47165,10.8,10.099070072174072
20031,11.2,9.963541030883789
21211,10.4,10.153847217559814
28111,10.9,10.442535877227783
17053,10.3,10.04893970489502
40127,12.9,11.41584825515747
40105,12.9,11.576380729675293
48209,9.4,9.585498332977295
55063,10.7,9.752138614654541
29039,11.2,10.173239707946777
19189,9.2,9.136109352111816
48369,9.9,9.651958465576172
48329,9.1,9.268738269805908
17201,10.9,10.675886154174805
26151,11.9,10.819247722625732
31127,9.5,9.524826526641846
40059,11.1,10.293484687805176
13123,9.8,9.64303207397461
18005,10.6,9.88803243637085
18131,11.2,10.43942928314209
26107,11.8,11.075318336486816
28145,10.1,10.432988166809082
36093,10.7,10.590315818786621
48189,9.9,9.613572120666504
54041,12.4,10.978141784667969
13201,11.3,10.701904773712158
40099,12.0,10.792267322540283
36051,10.9,10.643151760101318
28129,10.4,10.497034549713135
01089,9.9,9.456127643585205
18163,11.2,10.588932514190674
26053,11.6,10.382028102874756
37157,10.7,10.88497543334961
51520,11.0,10.541370868682861
12117,9.3,9.814733982086182
18045,11.1,10.423435688018799
21167,11.0,10.626172065734863
28019,10.0,10.389659881591797
29059,11.1,10.439072132110596
48395,10.0,10.282115459442139
48221,9.4,9.147427558898926
56005,10.5,9.609123706817627
31093,9.0,8.629467010498047
36037,11.0,10.712904453277588
38037,10.7,9.104630470275879
47169,11.0,10.04685640335083
49053,10.8,9.789898872375488
01075,10.4,10.424965381622314
24047,10.7,9.723969459533691
40053,12.3,9.838593482971191
46033,9.1,8.799960136413574
08001,11.3,9.979753494262695
13003,11.2,11.263678073883057
18145,11.5,10.206982135772705
19141,9.7,9.775022983551025
27161,10.1,9.79177713394165
29063,10.0,9.339179515838623
48437,9.8,10.062439918518066
53063,12.5,10.674935340881348
13023,10.8,10.325525283813477
29123,10.5,10.013397216796875
19063,9.8,9.692635536193848
38073,10.1,9.07489824295044
48315,10.4,10.287037372589111
01061,10.5,10.658196926116943
19159,10.0,9.231894969940186
27091,10.1,9.814647197723389
31045,9.8,9.392284393310547
36009,11.5,10.916767597198486
05011,11.5,10.568015575408936
13113,9.5,9.25730562210083
19081,9.7,9.573814868927002
27039,9.7,9.458742618560791
46069,9.9,9.11032772064209
48063,10.5,11.19939374923706
48335,9.3,9.004441261291504
05059,10.8,10.314850330352783
31157,9.3,9.69339370727539
37137,9.8,10.152812957763672
20065,10.3,9.723040103912354
48045,10.6,9.74218463897705
08023,10.9,10.738874435424805
22067,12.0,11.445915222167969
37175,9.2,9.422144889831543
39153,11.0,10.821128845214844
04013,10.2,9.64995813369751
17165,10.9,10.808075904846191
26025,11.8,10.73497200012207
18113,10.8,10.29907751083374
35051,11.1,10.604914665222168
48373,10.0,10.175987243652344
01033,10.4,10.660265922546387
19115,10.4,9.627050399780273
26065,11.7,10.598256587982178
39171,11.2,10.272676467895508
27025,9.6,9.309760570526123
56011,10.2,9.243900775909424
48103,9.4,9.057865619659424
33019,11.9,10.57916784286499
42117,11.1,10.743348121643066
42119,10.6,10.164964199066162
48069,9.3,9.335091590881348
21063,11.4,11.591021537780762
35003,11.2,10.205048561096191
22081,11.4,10.858463764190674
17117,10.3,10.426090240478516
47069,11.7,10.52859878540039
24025,10.5,9.827462196350098
31117,9.7,8.960665225982666
51595,12.4,11.880680084228516
19109,9.7,9.252110004425049
46021,8.9,9.10473346710205
19099,9.6,9.339675903320312
19117,10.3,9.866353034973145
55015,10.4,9.705551147460938
18091,10.9,10.620493412017822
19193,10.0,9.847932815551758
26067,11.1,10.522184371948242
48123,9.6,10.155941486358643
37037,9.5,9.2518630027771
48325,9.2,9.32920789718628
21165,11.8,11.932299613952637
55055,10.4,9.864824771881104
26117,11.2,10.65183687210083
26123,11.4,10.90880012512207
26149,12.3,10.582159519195557
48079,10.7,10.214857578277588
26023,11.6,10.460742473602295
37147,10.4,10.580491542816162
37151,10.6,10.146878719329834
20011,11.4,10.197938442230225
48075,9.6,9.400424003601074
48105,9.3,9.952596664428711
37069,10.2,10.4459810256958
20115,10.3,9.56475019454956
17061,10.6,10.105113983154297
48131,9.2,9.85809850692749
21025,12.1,12.2260160446167
46125,9.3,8.895537853240967
47005,11.6,10.828441143035889
45011,11.1,10.968114376068115
48013,9.2,9.709716796875
48017,9.1,9.312142372131348
42021,10.7,10.642040729522705
47067,13.1,11.79019021987915
47073,11.7,10.77185583114624
45039,11.5,10.657390117645264
51760,11.3,10.971120357513428
27079,10.2,9.318289756774902
48255,9.2,9.690002918243408
31003,9.0,9.062214374542236
29007,11.6,10.34867238998413
48035,10.4,9.863633632659912
48047,9.3,9.937396049499512
55107,11.0,9.955210208892822
51065,10.8,9.927493572235107
55131,10.8,9.612927913665771
27103,9.8,9.944218635559082
27117,10.1,9.918025493621826
27129,10.4,9.454705715179443
51111,11.0,10.944661617279053
51115,9.8,9.634169578552246
01057,11.1,10.64579153060913
42055,10.4,10.055076122283936
28049,11.7,10.986233234405518
18095,11.6,10.782269477844238
48177,9.9,10.10901689529419
16067,10.8,10.22336196899414
42085,11.2,10.405267715454102
29113,10.4,9.806787014007568
26093,10.6,10.000197410583496
26143,11.3,10.887479782104492
36005,12.0,11.84291934967041
39021,11.3,10.120556354522705
26161,10.8,10.005311012268066
31135,9.5,8.707175254821777
27151,10.0,9.824971199035645
38063,10.1,8.581815719604492
35047,10.2,10.824013233184814
29181,11.5,10.905813694000244
20173,10.3,10.546360492706299
13001,10.8,10.940447807312012
19021,9.3,9.736488819122314
17137,10.4,9.953320503234863
29229,11.2,11.05092477798462
17075,10.1,10.179550647735596
48271,9.0,9.177041053771973
