county_fips,per_diabet,pred_outcome
17127,14.4,13.340014934539795
27017,10.9,11.247303009033203
37181,16.2,18.274428367614746
47079,17.4,15.423693656921387
06021,12.6,12.594033241271973
17093,9.5,9.02673053741455
19095,11.5,10.44627571105957
22003,14.3,13.572103023529053
18055,14.0,12.929577827453613
33001,11.0,10.399194240570068
46065,9.0,10.257840156555176
55027,11.8,10.576367378234863
28125,24.1,19.477194786071777
18103,13.2,13.176708221435547
20189,14.3,14.328385353088379
47047,16.2,13.84534215927124
01017,18.2,16.769230842590332
18127,11.4,10.283655166625977
25011,9.7,9.735519886016846
30051,13.3,13.664011001586914
48273,14.6,13.258863925933838
12007,14.1,15.670269966125488
17057,13.5,11.959377765655518
27065,12.0,11.888392448425293
20067,13.0,11.345694541931152
46035,11.1,11.267260074615479
48011,13.4,11.485458374023438
51740,15.4,15.684166431427002
31147,14.3,13.048134803771973
26037,9.6,9.63438892364502
27159,12.4,12.059973239898682
48171,14.6,13.822096347808838
13137,12.9,12.934776306152344
19155,12.8,11.08504581451416
25019,8.8,8.371518850326538
27027,8.8,8.989062309265137
31177,10.4,9.592924118041992
47165,12.1,11.183592319488525
20031,14.3,12.111313343048096
21211,12.3,11.453959465026855
28111,17.0,14.789490699768066
17053,11.6,11.499743461608887
40127,18.6,16.982964515686035
40105,15.4,15.359504222869873
48209,10.9,8.873486042022705
55063,9.3,9.099573612213135
29039,15.4,14.267309188842773
19189,11.0,10.578950881958008
48369,16.7,13.548169612884521
48329,11.2,10.519108295440674
17201,13.6,12.48778772354126
26151,13.2,13.184831142425537
31127,11.3,10.63676929473877
40059,14.8,13.374995231628418
13123,14.1,14.601090431213379
18005,11.8,10.70133924484253
18131,13.8,13.281909942626953
26107,12.1,12.038871765136719
28145,13.6,13.728273868560791
36093,10.2,11.43432331085205
48189,16.1,14.440576553344727
54041,16.0,15.16136646270752
13201,16.9,16.756827354431152
40099,14.9,14.137479782104492
36051,10.3,10.541820526123047
28129,16.6,15.32622480392456
01089,12.1,11.347081184387207
18163,11.9,12.512206077575684
26053,14.5,13.292716026306152
37157,14.9,15.410075664520264
51520,15.0,13.533101558685303
12117,11.2,14.660018920898438
18045,12.9,12.89876127243042
21167,14.1,12.209470748901367
28019,16.5,15.71452522277832
29059,14.0,14.921343803405762
48395,15.4,14.493715286254883
48221,12.7,12.891342163085938
56005,9.3,8.803179740905762
31093,11.5,11.359223365783691
36037,11.3,11.68467092514038
38037,15.2,13.201874256134033
47169,12.1,12.237531661987305
49053,10.3,11.56880521774292
01075,15.7,15.489647388458252
24047,14.3,13.282011032104492
40053,15.6,12.467329978942871
46033,13.0,13.064586639404297
08001,9.6,9.751603126525879
13003,16.4,16.32921314239502
18145,13.4,12.29181957244873
19141,13.3,11.719905376434326
27161,10.4,10.671541213989258
29063,11.6,11.446199893951416
48437,16.7,15.836112022399902
53063,10.2,9.305583953857422
13023,13.1,13.974347591400146
29123,12.5,12.612300872802734
19063,12.9,12.247546195983887
38073,11.2,11.179630756378174
48315,18.4,16.301408767700195
01061,15.9,15.331690788269043
19159,13.4,11.900476455688477
27091,12.3,11.8570556640625
31045,10.4,10.464313983917236
36009,12.1,12.398974895477295
05011,18.1,16.162919521331787
13113,12.2,11.467743396759033
19081,11.8,11.04505443572998
27039,9.2,8.83693552017212
46069,10.5,12.326070785522461
48063,16.3,14.879846572875977
48335,14.2,14.310433387756348
05059,15.6,13.861008167266846
31157,13.0,12.667787075042725
37137,15.8,14.586032390594482
20065,14.8,13.389680862426758
48045,20.8,16.60740566253662
08023,17.7,16.815712451934814
22067,19.1,19.116732597351074
37175,12.6,13.2750825881958
39153,13.0,12.025125503540039
04013,11.4,10.640031337738037
17165,13.8,12.855396270751953
26025,12.5,13.038438320159912
18113,11.9,11.777749061584473
35051,16.7,16.295252799987793
48373,17.3,14.366976737976074
01033,14.6,14.108930587768555
19115,14.4,11.980540752410889
26065,8.8,9.64201021194458
39171,14.4,12.622887134552002
27025,10.1,9.581684589385986
56011,11.5,11.112843036651611
48103,15.3,13.488963603973389
33019,11.5,10.452751636505127
42117,12.8,12.63191556930542
42119,10.7,10.70475721359253
48069,16.4,14.069862842559814
21063,16.7,16.950971603393555
35003,19.0,16.34513807296753
22081,18.3,18.31739044189453
17117,13.2,12.430090427398682
47069,17.1,16.311805725097656
24025,10.8,9.785251140594482
31117,13.7,13.556566715240479
51595,20.2,18.78369903564453
19109,13.1,11.537952899932861
46021,12.3,11.669617176055908
19099,11.1,10.657635688781738
19117,14.4,12.647681713104248
55015,9.8,8.575963497161865
18091,14.0,12.354121208190918
19193,12.4,10.528671264648438
26067,10.7,11.116469383239746
48123,16.4,15.209971904754639
37037,13.5,12.484308242797852
48325,14.9,12.32633924484253
21165,17.2,17.285000801086426
55055,10.0,9.370579242706299
26117,11.4,12.273465633392334
26123,12.3,12.562543392181396
26149,12.5,12.444281101226807
48079,19.2,17.131386756896973
26023,12.6,13.05654001235962
37147,11.4,12.498441219329834
37151,13.1,13.222224712371826
20011,13.6,12.682026863098145
48075,13.3,13.071075439453125
48105,17.2,15.999999523162842
37069,13.3,12.7577223777771
20115,12.5,11.785942554473877
17061,13.1,12.567225933074951
48131,18.6,15.176321506500244
21025,15.9,16.129063606262207
46125,10.1,11.044610023498535
47005,16.9,15.634357929229736
45011,16.8,18.329041481018066
48013,15.9,13.383692264556885
48017,14.6,13.097664833068848
42021,12.6,12.708015441894531
47067,19.4,16.996413230895996
47073,14.7,14.406917095184326
45039,19.6,18.878291130065918
51760,13.6,10.967838287353516
27079,11.6,9.879272937774658
48255,14.6,13.814003467559814
31003,11.9,11.906700611114502
29007,13.6,13.029434204101562
48035,16.4,14.423163890838623
48047,20.1,20.100862503051758
55107,13.8,12.41373062133789
51065,13.5,11.711432456970215
55131,10.0,9.260567665100098
27103,9.8,8.843865394592285
27117,12.1,11.817959785461426
27129,12.6,12.16293716430664
51111,18.5,16.38395595550537
51115,15.7,13.571844100952148
01057,16.6,14.976972103118896
42055,11.5,11.770061492919922
28049,17.5,15.822620868682861
18095,13.3,13.034972190856934
48177,16.2,14.468496322631836
16067,12.4,12.74248456954956
42085,11.6,13.149977684020996
29113,10.6,11.009319305419922
26093,9.6,9.02571725845337
26143,15.3,14.451614379882812
36005,16.0,13.36144495010376
39021,13.8,12.417460918426514
26161,8.3,9.056050777435303
31135,12.5,12.421635150909424
27151,12.4,11.773763656616211
38063,12.2,12.314960956573486
35047,16.3,15.60416030883789
29181,14.2,16.128366470336914
20173,11.7,11.207722663879395
13001,15.1,16.235567569732666
19021,12.4,11.01308298110962
17137,12.6,11.91505479812622
29229,14.8,15.233436584472656
17075,13.5,12.716792583465576
48271,18.2,14.612703800201416
17095,13.7,12.783029079437256
20041,12.8,11.60413122177124
13237,16.3,15.506603717803955
13165,17.4,19.07624340057373
48507,21.0,17.250657081604004
39041,10.2,9.42174243927002
13255,14.8,15.070029258728027
13005,14.5,14.742992401123047
16003,14.2,13.762898921966553
48413,17.1,16.641892433166504
29147,10.9,10.307305335998535
31001,11.3,10.507137298583984
31005,11.7,12.219722747802734
48279,17.5,16.012298583984375
48275,16.6,14.506284713745117
48345,15.6,15.182278633117676
29115,14.1,12.752853870391846
13085,11.1,11.157617092132568
05037,16.8,14.764490127563477
55113,13.1,13.246881008148193
55129,12.6,12.340519428253174
42019,9.7,9.410142421722412
36013,11.8,12.672825336456299
29079,14.1,13.176299571990967
48281,15.2,13.185555458068848
48057,15.2,13.298310279846191
16065,5.1,8.370133876800537
19069,13.3,12.057417869567871
16007,11.4,11.764464855194092
19079,12.1,10.700235843658447
01101,17.1,14.497585773468018
13043,16.3,16.671310424804688
13051,12.5,12.906291961669922
19137,13.5,12.122599124908447
48385,20.4,20.19675922393799
08115,13.9,13.400444030761719
19161,12.1,11.355147361755371
48399,15.2,13.716755867004395
13119,13.4,14.575561046600342
12049,15.5,16.88227367401123
13147,14.1,14.382391452789307
39033,15.6,14.092583179473877
13199,16.8,18.19465732574463
34033,10.7,12.138542175292969
38083,13.3,12.938657760620117
05063,14.8,12.945854187011719
31043,13.6,12.811074256896973
51590,20.0,18.516969680786133
51640,16.2,15.237324714660645
51660,10.0,10.679835319519043
18049,14.2,12.511658191680908
39105,16.7,15.273948192596436
54045,18.5,15.79100751876831
54013,20.1,17.221290588378906
28053,23.7,20.781725883483887
29025,13.6,13.273386001586914
37133,8.5,10.226555824279785
54091,16.4,13.857621192932129
12121,14.3,15.663005828857422
53045,11.9,12.759618759155273
50003,9.6,10.109531879425049
54093,16.0,12.950666904449463
32027,11.5,12.83639144897461
32510,12.1,11.556036472320557
19131,12.1,10.672540664672852
13229,13.6,14.132333278656006
37061,15.3,16.335841178894043
37127,14.6,14.833033561706543
13211,12.4,13.102999210357666
18035,12.4,13.019016742706299
20185,13.3,12.45329761505127
26035,14.3,14.437568187713623
08017,10.2,11.772708415985107
26007,13.1,13.4911208152771
26011,14.1,13.655132293701172
20051,9.5,9.028375625610352
20165,13.9,12.62155532836914
26157,13.4,12.750917911529541
18009,14.7,13.908936023712158
46101,11.0,12.0997896194458
01071,15.6,14.447357177734375
18011,10.3,8.455812692642212
18133,11.7,11.320571422576904
18159,12.5,11.606424808502197
40021,15.4,14.458112239837646
46029,10.7,10.656303405761719
27087,15.6,16.89396095275879
20171,13.4,11.19404411315918
55025,8.3,8.651090621948242
13197,16.9,16.532651901245117
26095,14.5,13.630333423614502
29013,12.8,13.623499870300293
55121,11.2,10.239137649536133
51650,14.4,13.933969497680664
48301,12.8,16.000883102416992
40015,15.2,15.21890115737915
08019,8.5,8.5419282913208
08027,12.5,12.199158191680908
08005,8.2,8.301044464111328
48431,12.2,12.916609764099121
48485,13.1,12.14945363998413
48261,26.0,16.22714614868164
48263,14.4,12.207108974456787
48259,11.8,11.205567359924316
37113,14.1,14.970072746276855
40049,14.4,14.31894826889038
48449,15.8,14.232511520385742
31067,13.4,11.837027549743652
40109,12.5,12.129833221435547
36001,9.1,9.939398288726807
40005,15.5,15.410303592681885
40019,13.8,13.749624252319336
48287,15.9,13.833898544311523
51079,13.0,11.136565685272217
28061,18.3,17.816322326660156
28085,16.0,15.3104248046875
28041,13.8,13.729979991912842
54109,19.3,17.274625778198242
38023,12.9,12.599287033081055
21153,18.6,17.37152671813965
48375,16.0,15.578875064849854
13053,7.5,9.275623083114624
19053,11.4,11.785072326660156
31095,13.5,12.604052543640137
51179,11.5,9.6439847946167
37117,18.2,17.64484977722168
22007,16.7,15.975023746490479
31167,12.1,10.197888851165771
29141,15.1,15.955678939819336
48401,13.8,13.293671607971191
