county_fips,per_HighBP,pred_outcome
17127,39.6,39.89199638366699
27017,34.8,34.736345291137695
37181,43.7,46.808271408081055
47079,44.8,44.05857276916504
06021,32.6,32.716031074523926
17093,27.9,30.21976089477539
19095,32.2,33.86068534851074
22003,40.5,41.08294868469238
18055,39.2,38.78536796569824
33001,31.9,34.38210105895996
46065,31.9,32.828436851501465
55027,31.5,34.138505935668945
28125,55.5,51.900535583496094
18103,37.7,38.96206283569336
20189,35.4,36.70359992980957
47047,42.6,41.22148513793945
01017,46.8,45.3398494720459
18127,34.3,32.82570838928223
25011,30.0,31.976030349731445
30051,38.1,41.10880088806152
48273,31.1,32.10486602783203
12007,,41.65339469909668
17057,36.8,36.891273498535156
27065,35.4,36.8270149230957
20067,32.8,32.81758117675781
46035,34.5,35.12875556945801
48011,36.7,37.15823173522949
51740,40.8,42.06597709655762
31147,39.1,39.58054161071777
26037,33.6,31.97131061553955
27159,36.9,37.23798751831055
48171,39.5,40.65913391113281
13137,35.6,38.165945053100586
19155,33.0,33.80377388000488
25019,27.6,27.714155197143555
27027,28.9,29.18645477294922
31177,34.1,33.086599349975586
47165,34.8,35.50535774230957
20031,37.7,37.76098823547363
21211,36.5,34.9954833984375
28111,45.6,43.969072341918945
17053,35.8,35.82406044006348
40127,44.2,45.988128662109375
40105,43.3,43.37376594543457
48209,29.3,28.03683853149414
55063,28.9,29.492709159851074
29039,43.2,41.812612533569336
19189,31.5,33.697452545166016
48369,34.3,35.016685485839844
48329,29.1,31.030349731445312
17201,36.4,36.29570770263672
26151,39.4,40.39237594604492
31127,31.9,34.43186569213867
40059,40.6,41.07881736755371
13123,41.9,41.36348915100098
18005,33.8,33.82284355163574
18131,40.3,39.07882308959961
26107,35.9,35.605581283569336
28145,41.4,41.24427604675293
36093,33.2,34.60786437988281
48189,34.9,34.70907974243164
54041,44.0,42.862470626831055
13201,45.6,45.46041488647461
40099,42.7,41.44217491149902
36051,32.1,33.71970176696777
28129,46.3,45.12928581237793
01089,37.3,35.63435745239258
18163,35.4,37.20748519897461
26053,41.5,40.215755462646484
37157,38.8,42.584604263305664
51520,40.4,38.474334716796875
12117,,39.27292060852051
18045,38.4,38.15644454956055
21167,39.6,38.337018966674805
28019,48.2,44.72390174865723
29059,41.5,41.75985336303711
48395,41.3,41.455841064453125
48221,36.8,39.082542419433594
56005,29.1,29.074641227722168
31093,36.9,35.78399085998535
36037,34.8,35.28928184509277
38037,40.3,39.72039031982422
47169,34.4,37.1225643157959
49053,32.2,35.38882064819336
01075,44.4,44.31369209289551
24047,42.1,39.0682373046875
40053,42.9,39.6903076171875
46033,38.3,41.203758239746094
08001,24.8,28.19083023071289
13003,41.5,41.0413761138916
18145,36.1,36.821834564208984
19141,33.0,35.10162925720215
27161,31.3,34.17000198364258
29063,37.5,35.947208404541016
48437,39.0,40.26388931274414
