county_fips,per_depres,pred_outcome
17127,22.0,23.32261085510254
27017,26.6,21.895010948181152
37181,21.7,20.714043617248535
47079,30.2,26.8477201461792
06021,23.3,21.197641372680664
17093,19.5,20.2919282913208
19095,17.5,19.078304290771484
22003,28.0,25.107966423034668
18055,25.1,24.443222999572754
33001,24.8,23.21055030822754
46065,17.4,19.900385856628418
55027,24.2,20.33280372619629
28125,19.2,18.835200309753418
18103,23.8,24.696088790893555
20189,18.7,21.222025871276855
47047,26.6,21.902960777282715
01017,24.2,21.304330825805664
18127,22.5,20.74160861968994
25011,23.6,23.13046360015869
30051,26.3,23.592994689941406
48273,22.3,22.22514820098877
12007,23.6,21.40734100341797
17057,22.4,20.746246337890625
27065,24.7,22.51721954345703
20067,18.1,20.422378540039062
46035,18.5,19.69835376739502
48011,23.5,20.264784812927246
51740,22.5,19.92462158203125
31147,17.3,18.82648468017578
26037,24.2,22.0792293548584
27159,25.9,22.111462593078613
48171,22.1,20.398180961608887
13137,24.1,22.60767364501953
19155,20.2,19.847031593322754
25019,21.1,19.349206924438477
27027,27.4,23.40617275238037
31177,16.5,19.229328155517578
47165,29.6,25.231175422668457
20031,20.6,20.437633514404297
21211,24.8,24.150075912475586
28111,23.6,24.325480461120605
17053,22.5,21.162257194519043
40127,27.3,24.761414527893066
40105,28.4,23.926319122314453
48209,23.0,22.368284225463867
55063,24.4,21.583020210266113
29039,24.7,23.826343536376953
19189,17.6,19.53424835205078
48369,22.8,21.97546672821045
48329,22.1,21.405220985412598
17201,21.4,21.659831047058105
26151,25.5,24.2319393157959
31127,18.8,19.41287612915039
40059,25.9,21.669739723205566
13123,21.1,23.057720184326172
18005,22.8,22.58692169189453
18131,24.5,24.64370632171631
26107,26.9,23.959572792053223
28145,21.2,24.08663272857666
36093,20.1,21.430235862731934
48189,23.0,21.08968734741211
54041,28.5,25.92107105255127
13201,21.7,21.087655067443848
40099,26.1,22.93062114715576
36051,23.0,23.398755073547363
28129,22.3,22.81877899169922
01089,23.0,20.752626419067383
18163,24.6,24.43052864074707
26053,24.7,22.33100128173828
37157,24.1,23.286364555358887
51520,26.2,24.565787315368652
12117,19.0,20.889495849609375
18045,24.2,24.34242534637451
21167,26.2,24.81254482269287
28019,20.1,21.68781089782715
29059,24.6,25.60909652709961
48395,22.0,22.438109397888184
48221,21.4,20.97899341583252
56005,22.3,22.1796817779541
31093,16.7,15.777354717254639
36037,22.1,22.949294090270996
38037,19.6,17.412063598632812
47169,29.9,24.31100845336914
49053,23.2,21.88805866241455
01075,25.2,23.967339515686035
24047,20.4,18.55324077606201
40053,27.5,20.860190391540527
46033,16.1,17.743889808654785
08001,23.3,21.952364921569824
13003,22.9,23.66921901702881
18145,25.4,24.069950103759766
19141,18.0,20.254186630249023
27161,25.2,20.586071968078613
29063,22.2,21.87024688720703
48437,22.4,22.22356605529785
53063,29.4,24.06751251220703
13023,22.0,22.376338958740234
29123,23.5,23.618560791015625
19063,18.5,19.989681243896484
38073,19.1,18.184146881103516
48315,22.7,22.677003860473633
01061,26.8,24.179805755615234
19159,19.3,19.50768280029297
27091,23.9,21.07368755340576
31045,17.9,21.220827102661133
36009,23.5,24.106115341186523
05011,25.2,22.9375581741333
13113,18.3,18.607443809509277
19081,18.1,19.439559936523438
27039,24.3,20.69730854034424
46069,18.1,17.911437034606934
48063,23.5,23.628393173217773
