"county_fips","per_depres","pred_outcome"
"01001",25.1,22.260325
"01003",22.5,22.3421791666667
"01005",22.1,21.1318375
"01007",24.4,22.6492375
"01009",24.8,24.42615
"01011",21.1,19.6451375
"01013",22.5,20.9336208333334
"01015",24.6,22.5064458333333
"01017",22.7,21.2997583333333
"01019",25,23.6354125
"01021",24.5,23.1662458333333
"01023",23.3,21.2830666666667
"01025",22.6,20.5931083333334
"01027",24.4,23.7896500000001
"01029",25.5,23.6185583333333
"01031",24.3,22.8920958333333
"01033",24.5,23.7282916666667
"01035",22.3,20.7092166666667
"01037",22.2,21.2655375
"01039",24.3,22.6817541666667
"01041",23.8,22.1934666666667
"01043",25.4,25.0197416666667
"01045",24.8,22.5731625
"01047",20.3,20.22565
"01049",26.3,25.5358541666667
"01051",23,22.055325
"01053",24,22.2752500000001
"01055",24.9,23.5454333333334
"01057",25.7,23.9035625
"01059",25.1,23.537325
"01061",25.7,23.1897541666667
"01063",20.4,19.8019333333334
"01065",21.2,20.3898291666667
"01067",23,21.9051333333334
"01069",24.9,22.6362916666667
"01071",26.7,26.9852416666667
"01073",22.7,21.4826041666666
"01075",24.7,24.2523583333333
"01077",24.2,23.7862541666666
"01079",24.9,23.6113625
"01081",23.6,21.5801541666667
"01083",23.7,23.4515125
"01085",20.9,19.7949833333334
"01087",20.7,19.9099041666667
"01089",21.6,22.7435875
"01091",22.3,20.3744708333334
"01093",25.7,24.2734916666666
"01095",25.4,23.6002541666667
"01097",22.1,22.1327875
"01099",22.7,21.433975
"01101",21,19.580675
"01103",24,23.4949416666667
"01105",22.1,20.3679958333334
"01107",22.3,21.3737625
"01109",24.7,21.3295875
"01111",24.4,22.2323375
"01113",23.9,21.1375375
"01115",25,23.4961333333333
"01117",21.6,21.2542875
"01119",21.5,20.7807791666666
"01121",22.7,22.1919291666666
"01123",23.5,22.10945
"01125",25,22.1123041666666
"01127",26.6,24.1967083333333
"01129",24.1,22.04005
"01131",21.4,20.2418041666667
"01133",26.2,24.3619333333333
"04001",20.4,20.0138458333333
"04003",19.9,19.3064791666667
"04005",22.5,20.4817166666667
"04007",20.7,19.0345416666667
"04009",20.3,19.5577875
"04011",19.2,18.7854541666667
"04012",17.9,18.9092749999999
"04013",18.6,18.5434375
"04015",19.2,19.5151375
"04017",22.2,20.0425541666667
"04019",22.8,19.4743375
"04021",19.8,18.65775
"04023",16,19.7552833333334
"04025",19.3,20.2745958333333
"04027",17.9,18.8065
"05001",23.4,24.2835
"05003",25.6,24.2771916666666
"05005",25.7,25.457
"05007",23.7,23.5521583333333
"05009",25.4,25.4842708333334
"05011",23.2,24.5117708333333
"05013",23,24.4653583333333
"05015",24.2,24.5566
"05017",21.5,21.9236541666667
"05019",26,25.0602458333333
"05021",26.8,26.9019291666667
"05023",24.8,25.1573875
"05025",24.6,24.5966625
"05027",23.7,24.5490625
"05029",24.9,25.4527083333334
"05031",26.5,25.5093375
"05033",26.1,26.0079083333334
"05035",23.9,23.3058833333333
"05037",25.3,24.5317333333334
"05039",21.7,22.7628833333333
"05041",23.2,23.1726416666666
"05043",24.1,24.8397541666666
"05045",26.4,25.9304625
"05047",27,25.7290833333334
"05049",26.2,24.5974458333333
"05051",24.1,24.3654500000001
"05053",24.9,25.430675
"05055",27.8,26.7962958333333
"05057",22.1,23.9937041666666
"05059",23.9,24.4946166666667
"05061",24.3,24.6930333333333
"05063",26.1,26.3809916666667
"05065",25.6,25.1966583333333
"05067",26.3,26.5320208333333
"05069",21.5,22.2236541666667
"05071",25.4,25.9650458333334
"05073",23.9,24.6180375
"05075",27.3,26.5563333333333
"05077",21.3,22.5108333333334
"05079",22,22.8692083333334
"05081",24.5,24.3471
"05083",25.8,25.6182791666667
"05085",25.8,26.0643125
"05087",25.6,24.7733625
"05089",24.8,25.8383625
"05091",24.6,24.3633666666666
"05093",24.8,25.1044541666667
"05095",22.9,23.459075
"05097",25.2,25.6627708333334
"05099",24.1,24.5547083333333
"05101",24.7,25.2400999999999
"05103",23.2,23.5032125
"05105",25.1,25.304375
"05107",22.6,22.4244916666666
"05109",25.7,24.6940541666667
"05111",26.8,26.9052708333334
"05113",25,25.5717083333334
"05115",24.6,26.1896916666667
"05117",23.8,24.7090541666667
"05119",23.1,22.5281666666667
"05121",26.8,26.6803333333333
"05123",21.7,22.7572000000001
"05125",24.7,23.7923166666667
"05127",25.1,25.0219375
"05129",26,26.6090958333333
"05131",24.9,25.2653958333333
