"county_fips","per_stroke","pred_outcome"
"01001",3.7,3.37149583333334
"01003",3.7,3.55179583333334
"01005",6.1,5.30373749999999
"01007",4.6,4.1704375
"01009",4.3,3.91793333333333
"01011",7.2,5.85450000000002
"01013",5.7,5.15569166666667
"01015",4.2,3.99259583333334
"01017",5.6,4.83476249999999
"01019",4.6,4.21137083333333
"01021",4.1,3.90990000000001
"01023",6.4,5.14080416666667
"01025",5.7,5.12076666666666
"01027",5.3,4.498825
"01029",4.9,4.03992916666667
"01031",4.1,3.90153333333334
"01033",4.4,3.9177625
"01035",6.4,5.24214583333334
"01037",5.5,4.15579583333334
"01039",4.5,4.45316666666668
"01041",4.8,4.42406250000002
"01043",4.5,3.70044999999999
"01045",4.7,4.10240833333334
"01047",6.5,5.461175
"01049",5.3,4.264675
"01051",3.6,3.37468333333334
"01053",5.3,4.90917500000002
"01055",4.7,3.9051125
"01057",5.4,4.45882083333332
"01059",4.9,4.00132916666666
"01061",5.1,4.57150833333333
"01063",8.1,6.06585833333334
"01065",5.9,5.26847916666666
"01067",5.7,4.41625
"01069",4.7,4.0935125
"01071",5.1,4.12286249999999
"01073",4.1,3.76762916666668
"01075",5,4.44751666666666
"01077",3.8,3.55171249999999
"01079",5.1,4.09514583333334
"01081",3.3,3.0867375
"01083",3.5,3.1522125
"01085",7.1,5.51207083333333
"01087",6.3,5.29510416666666
"01089",3.3,3.01914583333333
"01091",5.9,5.04783333333332
"01093",5.3,4.21262499999999
"01095",3.9,3.7716625
"01097",4.7,4.11849166666667
"01099",5.8,5.19796666666666
"01101",4.7,4.20681666666666
"01103",4.4,3.66128749999999
"01105",7.1,5.64767916666667
"01107",5.4,4.89777083333333
"01109",3.8,3.9258125
"01111",4.9,4.45150000000001
"01113",5.2,4.22221250000001
"01115",3.6,3.60180416666666
"01117",2.8,2.97917499999999
"01119",5.8,5.87222916666666
"01121",4.9,4.39834583333333
"01123",5.2,4.49429583333333
"01125",3.5,3.25395833333334
"01127",5,4.07721249999999
"01129",5.5,4.64232916666668
"01131",7.4,5.9029625
"01133",5,4.39285
"04001",7.3,5.4617125
"04003",4.7,3.88440000000001
"04005",3.4,2.95736666666667
"04007",5.6,4.56888333333334
"04009",3.7,3.6560375
"04011",3.3,3.411325
"04012",7.4,5.88129583333332
"04013",3.2,2.94369166666667
