"county_fips","per_heartDisease","pred_outcome"
"01001",7.4,6.29492902755737
"01003",8.2,7.32405424118042
"01005",10.5,9.01082134246826
"01007",8.8,7.87654829025269
"01009",9.2,7.87474393844604
"01011",10.3,8.73598480224609
"01013",9.9,8.93623924255371
"01015",8.2,7.55022287368774
"01017",9.7,8.66844749450684
"01019",10.1,9.00520896911621
"01021",8.4,7.60463428497314
"01023",11.1,10.0656042098999
"01025",9.8,8.81008529663086
"01027",10.4,9.11027908325195
"01029",10.1,8.08079814910889
"01031",8,7.35456037521362
"01033",8.9,8.5374813079834
"01035",11.2,10.180100440979
"01037",10.5,9.17820930480957
"01039",9.2,8.83057403564453
"01041",9.2,8.49870586395264
"01043",9.6,7.54442262649536
"01045",9,7.57021522521973
"01047",10,9.03548240661621
"01049",10.5,8.89160060882568
"01051",7.3,6.5613842010498
"01053",9.6,9.00854778289795
"01055",9.5,8.11311912536621
"01057",10.6,9.26657581329346
"01059",9.9,7.85146474838257
"01061",10.3,9.37310409545898
"01063",11.5,11.686206817627
"01065",9.7,9.51875782012939
"01067",10.6,8.40329742431641
"01069",8.8,7.76550960540771
"01071",10.3,8.81442356109619
"01073",7.4,6.31135654449463
"01075",10.1,9.01898097991943
"01077",8,7.37784099578857
"01079",9.7,8.25980567932129
"01081",6.2,5.52464962005615
"01083",7.2,6.19531393051147
"01085",10.5,9.24897766113281
"01087",9.3,8.21835422515869
"01089",6.6,5.32444095611572
"01091",9.9,8.61099910736084
"01093",10.8,9.08365917205811
"01095",8.2,7.58399152755737
"01097",8.7,7.22659730911255
"01099",10,9.14973068237305
"01101",7.8,6.503662109375
"01103",8.9,7.01245784759521
"01105",10.7,11.2103643417358
"01107",9.5,9.22295570373535
"01109",6.8,6.69112348556519
"01111",9.7,8.49875450134277
"01113",8.4,7.58977603912354
"01115",7.6,7.18018245697021
"01117",6.1,5.57778310775757
"01119",8.6,9.17794704437256
"01121",9,8.44394397735596
"01123",10.1,8.65094470977783
"01125",6.5,6.21187162399292
"01127",10.1,8.41022968292236
"01129",10.2,8.53969192504883
"01131",11.1,10.1189947128296
"01133",10.6,9.13558197021484
"04001",11.4,9.15583992004395
"04003",9.3,7.82866477966309
"04005",6.2,5.53758382797241
"04007",11.1,10.1424188613892
"04009",7,6.59433889389038
"04011",6.5,6.1814079284668
"04012",14.9,12.0220823287964
"04013",6.5,5.67813634872437
"04015",11.5,10.0315752029419
"04017",10.2,9.3303337097168
"04019",7.1,6.27937269210815
"04021",8.1,7.21525764465332
"04023",8,8.04903030395508
"04025",10,9.06149864196777
"04027",8.7,7.96806383132935
"05001",10,8.58156871795654
"05003",11,9.35701274871826
"05005",12.3,10.1966991424561
"05007",6.5,5.27483320236206
"05009",9,8.3096809387207
"05011",9.9,8.17553901672363
"05013",9.2,8.38431167602539
"05015",10.7,8.25692081451416
"05017",11.2,9.52377891540527
"05019",8.2,6.96820974349976
"05021",10.8,9.05594158172607
"05023",11,9.56475353240967
"05025",10.9,8.15623664855957
"05027",8.3,7.8722677230835
"05029",10.4,8.14190673828125
"05031",7.9,6.12689113616943
"05033",9.3,7.62034511566162
"05035",8.2,7.40578699111938
"05037",9.8,8.71608448028564
"05039",10.6,8.92873477935791
"05041",11.1,9.4920129776001
"05043",8.6,7.626220703125
"05045",6.7,5.94409894943237
"05047",10.3,9.50772571563721
"05049",13.8,10.0724964141846
"05051",10,8.37300491333008
"05053",8.6,7.35360050201416
"05055",9.1,7.53920793533325
"05057",9.4,8.25639915466309
"05059",9.5,7.93275594711304
"05061",8.9,8.03988265991211
"05063",9.7,7.98561525344849
"05065",10.3,9.20479202270508
"05067",9.5,8.77016448974609
"05069",8.5,7.79952144622803
"05071",10.3,8.03651523590088
"05073",12.4,10.4114065170288
"05075",10.5,8.95953750610352
"05077",10.3,10.156681060791
"05079",8.3,7.14404678344727
"05081",9.4,7.93490934371948
"05083",10.3,8.32658100128174
"05085",7.8,6.5466628074646
"05087",10.1,8.6471004486084
"05089",12.8,10.4361524581909
"05091",9,7.90411996841431
"05093",9,7.6879563331604
"05095",11.6,10.22633934021
"05097",12.3,10.2759590148926
"05099",10.7,9.6712474822998
"05101",11.3,9.57901287078857
"05103",9.7,8.65008068084717
"05105",10,8.48490428924561
"05107",11.1,10.0590353012085
"05109",9.8,8.49808311462402
"05111",10.5,8.87066459655762
"05113",10.7,9.20050239562988
"05115",9.1,7.01892042160034
"05117",10.3,8.38687419891357
"05119",7.7,6.32030153274536
"05121",11,8.56214714050293
"05123",9.6,9.10770797729492
"05125",7.7,6.7782769203186
"05127",11.1,8.38251495361328
"05129",13,10.7270355224609
"05131",9.3,6.90130662918091
"05133",8.7,7.82914066314697
"05135",11.1,10.3274993896484
"05137",12.7,11.0119895935059
"05139",8.9,8.08567047119141
"05141",12.5,10.4815702438354
"05143",6.8,5.3139762878418
"05145",8.9,7.40942859649658
"05147",11.3,9.72416114807129
"05149",10.3,7.64583492279053
"06001",5.1,4.49049520492554
"06003",8,6.87841272354126
"06005",8.6,7.94892024993896
"06007",6.7,6.58895778656006
"06009",9.3,8.73207187652588
"06011",7.3,6.76023626327515
"06013",6,5.28045511245728
"06015",9,7.53535413742065
"06017",6.9,6.86311674118042
"06019",6.3,5.79113626480103
"06021",7.4,7.30151557922363
"06023",7.3,6.86989402770996
"06025",6.9,6.50399971008301
"06027",7.7,7.7853364944458
"06029",6.3,5.74025726318359
"06031",6,5.32054662704468
"06033",8.5,8.6017894744873
"06035",7.3,7.35343313217163
"06037",5.4,5.38770771026611
"06039",7,7.19918155670166
"06041",6.4,6.16019201278687
"06043",10.7,8.81234169006348
"06045",8.3,8.25063705444336
"06047",6.6,5.60441398620605
"06049",10.2,9.31778907775879
"06051",6.5,6.17865514755249
"06053",6.5,5.5577712059021
"06055",7.1,6.11482238769531
"06057",8.8,7.6596736907959
"06059",5.7,5.09120559692383
"06061",6.5,5.91629695892334
"06063",9.2,8.71636486053467
"06065",6,5.79888772964478
"06067",6,5.37817859649658
"06069",5.2,5.62588691711426
"06071",5.6,5.24231576919556
"06073",5.5,4.92000675201416
"06075",4.7,4.55773305892944
