"county_fips","per_obesity","pred_outcome"
"01001",38.9,35.509578704834
"01003",36.8,31.9228954315186
"01005",43.3,42.3631210327148
"01007",41.4,39.5592765808105
"01009",37.3,38.1129493713379
"01011",49.6,45.5097846984863
"01013",45,42.1529426574707
"01015",37.7,37.8631134033203
"01017",45.6,41.8219985961914
"01019",39.9,37.1611366271973
"01021",36.7,39.3707313537598
"01023",46,41.5024337768555
"01025",44,42.4376487731934
"01027",39.5,38.822021484375
"01029",39.6,37.7453117370605
"01031",34.2,39.5031852722168
"01033",40.6,39.7343673706055
"01035",44.4,43.0432167053223
"01037",42.9,40.9543800354004
"01039",43.8,38.679744720459
"01041",40.3,38.6042633056641
"01043",40,35.0755271911621
"01045",44.3,38.7622718811035
"01047",50.2,46.164722442627
"01049",39,41.4960479736328
"01051",36.4,37.6038398742676
"01053",43.4,41.6919326782227
"01055",41.4,38.9473152160645
"01057",39,39.9877243041992
"01059",39.4,39.8304138183594
"01061",38.6,41.059211730957
"01063",50.4,47.6125221252441
"01065",44.5,44.6699523925781
"01067",38.4,38.4004669189453
"01069",37.2,39.3550033569336
"01071",38.9,37.4063377380371
"01073",39.5,35.3244934082031
"01075",38.4,39.3941650390625
"01077",35.2,35.7761535644531
"01079",41.1,39.5892524719238
"01081",33.9,33.3200950622559
"01083",36.4,34.6580352783203
"01085",49.4,46.8235816955566
"01087",46,46.2253341674805
"01089",35.3,30.6554889678955
"01091",46.2,41.984935760498
"01093",39.7,39.2519798278809
"01095",38.3,37.8445510864258
"01097",42.1,38.5103340148926
"01099",42.5,41.4469375610352
"01101",44.2,37.0823059082031
"01103",38.7,35.8977127075195
"01105",48.3,47.2292518615723
"01107",43.8,42.7460517883301
"01109",37.7,38.3040084838867
"01111",40.3,39.152904510498
"01113",47.1,42.7739486694336
"01115",33.4,36.9147453308105
"01117",32,29.213586807251
"01119",42.4,47.7879791259766
"01121",42.6,40.9980850219727
"01123",41.8,37.8101844787598
"01125",39.5,39.2698402404785
"01127",43.1,37.8357048034668
"01129",41.4,40.4245491027832
"01131",47.8,47.60888671875
"01133",36.8,37.9380683898926
"04001",38.8,43.2221527099609
"04003",32.6,33.2187271118164
"04005",25.2,31.8319568634033
"04007",33.8,35.4822578430176
"04009",39.8,37.4882049560547
"04011",32.5,37.3247184753418
"04012",33.7,36.9422302246094
"04013",32.6,28.8073024749756
"04015",36.2,36.1791954040527
"04017",38.1,41.8874320983887
"04019",31.5,29.3689002990723
"04021",38.4,36.3485794067383
"04023",31.5,40.136604309082
"04025",27.1,30.1639842987061
"04027",40.5,39.4208793640137
"05001",40.9,39.4072608947754
"05003",41.9,40.496940612793
"05005",41,33.9801635742188
"05007",34.3,31.7235813140869
"05009",39,39.4194831848145
"05011",41.5,42.0326805114746
"05013",38.4,40.1156616210938
"05015",35.7,36.0660171508789
"05017",44.4,41.9643440246582
"05019",37.1,38.7205238342285
"05021",37.7,37.5511245727539
"05023",35.9,35.768238067627
"05025",40.9,37.89453125
"05027",38.5,40.8801651000977
"05029",41.5,37.1167411804199
"05031",36.9,37.7138519287109
"05033",39.7,37.4878234863281
"05035",41.3,41.8347549438477
"05037",38.5,41.7975578308105
"05039",43.6,39.4793586730957
"05041",45.1,44.2334632873535
"05043",40.4,38.5066528320312
"05045",36.3,35.9436111450195
"05047",40.2,39.6809730529785
"05049",38.8,36.294246673584
"05051",37.6,36.1388359069824
"05053",35.4,37.9654312133789
"05055",37.5,37.029842376709
"05057",40.8,40.4970703125
"05059",38.7,36.4274444580078
"05061",39.2,41.2545356750488
"05063",39.2,37.8796768188477
"05065",35.9,33.7123832702637
"05067",40.6,40.4483337402344
"05069",43.7,42.3165855407715
"05071",38.9,38.5239791870117
"05073",42.7,42.0697746276855
"05075",41,39.8875389099121
"05077",44.9,46.3843765258789
"05079",39.5,40.111629486084
"05081",38.6,38.5295448303223
"05083",38,38.852897644043
"05085",38.4,37.5443725585938
"05087",36,39.6584167480469
"05089",37.2,36.8038024902344
"05091",43.7,38.6723785400391
"05093",42.9,39.1253776550293
"05095",43,41.5921859741211
"05097",39.8,37.7038116455078
"05099",41.4,42.2827644348145
"05101",39.2,37.0876655578613
"05103",42.4,39.3095169067383
"05105",37.7,38.8006858825684
"05107",50.7,45.0410118103027
"05109",36.9,37.2633399963379
"05111",40.6,40.0209770202637
"05113",36.6,36.6202697753906
"05115",35.2,36.4536247253418
"05117",37.8,37.5988082885742
"05119",38.1,35.4406280517578
"05121",37.2,38.7760353088379
"05123",44.5,44.4948387145996
"05125",37.4,36.5682678222656
"05127",38.3,36.9799118041992
"05129",40.9,37.2279624938965
"05131",35.7,36.9377746582031
"05133",41.4,42.4926071166992
"05135",37.3,39.196174621582
"05137",36.9,38.201732635498
"05139",41.1,40.5307388305664
"05141",37,36.9689064025879
"05143",32.3,32.7759017944336
"05145",40.1,38.691780090332
"05147",40.9,38.0318794250488
"05149",38.6,38.2939758300781
"06001",19.6,22.2180824279785
"06003",29.3,26.3399677276611
"06005",27.5,32.9755096435547
"06007",30.2,31.9033889770508
"06009",29.6,33.7330474853516
"06011",32,38.0351943969727
"06013",28.6,25.2892570495605
"06015",33.9,36.5217399597168
"06017",24.7,31.1246719360352
"06019",38.6,37.4340362548828
"06021",33.6,39.238525390625
"06023",32.1,31.7876815795898
"06025",38,41.7947311401367
"06027",29.6,32.3868179321289
"06029",35.6,34.9049873352051
"06031",31.6,38.2987022399902
"06033",30.2,35.7647094726562
"06035",32.7,40.911376953125
"06037",26.2,28.7841033935547
"06039",34.9,39.9772682189941
"06041",23.5,23.9475860595703
"06043",31.8,33.3126831054688
"06045",29,34.2964820861816
"06047",34,37.429084777832
"06049",29.7,35.8617172241211
"06051",29.2,33.4650917053223
"06053",32.3,34.596321105957
"06055",28.4,29.2769203186035
"06057",29.8,28.9285469055176
"06059",25.7,24.2057552337646
"06061",25.9,29.163553237915
"06063",29.1,34.2013626098633
"06065",33.7,34.1736602783203
"06067",34.1,30.2304630279541
"06069",29,38.8849792480469
"06071",35.1,37.103385925293
"06073",25.3,24.9086494445801
"06075",17.6,18.0375633239746
"06077",33.7,36.0903549194336
"06079",26.6,29.2284450531006
"06081",21.7,21.0232753753662
"06083",30.1,27.7239189147949
"06085",22.2,19.6761627197266
"06087",28.2,29.1309146881104
"06089",28.8,34.2201194763184
"06091",31.3,33.0829544067383
"06093",32.6,34.0360336303711
"06095",32.7,31.9625072479248
"06097",28.2,30.3168869018555
"06099",34.5,34.0023536682129
"06101",31.6,37.0433464050293
"06103",31.9,37.3810501098633
"06105",32.5,34.8849983215332
"06107",37.6,38.8393249511719
"06109",30.4,34.5007209777832
"06111",28.9,28.1579856872559
"06113",26.2,32.463191986084
"06115",32.5,38.4064788818359
"08001",34.2,35.9708671569824
"08003",30.2,37.1345138549805
"08005",25.7,28.264404296875
"08007",25.1,28.4108219146729
"08009",30.2,34.6649169921875
"08011",32.7,37.9443550109863
"08013",18,22.1473350524902
"08014",24.7,24.4961795806885
"08015",25.7,27.6111011505127
"08017",27.3,38.3254547119141
"08019",25.9,24.9227924346924
"08021",30.3,35.9808807373047
"08023",33.6,35.3014984130859
"08025",33.6,37.8187980651855
"08027",27.4,29.6787815093994
"08029",28.5,31.5707302093506
"08031",23.6,21.3283939361572
"08033",27.1,33.6298370361328
"08035",21.4,27.7548198699951
"08037",23.2,25.0030612945557
"08039",25.7,29.7154788970947
"08041",27.7,28.9192371368408
"08043",29.3,33.2969398498535
"08045",26.9,31.2726764678955
"08047",26.5,26.2452297210693
"08049",25.4,29.2887496948242
"08051",22.8,23.4168529510498
"08053",25.7,30.9343585968018
"08055",28.5,32.0564727783203
"08057",28.9,31.5834732055664
"08059",25.1,24.2571048736572
"08061",29.1,39.6469688415527
"08063",30.1,37.0788078308105
"08065",26.5,28.7450389862061
"08067",24.9,24.0920372009277
"08069",20.4,25.0924491882324
"08071",30.9,34.0278701782227
"08073",30.1,34.2566680908203
"08075",29.3,35.4126243591309
"08077",29.9,31.9615116119385
"08079",27,26.0312385559082
"08081",29.7,36.9533500671387
"08083",30.3,32.9198837280273
"08085",33,32.7450218200684
"08087",30.9,36.6316223144531
"08089",31.1,34.0661697387695
"08091",25.1,25.0935955047607
"08093",25.9,26.5563621520996
"08095",29.7,37.4930191040039
"08097",21.1,23.1986713409424
"08099",30.8,35.1355781555176
"08101",31.2,34.4570426940918
"08103",27.4,35.6811027526855
"08105",26,33.1733779907227
"08107",25.2,22.5009593963623
"08109",30.6,34.7894744873047
"08111",27.8,26.9750480651855
"08113",25.7,19.247428894043
"08115",29.5,35.7986221313477
"08117",23.5,25.3846454620361
"08119",27.6,26.7976360321045
"08121",26.6,37.0978813171387
"08123",31.4,32.181999206543
"08125",27.6,34.5069770812988
"10001",38.9,39.5565490722656
"10003",37.7,33.1244735717773
"10005",38,32.8823280334473
"11001",24.7,23.4191608428955
"12001",30.2,32.9174270629883
"12003",37.8,38.0329246520996
"12005",35.1,36.206428527832
"12007",38.6,39.6917457580566
"12009",32.2,30.5383262634277
"12011",31.9,31.0751838684082
"12013",43.7,41.088623046875
"12015",33.2,32.2234802246094
"12017",33.8,31.4536571502686
"12019",35.7,34.8187294006348
"12021",25.9,29.5775985717773
"12023",38.1,39.3280601501465
"12027",43.1,40.0133895874023
"12029",43,37.2836227416992
"12031",33,33.0814666748047
"12033",32,34.8084144592285
"12035",33.1,32.4400100708008
"12037",36.8,34.8635101318359
"12039",44.2,43.7317276000977
"12041",36.8,38.5561180114746
"12043",38.9,38.5070037841797
"12045",38.4,36.3956832885742
"12047",38.9,43.3983039855957
"12049",39.3,42.5284118652344
"12051",38.4,41.8369407653809
"12053",33.3,36.8449554443359
"12055",34,33.9408302307129
"12057",31.4,29.5100555419922
"12059",36.1,37.9250869750977
"12061",31.8,31.3757991790771
"12063",42.4,39.5103225708008
"12065",38.3,39.3245849609375
"12067",39.9,40.5313339233398
"12069",34.2,34.8925437927246
"12071",30.6,31.5126438140869
"12073",30.8,32.1876220703125
"12075",38.6,39.0353775024414
"12077",41,39.6013717651367
"12079",36.3,41.2927017211914
"12081",33.1,32.1889343261719
"12083",38.4,37.4478530883789
"12085",26.5,27.9294719696045
"12086",30.5,32.6920890808105
"12087",30,28.2951736450195
"12089",32.8,33.3746223449707
"12091",33.4,32.2994194030762
"12093",39.7,40.1180725097656
"12095",32.6,28.8397331237793
"12097",31.3,37.1189346313477
"12099",29.6,29.4524230957031
"12101",34.4,33.2554054260254
"12103",31.9,31.9776840209961
"12105",40.9,38.4138336181641
"12107",39.2,39.5734214782715
"12109",26.7,27.209415435791
"12111",34.1,33.2070426940918
"12113",31.5,34.2990074157715
"12115",27.7,32.0359954833984
"12117",31.5,28.970308303833
"12119",32.2,31.9317016601562
"12121",44.6,38.6526374816895
"12123",42.9,39.5676651000977
"12125",42.5,37.2372894287109
"12127",32.9,34.0458831787109
"12129",38,37.8771896362305
"12131",31.5,32.8863334655762
"12133",41.2,39.9415245056152
"13001",40.6,42.3814353942871
"13003",42.2,42.3641700744629
"13005",41.2,40.9111328125
"13007",42.2,38.2530403137207
"13009",37.6,37.861946105957
"13011",37,36.0737800598145
