"county_fips","per_stroke","pred_outcome"
"01001",3.7,3.34110403060913
"01003",3.8,3.53065991401672
"01005",5.8,5.1748480796814
"01007",4.7,4.31796026229858
"01009",4.1,3.84293437004089
"01011",7.3,5.80225515365601
"01013",5.5,5.31040334701538
"01015",4.2,3.97815775871277
"01017",5.2,4.8078088760376
"01019",4.8,4.37220764160156
"01021",4,3.84677076339722
"01023",6,5.59442615509033
"01025",5.3,5.15496635437012
"01027",4.9,4.33100748062134
"01029",4.3,3.91237378120422
"01031",4.2,3.86931419372559
"01033",4.3,4.05786180496216
"01035",6.7,6.1355094909668
"01037",5.5,4.77591180801392
"01039",4.9,4.32346487045288
"01041",4.8,4.57964515686035
"01043",4,3.76974558830261
"01045",4.4,4.19209289550781
"01047",6.6,6.30861330032349
"01049",4.6,4.31625127792358
"01051",3.7,3.4901659488678
"01053",5.5,4.80005979537964
"01055",4.5,4.21123743057251
"01057",5,4.42277097702026
"01059",4.7,4.11383676528931
"01061",4.9,4.49789237976074
"01063",8.4,7.09574842453003
"01065",5.8,5.44530391693115
"01067",4.9,4.60108518600464
"01069",4.5,4.02171850204468
"01071",4.7,4.20141363143921
"01073",4.1,3.66414523124695
"01075",5.1,4.42677545547485
"01077",3.9,3.54350090026855
"01079",4.6,4.0997633934021
"01081",3.2,2.84191727638245
"01083",3.4,3.13927030563354
"01085",7.2,6.4057297706604
"01087",5.7,5.50351047515869
"01089",3.2,2.84371662139893
"01091",5.5,4.94826936721802
"01093",4.8,4.26882743835449
"01095",4,3.72093558311462
"01097",4.3,3.95303392410278
"01099",5.9,5.50289964675903
"01101",4.5,3.96892261505127
"01103",4,3.64846563339233
"01105",7.4,6.59552145004272
"01107",5.2,4.98348712921143
"01109",4,3.82502436637878
"01111",4.7,4.40037250518799
"01113",4.8,4.59690237045288
"01115",3.7,3.55766296386719
"01117",3,2.80331540107727
"01119",5.8,5.89099407196045
"01121",4.8,4.53422403335571
"01123",4.9,4.59427833557129
"01125",3.4,3.37625193595886
"01127",4.4,4.13496065139771
"01129",4.9,4.7632040977478
"01131",7.3,6.54988527297974
"01133",5,4.46890115737915
"04001",6,5.52909088134766
"04003",4.3,4.22469663619995
"04005",3.1,3.00445604324341
"04007",5.2,4.87325429916382
"04009",3.6,3.61141109466553
"04011",2.9,3.33204936981201
"04012",6.8,5.61673927307129
"04013",3,3.00940203666687
"04015",5.2,4.94052886962891
"04017",5.2,5.13464879989624
"04019",3.6,3.52268123626709
"04021",3.8,3.95415878295898
"04023",4.1,4.57404518127441
"04025",4.5,4.53331327438354
"04027",4.2,4.41129398345947
"05001",4.7,4.27161455154419
"05003",5.7,4.85700130462646
"05005",5.2,4.71274328231812
"05007",2.8,2.75722765922546
"05009",4.1,3.97036910057068
"05011",5.3,4.5922679901123
"05013",4.6,4.18945503234863
"05015",4.7,4.5787501335144
"05017",6.3,5.60320234298706
"05019",3.9,3.71518349647522
"05021",4.6,4.14796209335327
"05023",5,4.51835775375366
"05025",4.7,4.24722814559937
"05027",4.4,4.36404275894165
"05029",4.8,4.16578197479248
"05031",3.5,3.31665921211243
"05033",4,3.77083683013916
"05035",4.9,4.74538660049438
"05037",5,4.4465274810791
"05039",5.3,4.70420026779175
"05041",6.7,5.84012079238892
"05043",4.7,4.08524513244629
"05045",3.1,2.95612764358521
"05047",4.7,4.32610511779785
"05049",5.7,4.54251670837402
"05051",4.5,4.05800771713257
"05053",3.7,3.48040962219238
"05055",4,3.6879403591156
"05057",5,4.75311946868896
"05059",4.4,3.95720887184143
"05061",4.6,4.48392248153687
"05063",4.2,3.96924519538879
"05065",5.3,4.49090337753296
"05067",4.8,4.32181310653687
"05069",5.2,4.4147744178772
"05071",4.4,3.91043639183044
"05073",6.7,6.07175159454346
"05075",4.7,4.09917497634888
"05077",6.3,5.80781698226929
"05079",4.2,4.09728479385376
"05081",4.9,4.43482160568237
"05083",4.5,4.00395774841309
"05085",3.3,3.23794102668762
"05087",4.4,4.42469310760498
"05089",5.4,4.84991359710693
"05091",4.7,4.24505805969238
"05093",4.6,4.45339107513428
"05095",6.1,5.61278486251831
"05097",5.4,4.89700651168823
"05099",5.9,5.42768478393555
"05101",5,4.65203094482422
"05103",5.4,4.90578413009644
"05105",4.5,3.98898148536682
"05107",6.9,6.11960077285767
"05109",4.5,4.23917198181152
"05111",4.7,4.32473993301392
"05113",4.9,4.42189168930054
"05115",3.9,3.41778802871704
"05117",4.8,4.05353689193726
"05119",3.9,3.48023962974548
"05121",4.7,4.11540746688843
"05123",5.7,5.42703151702881
"05125",3.5,3.30339074134827
"05127",4.7,4.19284105300903
"05129",5.8,5.08958148956299
"05131",3.9,3.56082463264465
"05133",4.4,4.2445273399353
"05135",5.3,4.7715311050415
"05137",5.7,4.98830699920654
"05139",4.9,4.49924898147583
"05141",5.4,4.75670289993286
"05143",2.9,2.78183317184448
"05145",4,3.65585613250732
"05147",6,5.17355489730835
"05149",4.3,3.83889603614807
"06001",2.8,2.58526039123535
"06003",3.8,3.44245862960815
"06005",4,4.13414430618286
"06007",3.5,3.34717631340027
"06009",4.5,4.46386003494263
"06011",3.7,3.64385509490967
"06013",3,2.79094314575195
"06015",4.1,3.87321209907532
"06017",3.4,3.29692578315735
"06019",3.4,3.55094957351685
"06021",3.8,3.82292604446411
"06023",3.7,3.39773678779602
"06025",3.7,4.04617881774902
"06027",3.9,3.9191198348999
"06029",3.5,3.2775719165802
"06031",3.3,3.04973483085632
"06033",4.7,4.49799633026123
"06035",3.8,3.76614546775818
"06037",3.2,3.07128381729126
"06039",3.9,4.29795217514038
"06041",3.2,3.17014718055725
"06043",4.6,4.17032384872437
"06045",4.4,4.28789615631104
"06047",3.4,3.33117365837097
"06049",5.2,4.743896484375
"06051",3.2,2.91564869880676
"06053",3.4,3.21140456199646
"06055",3.4,3.27965712547302
"06057",4,3.80723237991333
"06059",2.9,2.76052522659302
"06061",3.1,3.09361100196838
"06063",4.6,4.29984092712402
"06065",3.3,3.26361656188965
"06067",3.2,3.02995586395264
"06069",2.9,3.24473261833191
"06071",3.2,3.14298057556152
"06073",2.8,2.75648927688599
"06075",2.6,2.54641366004944
"06077",3.3,3.33951687812805
"06079",3.3,3.27874970436096
"06081",2.7,2.6421639919281
"06083",3.2,3.00507569313049
"06085",2.4,2.54307126998901
"06087",3.1,3.09833788871765
"06089",3.9,3.67658185958862
"06091",5.2,4.72775983810425
"06093",4.7,4.4444146156311
"06095",3.3,3.20464491844177
"06097",3.3,3.31092357635498
"06099",3.4,3.21778178215027
"06101",3.7,3.54126811027527
"06103",4.3,4.20589590072632
"06105",5.7,4.89388704299927
"06107",3.4,3.30990767478943
"06109",4.1,4.25214004516602
"06111",3.1,3.02769875526428
"06113",2.7,2.81477880477905
"06115",3.4,3.48194885253906
"08001",2.6,2.81748652458191
"08003",3.4,3.34432148933411
"08005",2.7,2.56569004058838
"08007",3.9,3.6763322353363
"08009",5,4.39053964614868
"08011",4.9,4.59505319595337
"08013",2.5,2.38782286643982
"08014",2.3,2.32332348823547
"08015",3.6,3.29386305809021
"08017",3.9,3.71629190444946
"08019",3,3.09022974967957
"08021",3.9,4.23101425170898
"08023",4.8,4.7333664894104
"08025",3.5,3.506187915802
"08027",4.4,3.64292597770691
"08029",4.5,4.22990608215332
"08031",2.3,2.24476861953735
"08033",4.1,5.11695051193237
"08035",2.2,2.19830679893494
"08037",2.6,2.42444705963135
"08039",3,3.00766634941101
"08041",2.7,2.62085461616516
"08043",3.9,3.76996898651123
"08045",2.9,2.99480295181274
"08047",3.1,2.88377547264099
"08049",3.1,3.19836354255676
"08051",2.3,2.36521363258362
"08053",3.5,3.83022379875183
"08055",4.6,4.33163738250732
"08057",4.9,4.48781442642212
"08059",2.6,2.52874326705933
"08061",4.4,3.73489856719971
"08063",4,3.6332426071167
"08065",2.5,2.59951543807983
"08067",3.2,2.99801540374756
"08069",2.6,2.53963875770569
"08071",4.4,4.54254055023193
"08073",3.8,3.29598879814148
"08075",4,3.57256078720093
"08077",3.5,3.3067569732666
"08079",3.6,3.40241551399231
"08081",3.7,3.30749845504761
"08083",4.1,3.92255473136902
"08085",4.1,3.9509699344635
"08087",3.5,3.57269096374512
"08089",4.6,4.46948480606079
"08091",3.4,3.68044805526733
"08093",3.3,3.3458206653595
"08095",4.2,3.74753522872925
"08097",2.8,2.87878632545471
"08099",4,4.03625154495239
"08101",3.7,3.60318326950073
"08103",3.3,3.26516628265381
"08105",3.8,3.77290678024292
"08107",2.8,2.60001587867737
"08109",4.7,4.39433765411377
"08111",3.4,3.3328230381012
"08113",2.8,2.35769271850586
"08115",4.7,4.12999105453491
"08117",2.5,2.43330574035645
"08119",3.5,3.51604723930359
"08121",3.8,3.7535514831543
"08123",2.7,2.75904512405396
"08125",3.8,3.5285177230835
"10001",3.8,3.70266962051392
