"county_fips","per_HighBP","pred_outcome"
"01001",40.6,36.3377075195312
"01003",38.7,35.4677772521973
"01005",48.9,48.224063873291
"01007",42.3,42.2370223999023
"01009",40.5,38.4228057861328
"01011",52.4,51.0680923461914
"01013",47.7,48.0038299560547
"01015",41.3,39.9907264709473
"01017",46.8,47.2263832092285
"01019",44.3,42.6245231628418
"01021",41,41.4808578491211
"01023",51.1,49.9355163574219
"01025",47.7,48.5902481079102
"01027",45.1,44.4018669128418
"01029",42.3,39.0095329284668
"01031",39.1,38.2469711303711
"01033",42.1,41.8926010131836
"01035",49.9,50.9267578125
"01037",46.9,44.2708549499512
"01039",42,42.7802734375
"01041",43.5,44.5952072143555
"01043",40.9,37.9109497070312
"01045",42.1,39.0811347961426
"01047",51,51.4794921875
"01049",41.8,42.5848083496094
"01051",38.7,39.0099678039551
"01053",46.2,45.714527130127
"01055",42,41.8131713867188
"01057",45.7,44.6461753845215
"01059",41,40.8637580871582
"01061",43.4,44.4380989074707
"01063",57.7,55.4947319030762
"01065",49.6,51.6017036437988
"01067",45.5,43.8859252929688
"01069",43.4,43.0557975769043
"01071",42.2,42.2153244018555
"01073",41.8,37.0948486328125
"01075",44.4,43.4175567626953
"01077",39.4,38.6489524841309
"01079",43.4,43.1579971313477
"01081",34.8,31.0643539428711
"01083",37.9,33.9468727111816
"01085",53.9,52.8524398803711
"01087",48.4,49.5871467590332
"01089",37.3,31.8723964691162
"01091",49.6,48.1956443786621
"01093",42.9,42.3520088195801
"01095",39.6,38.3192138671875
"01097",41.5,41.636646270752
"01099",48.2,47.2766532897949
"01101",43.8,40.4890670776367
"01103",42.2,36.8083992004395
"01105",52.7,54.8770980834961
"01107",46.5,48.9956665039062
"01109",37.4,38.2337913513184
"01111",45.1,42.3016471862793
"01113",44.3,45.6930999755859
"01115",37.9,36.6491470336914
"01117",36.8,33.1845626831055
"01119",47.9,52.5493812561035
"01121",46,44.2968482971191
"01123",45.9,44.6963920593262
"01125",37.5,37.9256591796875
"01127",41.8,41.4260025024414
"01129",47.5,44.805103302002
"01131",53.8,54.6928634643555
"01133",43.3,41.9084014892578
"04001",36.4,43.8774566650391
"04003",36.9,37.8297157287598
"04005",25.2,30.5758781433105
"04007",37.1,42.4468612670898
"04009",29.7,34.8871192932129
"04011",26.8,32.2021217346191
"04012",44.8,46.3779258728027
"04013",29.3,30.6045246124268
"04015",39,40.8547477722168
"04017",37.5,47.6255073547363
"04019",31.4,32.4931449890137
"04021",33.3,35.7981262207031
"04023",31.1,44.4565238952637
"04025",36.5,38.8348999023438
"04027",33.3,40.5247955322266
"05001",42.7,42.0991516113281
"05003",46.3,44.4751052856445
"05005",46.7,43.9119148254395
"05007",32.6,31.0469093322754
"05009",41.2,38.3683128356934
"05011",45.2,44.2697792053223
"05013",43.7,41.905216217041
"05015",42.5,39.7173156738281
"05017",51.9,49.2824897766113
"05019",36.5,39.1823692321777
"05021",44.7,41.5825958251953
"05023",44.5,41.327018737793
"05025",45.1,40.1364097595215
"05027",41.8,43.5294914245605
"05029",45.1,38.2986755371094
"05031",36.9,34.6663665771484
"05033",40.3,39.5585708618164
"05035",45.4,45.6812553405762
"05037",44.1,44.3302001953125
"05039",48.6,43.6380882263184
"05041",50.6,48.3841857910156
"05043",41.7,39.6206207275391
"05045",33.6,34.3085899353027
"05047",44.8,44.5666999816895
"05049",49,43.3538932800293
"05051",41.4,40.2675628662109
"05053",39,36.0568351745605
"05055",38.4,37.3171348571777
"05057",44,44.3984756469727
"05059",41.5,38.7663955688477
"05061",42.3,43.8500747680664
"05063",42,39.6334075927734
"05065",44.8,38.1920700073242
"05067",44.3,43.7229461669922
"05069",48.8,43.239933013916
"05071",40.1,40.6418380737305
"05073",51.6,50.141918182373
"05075",40.8,41.2685241699219
"05077",50.8,50.8970832824707
"05079",41.2,39.9521293640137
"05081",42.4,39.2301559448242
"05083",43.1,40.512092590332
"05085",37.7,34.9002494812012
"05087",42,42.2726020812988
"05089",46.7,43.0799255371094
"05091",42.4,41.9762153625488
"05093",43.2,42.2795257568359
"05095",50.8,49.0618782043457
"05097",47.9,42.5991973876953
"05099",47.4,47.2959289550781
"05101",45,40.9298400878906
"05103",46.8,45.5516815185547
"05105",42.1,38.9685325622559
"05107",51.4,51.4612503051758
"05109",42,41.0336074829102
"05111",43.4,43.6263465881348
"05113",42.2,41.9573097229004
"05115",38.8,35.544734954834
"05117",43.7,39.3342475891113
"05119",40.6,36.2223014831543
"05121",43.9,40.5811920166016
"05123",49.2,47.2935447692871
"05125",39.2,36.0595474243164
"05127",43.7,40.3508033752441
"05129",47.6,45.3668174743652
"05131",39.3,36.7778129577637
"05133",39.8,42.7287712097168
"05135",46.5,45.0579948425293
"05137",48.7,46.2818946838379
"05139",42.7,43.5464859008789
"05141",46.5,44.6192436218262
"05143",31.6,30.8279399871826
