"county_fips","per_highChol","pred_outcome"
"01001",41.3,37.4849090576172
"01003",42.8,39.1039428710938
"01005",43,39.9003486633301
"01007",42.4,38.9682312011719
"01009",42.2,39.4017639160156
"01011",43.2,40.3944625854492
"01013",43.4,41.1147537231445
"01015",40.4,38.8297996520996
"01017",41.8,40.0402030944824
"01019",45.9,42.8792991638184
"01021",43.3,39.6297378540039
"01023",45.3,43.2885665893555
"01025",42,40.4938507080078
"01027",44.5,40.3668670654297
"01029",43.2,39.6610069274902
"01031",40.4,37.0261306762695
"01033",42.7,38.6825256347656
"01035",45,43.4427070617676
"01037",44.8,41.3529281616211
"01039",44.5,41.2140197753906
"01041",42.5,40.714542388916
"01043",41.5,39.1904258728027
"01045",42.1,38.8512802124023
"01047",44.1,40.0694465637207
"01049",42.6,39.9329261779785
"01051",40.6,37.3899154663086
"01053",42.8,39.6069641113281
"01055",42.5,39.4101066589355
"01057",43.4,41.594165802002
"01059",43.7,39.113582611084
"01061",43.6,41.9053153991699
"01063",45.1,42.6562690734863
"01065",42.1,39.4595680236816
"01067",43.9,41.3877220153809
"01069",40.2,38.2916679382324
"01071",43.2,40.752384185791
"01073",39.5,35.9213981628418
"01075",45.1,41.2671852111816
"01077",40.3,38.5229568481445
"01079",42.7,40.3234748840332
"01081",36.5,32.2861557006836
"01083",40.4,36.8234634399414
"01085",43,40.3918418884277
"01087",39.4,39.4846267700195
"01089",38.7,34.9679756164551
"01091",44.3,39.7074584960938
"01093",44.2,41.1223030090332
"01095",42.5,37.8058280944824
"01097",40.2,37.4462509155273
"01099",43.2,41.275562286377
"01101",38.1,34.9473648071289
"01103",41.8,37.5458831787109
"01105",43.5,41.9311752319336
"01107",42.6,40.7975921630859
"01109",36.6,35.0382843017578
"01111",44.4,40.6095924377441
"01113",41.1,38.919979095459
"01115",42.7,38.2885932922363
"01117",40.4,37.8878974914551
"01119",39.9,39.8203277587891
"01121",42.1,38.9983444213867
"01123",45.1,41.7834777832031
"01125",38,35.2988777160645
"01127",41.9,41.4125709533691
"01129",43.3,40.0203056335449
"01131",43.9,41.9060211181641
"01133",45.9,41.6137084960938
"04001",33.8,37.6385116577148
"04003",40.9,38.4552383422852
"04005",31.6,32.453727722168
"04007",40.6,41.0671806335449
"04009",33.2,35.2352485656738
"04011",34.8,34.0853538513184
"04012",43.4,43.4299621582031
"04013",36.5,37.4250907897949
"04015",41.9,40.3789138793945
"04017",36.3,39.2610816955566
"04019",37.9,37.1766090393066
"04021",40.3,39.5939331054688
"04023",39.1,39.3088531494141
"04025",41,40.2870788574219
"04027",35.9,39.8696136474609
"05001",39.5,38.3671112060547
"05003",42.2,40.8662147521973
"05005",41,43.6216621398926
"05007",32.8,36.0573234558105
"05009",40.2,39.3327827453613
"05011",41.7,39.1888961791992
"05013",41,39.4539680480957
"05015",42,41.2625923156738
"05017",41.9,40.0346527099609
"05019",35.6,36.5398292541504
"05021",41.1,40.9756507873535
"05023",42.5,40.7625427246094
"05025",40.7,39.4617691040039
"05027",35.9,37.6468086242676
"05029",41.3,39.2406311035156
"05031",36.4,34.7309532165527
"05033",40.8,38.4249649047852
"05035",39.2,37.7841835021973
"05037",40.4,39.3419494628906
"05039",41.4,39.2361221313477
"05041",42,40.275764465332
"05043",38.7,37.6067848205566
"05045",35.7,35.158447265625
"05047",41.6,40.9091186523438
"05049",43.6,43.5566482543945
"05051",39.3,40.3354301452637
"05053",39.5,38.0042915344238
"05055",38.7,38.3442573547363
"05057",39.5,39.2669334411621
"05059",40.4,38.4111366271973
"05061",39.3,38.9667434692383
"05063",40.3,39.9587554931641
"05065",42.2,38.9254760742188
"05067",39.4,39.6710510253906
"05069",39.4,37.3816184997559
"05071",40.5,38.7868156433105
"05073",43.4,44.2658805847168
"05075",40.4,39.9619255065918
"05077",39.7,40.6293334960938
"05079",37.1,37.712043762207
"05081",40.8,39.9413871765137
"05083",41.3,39.1744651794434
"05085",39,36.8674545288086
"05087",40.5,40.1850357055664
"05089",43.8,43.6192398071289
"05091",38.2,38.3806800842285
"05093",37.6,38.3946266174316
"05095",42.8,42.4036560058594
"05097",45.3,42.3741798400879
"05099",42.4,42.4484634399414
"05101",43.6,42.1716156005859
"05103",40.9,39.1322441101074
"05105",41.7,38.8452186584473
"05107",41.2,40.5398101806641
"05109",41.8,40.9213447570801
"05111",40.8,40.0804824829102
