"county_fips","per_smoking","pred_outcome"
"01001",14.5,15.767430305481
"01003",13,14.7343740463257
"01005",20.2,21.7096881866455
"01007",19.7,22.7038078308105
"01009",16.6,18.7359390258789
"01011",24.7,25.6968059539795
"01013",18.3,20.2721881866455
"01015",16.3,18.9480590820312
"01017",17.7,19.7605934143066
"01019",17.5,19.6813945770264
"01021",16.9,18.9598846435547
"01023",18.2,21.2943782806396
"01025",17.7,19.9796161651611
"01027",18.2,20.2563419342041
"01029",17.8,18.9157848358154
"01031",16.6,18.2727832794189
"01033",16.2,17.9187564849854
"01035",20.5,23.7010669708252
"01037",17.8,18.0923976898193
"01039",17.6,19.4068222045898
"01041",18.1,20.5512046813965
"01043",16.6,19.2298030853271
"01045",17.5,20.0065574645996
"01047",19.5,22.2994785308838
"01049",19.6,22.4158611297607
"01051",15.1,17.3323726654053
"01053",21.2,23.0968322753906
"01055",17.8,19.2247123718262
"01057",18.7,20.7552223205566
"01059",19.2,20.4342517852783
"01061",19.4,21.6898288726807
"01063",22.3,24.0940933227539
"01065",18.9,21.4395637512207
"01067",16.6,18.3381786346436
"01069",16,18.6327743530273
"01071",19,20.1923274993896
"01073",13.7,15.9983596801758
"01075",18.8,20.0334873199463
"01077",14.2,15.8822231292725
"01079",18.5,19.0860385894775
"01081",12.9,15.3489198684692
"01083",14.2,15.5183095932007
"01085",21.6,24.079761505127
"01087",15.6,18.8946685791016
"01089",11.8,12.3085451126099
"01091",17.5,19.1447010040283
"01093",18.5,21.0524215698242
"01095",16.6,18.2719078063965
"01097",15.4,18.0606555938721
"01099",19.7,21.4490623474121
"01101",14.4,15.8036909103394
"01103",16.1,16.7227058410645
"01105",21.9,24.8103618621826
"01107",18.7,21.5474815368652
"01109",14.9,17.872184753418
"01111",16.9,18.3857269287109
"01113",18.1,21.9442939758301
"01115",15.2,18.5828056335449
"01117",10.5,11.3789873123169
"01119",16.3,21.5322132110596
"01121",17.7,20.5424633026123
"01123",16.3,18.1309642791748
"01125",13.6,17.3454990386963
"01127",18.4,20.4362697601318
"01129",17.3,20.9472370147705
"01131",21.6,23.4116592407227
"01133",19.6,22.8224906921387
"04001",22.4,24.3459396362305
"04003",12.8,16.0216121673584
"04005",11.5,14.686224937439
"04007",15.4,18.018310546875
"04009",15.2,18.4883480072021
"04011",11.6,16.4307079315186
"04012",14.1,16.9372463226318
"04013",10.8,13.551474571228
"04015",16.1,17.7917823791504
"04017",18.8,21.383602142334
"04019",10.5,12.4007396697998
"04021",12.3,16.6051425933838
"04023",11.6,19.1813201904297
"04025",12,14.119140625
"04027",12.7,16.9175682067871
"05001",17.3,19.167308807373
"05003",20,21.2067947387695
"05005",16.6,17.3994693756104
"05007",11.7,12.2907552719116
"05009",16.4,19.9206008911133
"05011",18.9,20.2728080749512
"05013",16,17.7938480377197
"05015",17,17.8030967712402
"05017",19.7,21.1489524841309
"05019",15,18.792516708374
"05021",18.3,20.8290519714355
"05023",17.4,18.0028400421143
"05025",17.7,19.5156192779541
"05027",16.1,19.7843246459961
"05029",18.8,19.7796096801758
"05031",15.8,17.6834201812744
"05033",16.8,19.6477966308594
"05035",18.5,21.5666370391846
"05037",19.8,22.2014446258545
"05039",16.3,16.84423828125
"05041",22.3,24.6565055847168
"05043",17.4,19.0323925018311
"05045",13.6,16.0193309783936
"05047",19.5,22.2596454620361
"05049",20.4,19.3833789825439
"05051",15.5,15.8593978881836
"05053",15.6,17.8845653533936
"05055",18.5,21.1869220733643
"05057",17.7,21.4534969329834
"05059",18.6,20.0588836669922
"05061",17.1,20.902681350708
"05063",17.1,21.6347541809082
"05065",19.8,18.9230403900146
"05067",21.1,22.5653400421143
"05069",17.3,18.1450805664062
"05071",18.3,21.2815685272217
"05073",21.5,24.5392627716064
"05075",19.8,22.940731048584
"05077",22.3,26.0514125823975
"05079",19.9,23.053352355957
"05081",17.8,19.8197154998779
"05083",18,19.5220489501953
"05085",16,18.3720417022705
"05087",19,20.492301940918
"05089",18,19.3799209594727
"05091",19.1,20.6207084655762
"05093",18.8,22.2409725189209
"05095",19.1,20.8302154541016
"05097",17.8,19.6734352111816
"05099",20.4,25.028751373291
"05101",17.8,19.0021686553955
"05103",18.2,19.7585983276367
"05105",17.6,19.7143707275391
"05107",21,23.138599395752
"05109",17.4,19.2607498168945
"05111",20.4,23.6220684051514
"05113",18.6,19.5797119140625
"05115",16.4,18.4483203887939
"05117",17.3,17.5367488861084
"05119",13.4,15.0015726089478
"05121",20,21.68190574646
"05123",21.8,25.6608791351318
"05125",14.2,15.1814785003662
"05127",18.5,20.637622833252
"05129",20.9,22.558895111084
"05131",16.1,17.546480178833
"05133",18.8,22.4188213348389
"05135",19.3,20.9014568328857
"05137",19.7,20.8582801818848
"05139",17.6,19.8934745788574
"05141",19.3,20.9157104492188
"05143",13.4,14.6547698974609
"05145",17.4,19.9836368560791
"05147",20.2,21.1442985534668
"05149",18.4,20.0249938964844
"06001",9.3,7.95708560943604
"06003",11,13.5078525543213
"06005",12.2,14.3282022476196
"06007",12.8,14.8708372116089
"06009",13.4,15.1783618927002
"06011",13.4,17.4699363708496
"06013",9.3,9.4915018081665
"06015",15,16.8978118896484
"06017",10.4,11.6456460952759
