"county_fips","per_smoking","pred_outcome"
"12115",11.6,12.6809902191162
"12117",12.3,12.9671773910522
"12119",10.6,13.2630214691162
"12121",19.6,18.5575428009033
"12123",19.9,21.7934551239014
"12125",20.6,21.312183380127
"12127",13.5,14.5489349365234
"12129",17.3,16.9212055206299
"12131",15.7,13.9236860275269
"12133",20.7,22.1741561889648
"13001",18.4,25.9687480926514
"13003",20.5,24.6212291717529
"13005",21.3,22.5225620269775
"13007",17.5,18.3962650299072
"13009",16.3,18.5800552368164
"13011",21.5,17.4165496826172
"13013",14.4,16.2685852050781
"13015",15.4,15.9352016448975
"13017",22.5,22.8653373718262
"13019",20.3,19.3866481781006
"13021",17.5,19.5393028259277
"13023",15.5,20.2652778625488
"13025",20.9,21.5748233795166
"13027",21,22.9717769622803
"13029",14,13.1431341171265
"13031",14.1,17.2822093963623
"13033",18.5,20.6235866546631
"13035",18.6,20.4862804412842
"13037",23.7,23.7132225036621
"13039",17.4,17.8018436431885
"13043",21.2,20.8539924621582
"13045",14.3,17.8539409637451
"13047",14,16.5049800872803
"13049",21,22.0046634674072
"13051",13,15.2159509658813
"13053",15.2,15.64954662323
"13055",20.2,23.1324653625488
"13057",13.7,12.4105348587036
"13059",13.2,14.298924446106
"13061",15.4,21.2055988311768
"13063",18,18.6828994750977
"13065",22.6,24.0661754608154
"13067",9.5,9.9055347442627
"13069",20.4,22.2565670013428
"13071",21.2,21.0618228912354
"13073",15.2,13.1770248413086
"13075",19,20.9488201141357
"13077",13.5,13.7333364486694
"13079",18.9,21.1723232269287
"13081",18,20.2031421661377
"13083",14.8,16.9723644256592
"13085",12.6,12.9476480484009
"13087",18.7,20.1798858642578
"13089",13.3,12.330696105957
"13091",16.9,21.7854118347168
"13093",18.1,21.3796997070312
"13095",18.2,20.7375659942627
"13097",14.9,15.0227661132812
"13099",19.9,20.0013122558594
"13101",17.8,17.7798404693604
"13103",15.1,15.6481103897095
"13105",18.9,19.7900657653809
"13107",21.7,23.5356311798096
"13109",21.4,21.835636138916
"13111",17.2,15.0954113006592
"13113",10.2,9.83278369903564
"13115",17.8,18.1939258575439
"13117",10.3,9.19522857666016
"13119",18.2,20.8882160186768
"13121",10.6,10.5718774795532
"13123",14.6,16.1518726348877
"13125",17.8,20.7472476959229
"13127",13.1,15.6886930465698
"13129",20.2,18.6014995574951
"13131",19,20.5059356689453
"13133",13.8,14.4579963684082
"13135",11.9,12.3641605377197
"13137",16.9,17.5144577026367
"13139",17,16.4967460632324
"13141",21.3,23.8893623352051
"13143",18.5,18.9293918609619
"13145",14.7,13.7259302139282
"13147",15.5,16.769905090332
"13149",19.1,21.6960926055908
"13151",13,14.2310247421265
"13153",13.7,14.853006362915
"13155",19.1,20.969123840332
"13157",16.9,15.0400276184082
"13159",18.4,17.9739303588867
"13161",22.3,22.9813346862793
"13163",22.6,20.7016410827637
"13165",23,24.5904235839844
"13167",22.5,23.8860206604004
"13169",17.5,19.6140785217285
"13171",17,18.2866916656494
"13173",21.3,21.6868286132812
"13175",18.9,19.9172325134277
"13177",15.2,13.9260787963867
"13179",15.7,17.2359275817871
"13181",16,19.1839179992676
"13183",18.3,18.6805114746094
"13185",16.4,18.0038299560547
"13187",13.6,16.6025238037109
"13189",16.4,19.6297760009766
"13191",18.6,18.8262920379639
"13193",25.7,24.7393321990967
"13195",18.7,20.1591148376465
"13197",19.1,17.8915557861328
"13199",19.1,21.3522834777832
"13201",20.4,17.6516761779785
"13205",20.8,24.4830932617188
"13207",16,15.9071063995361
