"county_fips","per_asthma","pred_outcome"
"01001",10,10.0030918121338
"01003",9.7,9.5694580078125
"01005",11.2,10.5947952270508
"01007",10.7,10.4722309112549
"01009",10.5,10.3423671722412
"01011",11.9,11.4869470596313
"01013",11.2,10.716570854187
"01015",10.2,10.3038644790649
"01017",11.4,10.724757194519
"01019",10,10.2701168060303
"01021",10.1,10.19189453125
"01023",11.3,10.6957235336304
"01025",11.5,10.8234691619873
"01027",11,10.165114402771
"01029",10.7,10.1831855773926
"01031",10,10.082368850708
"01033",10.4,10.5970115661621
"01035",11,11.0350875854492
"01037",10.6,10.4279155731201
"01039",10.4,10.2552833557129
"01041",10.7,10.3198223114014
"01043",10.6,10.1741914749146
"01045",10.7,10.3446073532104
"01047",11.7,11.6748809814453
"01049",11.2,10.8853321075439
"01051",10.3,10.2628583908081
"01053",11.2,10.8139419555664
"01055",10.9,10.4113140106201
"01057",11.1,10.4931602478027
"01059",10.6,10.1969633102417
"01061",10.5,10.627555847168
"01063",12.4,12.0970039367676
"01065",11.5,11.0898656845093
"01067",11.2,10.1865329742432
"01069",11,10.3309755325317
"01071",10.9,10.3744840621948
"01073",10.5,9.95420742034912
"01075",10.4,10.0797214508057
"01077",10.1,9.78202247619629
"01079",11.2,10.549898147583
"01081",10.1,10.0660638809204
"01083",10.1,9.93442535400391
"01085",12,11.4098892211914
"01087",12.1,11.6966934204102
"01089",9.9,9.12110042572021
"01091",11.3,10.9923295974731
"01093",10.7,10.3937740325928
"01095",10.4,10.003267288208
"01097",10.9,10.4173107147217
"01099",11.3,10.6909637451172
"01101",11.4,10.7692213058472
"01103",10.3,9.9783239364624
"01105",12.2,11.9483919143677
"01107",11,10.8600845336914
"01109",10.7,10.8076543807983
"01111",10.8,10.6629400253296
"01113",11.6,10.8457365036011
"01115",9.9,10.2738914489746
"01117",9.5,9.59226894378662
"01119",12.1,12.1922597885132
"01121",11.4,10.6172647476196
"01123",10.7,10.5770931243896
"01125",10.8,10.6797122955322
"01127",11,10.3077440261841
"01129",11,10.4890632629395
"01131",12.4,11.7945966720581
"01133",10.1,10.2840633392334
"04001",15.1,12.3574333190918
"04003",10.3,9.99053764343262
"04005",11.1,9.82151222229004
"04007",11.3,10.8865394592285
"04009",10.8,10.1639499664307
"04011",10,10.0135231018066
"04012",11,10.3606328964233
"04013",10.2,9.29355907440186
"04015",10.8,10.4179630279541
"04017",12.9,11.3544521331787
"04019",10.2,9.36105918884277
"04021",11,9.66944694519043
"04023",9.7,10.5923776626587
"04025",11.1,9.85540008544922
"04027",9.8,10.188494682312
"05001",11.5,10.4034223556519
"05003",11.4,10.7021074295044
"05005",10.6,10.6428499221802
"05007",9.8,9.18459510803223
"05009",11,10.4236078262329
"05011",11.5,10.678240776062
"05013",10.9,10.1741752624512
"05015",10.4,9.97863006591797
"05017",11.7,11.103196144104
"05019",11.6,10.1511402130127
"05021",11.3,10.5990676879883
"05023",10.8,10.4305953979492
"05025",11.4,10.3354110717773
"05027",11.2,10.6913909912109
"05029",11.4,10.8227806091309
"05031",11.2,10.5529108047485
"05033",10.8,10.2990236282349
"05035",12.4,10.9898681640625
"05037",11.4,10.4975442886353
"05039",11.3,10.0190305709839
"05041",12.7,11.4272041320801
"05043",11.3,11.121374130249
"05045",10.5,10.1169023513794
"05047",11.1,10.3903093338013
"05049",11.8,10.3891735076904
"05051",10.6,9.6285514831543
"05053",10.7,10.2954025268555
"05055",11.2,10.3563470840454
"05057",11.6,10.5224351882935
"05059",10.8,10.4013996124268
"05061",10.9,10.6589345932007
"05063",11.1,10.6064443588257
"05065",10.6,11.0088920593262
"05067",11.6,10.6635866165161
"05069",11.8,11.0610914230347
"05071",11.3,10.6734371185303
"05073",12,10.8370132446289
"05075",11.6,10.792329788208
"05077",11.6,10.9037094116211
"05079",10.8,9.38408946990967
"05081",10.9,10.1068363189697
"05083",11.4,10.4322166442871
"05085",10.9,10.2995023727417
"05087",10.9,10.388840675354
"05089",10.9,10.6349048614502
"05091",11.6,10.5378885269165
"05093",12.1,10.6148262023926
"05095",11.9,10.8988637924194
"05097",11,10.1648960113525
"05099",11.6,11.4452724456787
"05101",11,10.5048179626465
"05103",11.5,10.4563484191895
"05105",10.9,10.673433303833
"05107",12.8,11.4849967956543
"05109",10.9,10.0507965087891
"05111",12.1,10.6740074157715
"05113",10.9,10.5677852630615
"05115",11.1,10.5231027603149
"05117",11.4,9.80536651611328
"05119",10.8,9.88384914398193
"05121",11.4,10.4598093032837
"05123",12,10.9221477508545
"05125",10,9.87000751495361
"05127",11.1,10.1773471832275
"05129",11.5,10.7694664001465
"05131",11.5,10.1364822387695
"05133",10.9,10.8351554870605
"05135",11.1,10.7153091430664
"05137",11.2,10.3271751403809
"05139",10.8,10.6648693084717
"05141",11.3,10.4481449127197
"05143",10.8,9.70204257965088
"05145",11.3,10.1902027130127
"05147",11.6,10.671835899353
"05149",11,10.2936353683472
"06001",8.9,8.40668296813965
"06003",10.3,9.88759517669678
"06005",10.5,9.26055908203125
"06007",10.7,10.7601289749146
"06009",10.6,10.4414291381836
"06011",10.6,10.0819673538208
"06013",9.5,8.53236198425293
"06015",11.6,10.2559947967529
"06017",9.8,9.86458587646484
"06019",10.8,10.5539598464966
"06021",10.8,10.0099306106567
"06023",11.6,10.8849573135376
"06025",10.2,10.470157623291
"06027",10.4,9.96448802947998
"06029",10.4,10.6058626174927
"06031",10.5,9.58039283752441
"06033",10.8,10.7636823654175
"06035",10.7,9.38277816772461
"06037",9.1,8.88043594360352
