"county_fips","per_depression","pred_outcome"
"01001",25.1,21.2841666666667
"01003",22.5,21.2431875
"01005",22.1,20.4883333333334
"01007",24.4,24.1263125
"01009",24.8,23.162875
"01011",21.1,19.7396458333334
"01013",22.5,20.7522083333333
"01015",24.6,23.5618125
"01017",22.7,21.6593333333333
"01019",25,23.1700208333334
"01021",24.5,23.5307083333333
"01023",23.3,21.3231041666667
"01025",22.6,21.006
"01027",24.4,23.5421041666667
"01029",25.5,21.2243333333334
"01031",24.3,22.7745416666667
"01033",24.5,22.9982916666667
"01035",22.3,23.0663541666667
"01037",22.2,20.184875
"01039",24.3,23.1352916666667
"01041",23.8,23.1469583333334
"01043",25.4,23.4195208333334
"01045",24.8,22.8608333333334
"01047",20.3,20.9712708333334
"01049",26.3,24.1553541666667
"01051",23,22.5888541666667
"01053",24,23.1045625
"01055",24.9,23.6704166666667
"01057",25.7,23.7655625
"01059",25.1,22.9193125
"01061",25.7,24.1879583333334
"01063",20.4,19.9597708333334
"01065",21.2,20.3990833333334
"01067",23,21.8743125
"01069",24.9,22.091625
"01071",26.7,24.0808333333333
"01073",22.7,21.4314375
"01075",24.7,23.7322916666666
"01077",24.2,22.2803958333333
"01079",24.9,23.242625
"01081",23.6,22.3798541666667
"01083",23.7,21.2836875
"01085",20.9,20.9972916666667
"01087",20.7,20.5525208333334
"01089",21.6,19.7103125
"01091",22.3,20.941625
"01093",25.7,24.4358125
"01095",25.4,22.8360416666667
"01097",22.1,21.6229791666667
"01099",22.7,20.8093541666666
"01101",21,20.6357291666667
"01103",24,22.3417291666667
"01105",22.1,21.1544791666667
"01107",22.3,21.7145833333333
"01109",24.7,22.0686875
"01111",24.4,22.6751875
"01113",23.9,21.6571666666667
"01115",25,22.4462083333333
"01117",21.6,19.7642291666666
"01119",21.5,20.4082291666667
"01121",22.7,22.6627083333333
"01123",23.5,21.6943958333334
"01125",25,22.3147291666666
"01127",26.6,23.5872291666667
"01129",24.1,22.76525
"01131",21.4,21.0332291666667
"01133",26.2,26.2425833333333
"04001",20.4,20.0513958333334
"04003",19.9,20.9030625
"04005",22.5,20.9975208333333
"04007",20.7,20.8363541666667
"04009",20.3,22.1693333333334
"04011",19.2,21.1169583333333
"04012",17.9,20.7347916666667
"04013",18.6,18.6152708333333
"04015",19.2,20.6500833333334
"04017",22.2,20.7983125
"04019",22.8,19.8238958333334
"04021",19.8,19.7852083333333
"04023",16,20.967
"04025",19.3,20.8047916666667
"04027",17.9,20.4401041666667
"05001",23.4,23.1386875
"05003",25.6,23.7179375
"05005",25.7,22.6876875
"05007",23.7,20.4333333333333
"05009",25.4,23.2163541666667
"05011",23.2,21.9662708333333
"05013",23,20.847
"05015",24.2,21.819875
"05017",21.5,20.5143958333334
"05019",26,23.4507708333333
"05021",26.8,24.6808125
"05023",24.8,22.5996875
"05025",24.6,24.0306875
"05027",23.7,23.309375
"05029",24.9,23.9171041666667
"05031",26.5,23.8017708333333
"05033",26.1,24.0211666666667
"05035",23.9,21.966625
"05037",25.3,24.6902916666667
"05039",21.7,21.0265416666667
"05041",23.2,23.1229375
"05043",24.1,23.0745416666666
"05045",26.4,23.1091666666666
"05047",27,25.4328958333333
"05049",26.2,23.3221041666667
"05051",24.1,22.0079375
