"county_fips","per_obesity","pred_outcome"
"01001",38.9,35.9358125
"01003",36.8,33.6730625
"01005",43.3,42.7133541666666
"01007",41.4,39.1726041666667
"01009",37.3,38.0672708333333
"01011",49.6,46.2738333333333
"01013",45,42.1412708333334
"01015",37.7,38.5725833333333
"01017",45.6,41.9773125
"01019",39.9,37.2095833333334
"01021",36.7,38.8222708333334
"01023",46,41.3728125000001
"01025",44,42.2524583333333
"01027",39.5,39.0749583333335
"01029",39.6,37.77975
"01031",34.2,38.5096875
"01033",40.6,38.9047916666668
"01035",44.4,42.2503333333334
"01037",42.9,38.9949375
"01039",43.8,38.7408125
"01041",40.3,38.4606666666666
"01043",40,37.4133333333333
"01045",44.3,38.6062083333333
"01047",50.2,45.7196041666667
"01049",39,40.4609583333333
"01051",36.4,37.6795625
"01053",43.4,42.3230208333332
"01055",41.4,38.8375625
"01057",39,39.6994583333334
"01059",39.4,39.613375
"01061",38.6,40.3083125
"01063",50.4,46.0383958333334
"01065",44.5,44.8059166666668
"01067",38.4,37.7526875
"01069",37.2,38.9395833333333
"01071",38.9,38.4024375000001
"01073",39.5,35.6373749999999
"01075",38.4,38.5268125
"01077",35.2,35.1388541666667
"01079",41.1,39.1753958333333
"01081",33.9,32.4972708333333
"01083",36.4,35.2792083333333
"01085",49.4,46.405
"01087",46,45.5431249999999
"01089",35.3,31.2308541666667
"01091",46.2,41.8328333333333
"01093",39.7,39.0102708333334
"01095",38.3,37.9890208333333
"01097",42.1,39.0949166666667
"01099",42.5,41.609375
"01101",44.2,37.0706458333333
"01103",38.7,36.5130833333333
"01105",48.3,46.4743750000001
"01107",43.8,42.2354791666668
"01109",37.7,38.5359166666667
"01111",40.3,38.6738541666668
"01113",47.1,42.3144791666667
"01115",33.4,37.2859375
"01117",32,29.9416041666667
"01119",42.4,46.8315416666668
"01121",42.6,40.646875
"01123",41.8,38.7128125000001
"01125",39.5,37.9424999999999
"01127",43.1,38.1807916666667
"01129",41.4,39.9952708333334
"01131",47.8,46.3341250000001
"01133",36.8,38.9105000000001
"04001",38.8,44.4655000000001
"04003",32.6,34.5228125000001
"04005",25.2,32.3043333333332
"04007",33.8,36.27340625
"04009",39.8,38.56675
"04011",32.5,37.5135625
"04012",33.7,38.8960208333333
"04013",32.6,30.21775
"04015",36.2,36.7420416666665
"04017",38.1,41.6926458333333
"04019",31.5,31.3477916666666
"04021",38.4,36.0662916666667
"04023",31.5,39.5682916666667
"04025",27.1,32.0293125
"04027",40.5,39.5161458333333
"05001",40.9,39.0154374999999
"05003",41.9,40.7809375
"05005",41,35.0242916666667
"05007",34.3,32.1281875
"05009",39,38.5550833333333
"05011",41.5,41.1880000000001
"05013",38.4,39.4256041666666
"05015",35.7,36.7592291666667
"05017",44.4,43.0534583333334
"05019",37.1,38.4351666666668
"05021",37.7,38.5428541666668
"05023",35.9,35.9116458333334
"05025",40.9,38.23575
"05027",38.5,40.0357291666668
"05029",41.5,38.2591041666667
"05031",36.9,37.6768958333334
"05033",39.7,37.9606875000001
"05035",41.3,42.1799375
