"county_fips","per_asthma","pred_outcome"
"01001",10,9.97666666666667
"01003",9.3,9.7375
"01005",10.8,10.88225
"01007",10.4,10.48275
"01009",9.9,10.2380625
"01011",11.5,11.3024791666667
"01013",10.9,11.0461666666667
"01015",10.6,10.3722916666667
"01017",10.7,10.755625
"01019",10.2,10.3099791666667
"01021",10,10.3010833333333
"01023",10.9,10.835375
"01025",10.8,10.9135625
"01027",10.4,10.4450625
"01029",10,9.86147916666668
"01031",10.2,10.2384166666667
"01033",10.3,10.4510416666667
"01035",11,11.1748333333333
"01037",10.3,9.99639583333334
"01039",10.2,10.3825
"01041",10.5,10.3929791666667
"01043",9.8,10.2540625
"01045",10.3,10.4029791666667
"01047",11.6,11.6682291666667
"01049",10.1,10.6233958333333
"01051",10,10.0910625
"01053",10.9,10.7215416666667
"01055",10.3,10.4054375
"01057",10.3,10.4640833333333
"01059",10,10.3731458333333
"01061",10.4,10.4821666666667
"01063",12,11.868375
"01065",11.3,11.1369791666667
"01067",10.3,10.4361458333333
"01069",10.4,10.3927083333333
"01071",10.3,10.3996666666667
"01073",9.9,10.2101041666666
"01075",10.3,10.3947916666667
"01077",9.9,9.78704166666669
"01079",10.5,10.3804166666667
"01081",10.1,10.441125
"01083",9.7,9.86266666666669
"01085",11.7,11.646375
"01087",11.7,11.726125
"01089",9.4,9.54666666666667
"01091",11,10.9373125
"01093",10.2,10.4050208333333
"01095",9.8,10.1350416666667
"01097",9.7,10.2615208333333
"01099",11.1,10.8837708333333
"01101",10.7,10.8554583333333
"01103",9.9,10.1019791666667
"01105",11.9,11.9349583333333
"01107",10.6,10.8594583333333
"01109",10.9,10.7426458333333
"01111",10.3,10.4467708333333
"01113",11,10.9033125
"01115",10,10.2717708333333
"01117",9.3,9.52385416666669
"01119",11.6,11.9481458333333
"01121",10.6,10.479625
"01123",10.3,10.3857708333333
"01125",10.3,10.6083333333333
"01127",10.3,10.3684166666666
"01129",10.5,10.4415625
"01131",11.9,11.6306041666667
"01133",10.3,10.4616458333333
"04001",14.3,11.7545416666667
"04003",10.4,10.2430416666667
"04005",11.7,10.496875
"04007",11.1,10.4146875
"04009",11.2,10.3574375
"04011",10.1,10.078
"04012",10.6,10.3812083333333
"04013",10,9.52895833333333
"04015",11,10.2689791666667
"04017",13.6,11.052
"04019",10.9,9.89781249999999
"04021",10.8,9.78612500000003
"04023",9.4,10.7869583333333
"04025",10.8,9.76039583333332
"04027",9.7,10.2116458333333
"05001",10.6,10.405875
"05003",11,10.7941041666667
"05005",10.2,10.3868333333333
"05007",9.2,9.59350000000001
"05009",10.2,10.3039375
"05011",10.8,10.6754583333333
"05013",10.3,9.91720833333335
"05015",9.8,10.07
"05017",11.1,10.9158958333334
"05019",10.9,10.4065208333334
"05021",10.4,10.4576666666666
"05023",10.1,10.3883125
"05025",10.5,10.6512708333333
