"county_fips","per_highChol","pred_outcome"
"01001",35.9,36.301875
"01003",38.9,38.1356041666666
"01005",39.4,40.3945
"01007",38.6,39.1049166666667
"01009",40,39.492625
"01011",37.9,39.4975416666668
"01013",39.8,41.1013541666667
"01015",37.4,38.5610625000001
"01017",39.5,40.008375
"01019",40.9,42.043625
"01021",38.3,39.7161875
"01023",41.7,42.4352083333333
"01025",38.8,40.8167291666666
"01027",40.6,41.2159375000001
"01029",40.1,39.710125
"01031",34.7,37.9082916666667
"01033",38.7,38.7672916666667
"01035",40.5,42.5983749999999
"01037",41.3,40.7420208333334
"01039",38.8,41.2237499999999
"01041",39.7,40.3451458333333
"01043",39.2,39.4795625
"01045",38.4,38.2931458333334
"01047",38.3,39.5899583333333
"01049",40,39.6935833333333
"01051",35.2,36.8512708333334
"01053",37.1,39.5204166666666
"01055",39.1,39.4160833333333
"01057",41.1,41.4002291666667
"01059",38.5,39.3399791666667
"01061",41.3,41.1969791666666
"01063",41.1,42.3499791666666
"01065",38.9,40.107
"01067",40.5,41.6502708333333
"01069",36.7,38.4132291666667
"01071",40.7,40.9062708333333
"01073",35.4,35.8738125000001
"01075",40.1,40.9863125
"01077",38.7,38.5733333333334
"01079",39.2,39.9402083333334
"01081",32.4,32.1971875
"01083",36.9,36.0659166666667
"01085",38.3,39.7808125
"01087",36.1,39.6026458333332
"01089",35.1,35.0147291666667
"01091",39.7,40.1896041666667
"01093",40.5,41.1549166666668
"01095",37.9,38.2548333333334
"01097",37.8,37.9576875
"01099",40.5,40.8183333333333
"01101",34.9,35.9052708333334
"01103",39.6,37.5395625000001
"01105",40.1,41.372625
"01107",38.4,40.4688958333334
"01109",33.6,35.5076666666667
"01111",39.1,40.7767291666667
"01113",36.6,37.9961875
"01115",38.4,38.3567916666667
"01117",35.5,36.0790833333333
"01119",37.3,39.4825416666667
"01121",39.5,39.5795
"01123",41.4,41.4997083333334
"01125",34.3,35.1213333333334
"01127",39.7,40.2610625
"01129",40.6,40.099625
"01131",39.6,41.7039791666667
"01133",40.5,41.5337500000001
"04001",33.6,37.9640416666667
"04003",36.9,38.0642083333333
"04005",27.3,33.3100416666667
"04007",34.5,40.0365208333332
"04009",32.8,36.4669375
"04011",29.7,34.5199583333333
"04012",41,42.3363124999999
"04013",33.3,35.5014166666666
"04015",37.2,40.4383958333334
"04017",34.8,39.6449375
"04019",34.1,36.262625
"04021",36.9,37.7528958333333
"04023",35.3,38.4477083333333
"04025",39.2,39.805625
"04027",35,39.2122291666667
"05001",36.6,38.6554999999999
"05003",37.3,40.379875
"05005",43.6,42.3622708333334
"05007",33.3,34.5097708333333
"05009",40.5,38.5470833333334
"05011",39.5,39.5075
"05013",37,39.4829583333334
"05015",39.2,41.0992291666666
"05017",39,40.4946458333333
"05019",32.4,36.1345833333333
"05021",39.1,40.78025
