"county_fips","per_arthritis","pred_outcome"
"01001",30,28.0163541666666
"01003",32.9,29.4637291666667
"01005",34.2,33.2492708333333
"01007",32.3,31.3796875
"01009",31.8,30.8503125
"01011",35.3,33.2741249999999
"01013",35.2,34.9550416666668
"01015",31.6,31.0799166666666
"01017",34.2,33.1788541666667
"01019",35.9,34.2415416666666
"01021",31.4,30.779
"01023",38.4,35.8975625000001
"01025",34.7,34.8850833333333
"01027",35.3,33.5999583333334
"01029",33.1,30.7197916666667
"01031",31,29.6397916666667
"01033",33.2,32.2317500000001
"01035",38.6,36.6513958333335
"01037",36.9,33.3765208333333
"01039",34.2,33.4929166666667
"01041",33.5,33.3340208333334
"01043",32.5,31.23225
"01045",31.8,30.8576458333333
"01047",35.3,35.5096458333333
"01049",32.5,31.67425
"01051",29.5,29.2331458333333
"01053",34.1,32.8832291666667
"01055",33.7,31.9026875000001
"01057",35.7,34.7107916666667
"01059",32.9,31.460625
"01061",34.7,34.3656041666666
"01063",39.2,37.0580208333334
"01065",34.3,35.0708125000001
"01067",34.8,34.0559374999999
"01069",32,31.1663958333333
"01071",35.4,33.8436875
"01073",28,27.6175208333334
"01075",35.3,34.5436250000001
"01077",30.5,29.5431875
"01079",33.4,31.8771041666666
"01081",25,23.1919375
"01083",29,26.7062916666667
"01085",36.7,35.8314375000001
"01087",31.7,34.3029791666667
"01089",27.6,22.9686666666666
"01091",35,34.0815625
"01093",34.8,34.8798541666668
"01095",30.8,29.0305
"01097",29,28.9405416666666
"01099",35.7,34.95625
"01101",29.9,28.252125
"01103",31.5,29.2135208333333
"01105",37.7,36.6639583333333
"01107",32.8,34.2093750000001
"01109",27.3,28.0047499999999
"01111",33.8,32.9721458333333
"01113",30.7,30.1618541666667
"01115",31.3,29.673875
"01117",27.5,25.6721041666667
"01119",32,35.2452500000001
"01121",32.2,32.5915833333334
"01123",36.3,33.8543333333333
"01125",25.5,26.7326041666666
"01127",34.1,33.0073541666667
"01129",35.2,33.8246666666667
"01131",37.3,36.4998958333334
"01133",36.3,35.5317291666667
"04001",28.2,31.8709583333333
"04003",31.2,31.1647083333333
"04005",21.8,23.4019583333333
"04007",35.2,33.2106666666667
"04009",23.3,27.31775
"04011",22.5,25.7594583333333
"04012",39,34.5461249999999
"04013",23.5,24.6404583333333
"04015",33.2,32.9365000000001
"04017",30.8,31.9957291666667
"04019",25.8,27.6314791666667
"04021",28.1,28.9661666666667
"04023",24,30.9179583333333
"04025",33.6,33.3159791666666
"04027",25,29.4175833333333
"05001",31.5,32.0553958333334
"05003",35.3,34.6728125
"05005",36.9,35.3437291666667
"05007",22.6,24.4406666666666
"05009",32.2,32.4252916666667
"05011",32.9,32.5597291666667
"05013",31.4,31.1934166666667
"05015",32.9,33.3297083333333
"05017",34.1,33.981125
"05019",26.7,29.12125
"05021",32.7,34.8917083333333
"05023",35.7,33.5387083333333
"05025",33.5,33.9765833333334
"05027",28.6,31.2801458333333
"05029",32.9,32.6995625
"05031",27.6,25.9816041666667
"05033",29.8,30.751125
"05035",29.5,29.7437916666667
"05037",31.9,33.0104375
"05039",33.5,33.0355416666667
"05041",34.9,34.3840208333334
"05043",29.9,30.601375
"05045",24.1,25.525875
"05047",33.6,34.0109583333333
"05049",37.1,35.0548333333334
"05051",33.6,31.9126458333333
"05053",29.5,30.1865416666667
"05055",30.3,30.1650625
"05057",30.9,33.3476666666667
"05059",29.6,31.3702291666666
"05061",31.2,32.518625
"05063",30.4,31.9785833333333
"05065",35.5,32.638375
"05067",30.8,32.2792291666667
"05069",30.6,31.3104166666667
"05071",30,31.3813958333333
"05073",36.9,36.6513958333334
"05075",32,33.1105625
"05077",32.1,34.7089166666667
"05079",26.2,28.0237916666667
"05081",33,33.5502083333334
"05083",33,32.4379791666667
"05085",27.6,27.3664166666666
"05087",32.4,32.178
"05089",37.4,36.3496666666667
"05091",30.4,30.6193958333333
"05093",29.8,29.5120625
"05095",35,35.9431875000001
"05097",36.2,34.9890208333333
"05099",35.3,35.8916041666667
"05101",35.2,34.5308333333333
"05103",32.4,34.0769583333334
"05105",32.1,32.9895
"05107",36.2,35.2761458333334
"05109",32.5,32.6173750000001
"05111",31.7,33.3368125000001
"05113",33,34.8151041666667
"05115",29.8,28.50875
"05117",34,31.2659791666667
"05119",26.8,27.3541458333333
"05121",32.7,33.7288541666666
"05123",30.6,32.8727916666667
"05125",27.7,28.8969583333334
"05127",32.6,32.9774583333334
"05129",37.7,36.3558958333333
"05131",27.8,28.1707291666666
"05133",28.5,29.0611875
"05135",36.5,36.558375
"05137",37.2,36.3035625
"05139",31,31.78375
"05141",35.8,36.148
"05143",21.7,22.5400208333333
"05145",30.1,30.4704791666666
"05147",35.5,35.0792708333334
"05149",30.4,30.3271458333334
"06001",19.3,19.1025208333333
"06003",27.9,30.3161458333333
"06005",27.7,31.4365833333333
"06007",23.8,26.9032916666667
"06009",31.1,33.4682083333333
"06011",22.6,26.3230416666666
"06013",21.8,22.4433125
"06015",27.1,29.2468125
"06017",27,28.6249583333333
"06019",21.7,25.0762083333334
"06021",24,28.1176458333334
"06023",25.9,28.0779791666667
"06025",20.7,27.4872708333333
"06027",28,30.8301041666667
"06029",21.2,22.8665416666667
"06031",19.3,22.2050416666666
"06033",29.8,32.165375
"06035",23.9,28.3720833333333
