"county_fips","per_smoking","pred_outcome"
"01001",14.5,15.637
"01003",13,14.8300416666667
"01005",20.2,22.3340625
"01007",19.7,22.2867291666667
"01009",16.6,19.0567708333333
"01011",24.7,24.8744791666667
"01013",18.3,20.8243333333333
"01015",16.3,18.9701666666667
"01017",17.7,19.9564166666666
"01019",17.5,19.1188125
"01021",16.9,19.6008958333333
"01023",18.2,20.7684791666667
"01025",17.7,20.7789791666666
"01027",18.2,20.128
"01029",17.8,17.8313125
"01031",16.6,18.6670208333333
"01033",16.2,18.64475
"01035",20.5,23.3614791666667
"01037",17.8,17.842625
"01039",17.6,19.7232291666667
"01041",18.1,20.2032291666667
"01043",16.6,19.1250208333333
"01045",17.5,19.38975
"01047",19.5,22.7275625
"01049",19.6,21.7507708333334
"01051",15.1,16.9320833333333
"01053",21.2,22.6212291666667
"01055",17.8,19.4093958333333
"01057",18.7,20.4982083333334
"01059",19.2,19.9924166666666
"01061",19.4,21.7667083333333
"01063",22.3,23.685375
"01065",18.9,21.0568125
"01067",16.6,18.0954791666667
"01069",16,18.7412916666667
"01071",19,20.2673125
"01073",13.7,15.7269375
"01075",18.8,20.4390625
"01077",14.2,16.4127291666666
"01079",18.5,19.6691041666667
"01081",12.9,14.318125
"01083",14.2,15.1036458333333
"01085",21.6,23.7595625
"01087",15.6,19.3680625000001
"01089",11.8,12.3079583333333
"01091",17.5,19.6097083333333
"01093",18.5,20.9267916666666
"01095",16.6,18.4627083333333
"01097",15.4,17.6825416666666
"01099",19.7,21.4245833333333
"01101",14.4,17.3549583333334
"01103",16.1,17.5165416666666
"01105",21.9,23.0895416666667
"01107",18.7,21.4498541666666
"01109",14.9,17.659875
"01111",16.9,18.8635
"01113",18.1,21.2595
"01115",15.2,17.8161875
"01117",10.5,11.7057916666667
"01119",16.3,21.6747708333333
"01121",17.7,20.15625
"01123",16.3,18.3928125
"01125",13.6,17.0358541666667
"01127",18.4,19.7765208333334
"01129",17.3,20.9067708333334
"01131",21.6,23.6654166666667
"01133",19.6,22.8715416666667
"04001",22.4,24.2177708333333
"04003",12.8,15.9163333333333
"04005",11.5,14.7570416666667
"04007",15.4,17.7245208333333
"04009",15.2,19.8023125
"04011",11.6,17.6677916666667
"04012",14.1,18.8995
"04013",10.8,13.1157083333333
"04015",16.1,18.4157291666667
"04017",18.8,21.0589375
"04019",10.5,13.7992708333333
"04021",12.3,16.3903958333333
"04023",11.6,19.13675
"04025",12,14.3575625
"04027",12.7,18.0024583333333
"05001",17.3,19.5378333333333
"05003",20,21.8155625
"05005",16.6,17.6045208333333
"05007",11.7,13.0771875
"05009",16.4,19.7935208333333
"05011",18.9,20.554875
"05013",16,17.2815
"05015",17,17.8995416666667
"05017",19.7,21.5574166666667
"05019",15,18.2229583333334
"05021",18.3,20.8917083333333
"05023",17.4,17.7097291666667
"05025",17.7,20.5400416666667
"05027",16.1,19.8246041666666
"05029",18.8,20.4750625
"05031",15.8,17.5120833333333
"05033",16.8,19.5317083333333
"05035",18.5,21.0567291666667
"05037",19.8,21.5213958333333
"05039",16.3,18.9001041666667
"05041",22.3,24.0597916666666
"05043",17.4,19.0712083333333
"05045",13.6,15.8294791666667
"05047",19.5,22.2072291666667
"05049",20.4,19.3061041666667
"05051",15.5,16.013875
"05053",15.6,18.038375
"05055",18.5,20.14025
"05057",17.7,21.5649374999999
"05059",18.6,20.178375
"05061",17.1,21.2139375
"05063",17.1,21.6171875
"05065",19.8,17.8503333333334
"05067",21.1,22.7190208333334
"05069",17.3,19.6624375
"05071",18.3,21.161625
"05073",21.5,24.2618541666667
"05075",19.8,22.4760416666667
"05077",22.3,25.5670833333334
"05079",19.9,22.5099583333333
"05081",17.8,19.8993541666666
"05083",18,19.8897916666667
"05085",16,18.3908333333334
"05087",19,20.7911875
"05089",18,20.0583333333333
"05091",19.1,20.2229375
"05093",18.8,21.9440208333333
"05095",19.1,20.6774791666667
"05097",17.8,19.4544166666667
"05099",20.4,24.9210625
"05101",17.8,18.1294791666667
"05103",18.2,19.9061041666667
"05105",17.6,20.4813333333334
"05107",21,23.5436041666666
"05109",17.4,19.1663333333333
"05111",20.4,21.8905625
"05113",18.6,20.5320833333334
"05115",16.4,17.8038958333333
"05117",17.3,17.0586875
"05119",13.4,15.4226458333333
"05121",20,22.2859791666667
"05123",21.8,25.3553333333333
"05125",14.2,15.5177708333333
"05127",18.5,21.1908125
"05129",20.9,22.8252083333333
"05131",16.1,17.4651875
"05133",18.8,22.548625
"05135",19.3,21.5633958333333
"05137",19.7,20.6371875
