"county_fips","per_diabetes","pred_outcome"
"01001",13,11.2014375
"01003",13.1,11.263
"01005",18.9,18.2629375
"01007",15.1,14.0476041666667
"01009",14,12.718
"01011",22.4,19.5320416666666
"01013",18.2,17.9102291666667
"01015",14.5,13.7535416666667
"01017",18.2,16.578875
"01019",15.2,13.9675
"01021",13.7,13.4864791666667
"01023",20.3,17.601375
"01025",18.5,17.9246666666667
"01027",16.6,14.3922291666667
"01029",15.4,13.078
"01031",13.6,13.0875416666667
"01033",14.6,13.564
"01035",20.4,18.1935416666666
"01037",18.1,14.6667291666667
"01039",14.6,14.4913125
"01041",15.8,14.447875
"01043",14.1,12.654
"01045",15.6,13.6790208333334
"01047",21.4,19.8886875
"01049",16.4,14.59225
"01051",12.9,11.8025625
"01053",17.6,16.1334375
"01055",15.4,13.7287916666667
"01057",16.6,15.039625
"01059",15.8,13.765
"01061",15.9,15.1236666666667
"01063",24.9,20.7884791666667
"01065",19.3,18.4968333333333
"01067",17.8,14.643125
"01069",15.3,13.9914166666667
"01071",15.6,14.2213125
"01073",14.3,12.3412291666666
"01075",15.7,14.3255208333333
"01077",12.7,12.1407083333333
"01079",16.1,13.9874791666667
"01081",11.5,10.0626458333333
"01083",12.8,10.78075
"01085",22.7,19.7936666666666
"01087",20.2,18.951375
"01089",12.1,10.32125
"01091",19.1,17.0379583333333
"01093",15.9,13.812875
"01095",13.3,12.7701041666667
"01097",15.4,14.209875
"01099",19,17.7878125
"01101",17.1,14.6374583333333
"01103",15.3,12.2245625
"01105",22,20.3495625
"01107",17.2,17.2431458333334
"01109",13.1,12.929
"01111",16.2,14.5021875
"01113",17.5,16.0110416666667
"01115",12.6,11.738125
"01117",10.9,9.60885416666668
"01119",18.7,20.3987708333333
"01121",16.9,15.5044583333333
"01123",16.9,15.2411041666667
"01125",12.2,11.9956041666667
"01127",15.8,13.5528125
"01129",17.4,15.3893125
"01131",23.1,20.5321041666666
"01133",15.5,14.6369166666667
"04001",20.1,18.44275
"04003",13.9,12.5453541666666
"04005",9.9,10.56775
"04007",16.5,14.67975
"04009",12.9,13.1346041666666
"04011",12,11.4791041666667
"04012",19.7,16.3946875
"04013",11.4,10.7070833333333
"04015",15.7,14.5623958333333
"04017",16,17.4107916666666
"04019",11.7,11.1330208333333
"04021",14,12.27775
"04023",16.9,15.0183958333333
"04025",13.8,13.1124583333333
"04027",15.5,14.9539166666667
"05001",17.2,14.0832916666666
"05003",18.6,16.0071875
"05005",16.8,13.9044375
"05007",11.4,10.0553125
"05009",13.9,12.57975
"05011",18.1,15.4594166666667
"05013",16,13.6641666666667
"05015",16.5,13.6540208333333
"05017",22,18.5019166666667
"05019",14.1,13.0420833333333
"05021",15.9,14.8388125
"05023",16,13.5037291666667
"05025",17.2,13.2893541666667
"05027",15.1,14.6421666666666
"05029",16.8,13.5579583333333
"05031",12.7,11.6550833333333
"05033",14.7,12.9105
"05035",17.4,15.9532708333333
"05037",16.8,14.487125
"05039",19.1,15.3260416666667
"05041",21.5,18.3173125
"05043",15.3,13.085125
"05045",11.8,10.780125
"05047",15.8,14.5859166666667
"05049",19.1,14.300125
"05051",15.3,13.0417083333333
"05053",13.2,12.0304583333333
"05055",14.3,12.9970833333333
"05057",17.5,16.446125
"05059",15.6,13.500125
"05061",15.6,15.5562916666667
"05063",14.8,13.9172291666667
"05065",15.4,14.0135
"05067",16.1,14.6803958333333
"05069",17.3,15.4205208333333
"05071",16.3,14.0538125
"05073",21.2,17.4977916666667
"05075",15.6,13.7527916666667
"05077",20,19.2482291666666
"05079",15.1,14.6510625
"05081",15.8,13.2770833333333
"05083",15.7,12.839875
"05085",13.1,11.3442708333333
"05087",15.4,13.9834791666667
"05089",18.2,14.6817291666667
"05091",15.9,14.3803333333333
"05093",17.6,15.0630625
"05095",20.7,18.1309166666666
"05097",18.2,14.3076458333333
"05099",18.8,17.0294583333333
"05101",16.7,12.6918541666666
"05103",18.1,16.0803125
"05105",15.5,13.1265625
"05107",22.2,19.3542083333334
"05109",15.3,13.8688541666666
"05111",16.6,14.5953333333333
"05113",16.3,14.112625
"05115",13.9,12.0598958333333
"05117",16,12.6405208333333
"05119",14.1,12.2613125
"05121",15.7,14.0627708333333
"05123",18.8,18.5003541666667
"05125",12.6,10.8780625
"05127",16.7,13.9328958333333
"05129",19,16.3789583333333
"05131",15.1,12.7677708333333
"05133",15.9,15.6386041666667
"05135",16.2,14.524375
"05137",18.1,15.6132916666667
"05139",16.3,14.6834791666667
"05141",18.4,14.6952708333334
"05143",11.3,10.2567291666667
"05145",14.4,12.8756458333333
"05147",19,15.3168958333333
"05149",16.3,12.6633958333333
"06001",9.9,9.42016666666669
"06003",11.7,11.4715
"06005",12.4,12.4674166666667
"06007",10.6,10.7665
"06009",13.4,13.2892916666667
"06011",12.9,12.9509375
"06013",11.2,10.3555208333333
"06015",13.5,13.0160208333333
"06017",10.3,10.216375
"06019",13.1,12.8908333333333
"06021",12.6,13.9505625
"06023",10.7,11.0135208333333
"06025",15.4,14.7884791666667
"06027",12,12.3686875
"06029",12.8,13.0975416666667
"06031",12.1,12.8455208333333
"06033",12.6,13.7843541666667
"06035",11.2,13.5138333333333
"06037",12.3,11.5233958333333
"06039",13.5,14.7997708333333
"06041",9.8,9.51672916666667
"06043",14.2,13.1845208333333
"06045",12.6,13.1545625
"06047",13.3,14.0943125
"06049",14.1,13.8465625
"06051",10.3,10.4706041666667
"06053",11.9,11.9475208333333
"06055",11.6,10.453625
"06057",12.6,11.0169791666667
"06059",11.1,10.3836041666667
"06061",10.6,9.75010416666665
"06063",12.8,12.5418125
"06065",11.3,11.4722291666667
"06067",11.4,11.10275
"06069",10.9,11.4044791666667
"06071",12.5,12.0883958333333
"06073",9.9,10.0500625
"06075",9.9,9.15097916666669
"06077",12.1,12.11625
"06079",9.6,10.1928958333333
"06081",10.3,9.16445833333334
"06083",10.4,10.7205625
"06085",10.7,9.12189583333336
"06087",10,10.0545416666667
"06089",11.7,12.0335833333333
"06091",13.6,13.708125
"06093",13.4,13.7451875
"06095",12.5,11.0838125
"06097",10.3,10.5403541666667
"06099",11.3,12.163625
"06101",12.9,12.3083958333333
"06103",12.2,13.360125
"06105",14.6,15.105125
"06107",13.1,13.2733958333333
"06109",11.9,12.6971041666667
"06111",11.5,10.6767291666667
"06113",9.7,10.1584166666667
"06115",11.2,12.6160208333333
"08001",9.6,10.7343541666667
"08003",10.4,11.826375
"08005",8.2,9.88075000000003
"08007",10.9,11.018
"08009",12.9,13.5619583333333
"08011",12.9,14.3965208333333
"08013",6.7,7.67133333333333
"08014",7,7.97127083333333
"08015",10.6,10.6685208333333
"08017",10.2,11.9031666666667
"08019",8.5,8.93595833333332
"08021",13.8,13.3815208333333
"08023",17.7,15.0836666666667
"08025",11.3,14.3435625
"08027",12.5,11.3099583333333
"08029",11.6,13.3222083333333
"08031",7.2,8.43687500000001
"08033",10.3,14.4125833333333
"08035",6.9,7.45064583333333
"08037",7.8,8.17031249999999
"08039",9.1,9.34031249999999
"08041",8.3,9.14637500000002
"08043",11.2,12.1372083333333
"08045",8.4,10.3457916666667
"08047",9.5,8.63404166666667
"08049",8.5,9.85502083333332
"08051",6.4,7.50062499999998
"08053",10.7,11.5051875
"08055",13.9,13.9656666666667
"08057",12.9,13.65225
"08059",8.2,8.21020833333333
"08061",12.1,13.488
"08063",10.7,12.2841041666667
"08065",7.9,9.77583333333333
"08067",8.2,8.76662499999999
"08069",6.9,7.79645833333333
