"county_fips","per_HighBP","pred_outcome"
"01001",42,36.1243333333334
"01003",43.8,35.4087291666667
"01005",50.2,48.0181041666668
"01007",46.3,42.2071875000001
"01009",41.2,39.1322916666666
"01011",56.6,49.6887499999999
"01013",51,48.0256249999999
"01015",44.8,40.2875833333334
"01017",48.7,44.8256666666667
"01019",45.9,41.4451041666667
"01021",43.1,40.0091041666666
"01023",52.7,47.8289375
"01025",49.5,47.6658333333332
"01027",47.6,42.5610416666666
"01029",42.9,38.3647291666667
"01031",43.5,38.3713541666667
"01033",44.3,39.9503541666667
"01035",54.7,50.0602708333333
"01037",50.2,42.3797083333334
"01039",46.4,42.055625
"01041",46.6,43.3633749999999
"01043",42.3,39.2303541666667
"01045",44.3,41.5273958333334
"01047",55.2,50.777875
"01049",44.5,41.9895833333333
"01051",41.6,37.1507916666667
"01053",48.6,45.0864791666667
"01055",46.3,40.8651041666666
"01057",47.6,43.1291041666666
"01059",44.4,41.4690833333333
"01061",45.5,43.3325833333334
"01063",59.8,52.8844791666667
"01065",51.1,48.6941666666665
"01067",48.1,42.4970833333334
"01069",44.5,41.2723958333334
"01071",45.9,41.043375
"01073",42.7,36.0407291666666
"01075",47.7,42.7694583333334
"01077",39.6,37.5290833333333
"01079",44.3,41.0302708333333
"01081",37.5,30.9033958333333
"01083",40.7,33.8950624999999
"01085",56.5,51.1764791666666
"01087",50.6,47.4107500000001
"01089",38.6,31.0988541666666
"01091",51.5,46.7311458333333
"01093",45.9,42.03975
"01095",41.7,38.00125
"01097",43.1,40.1211458333333
"01099",51.3,48.2138958333333
"01101",46.3,39.4287291666666
"01103",44.5,37.5406875
"01105",56.9,51.515875
"01107",48.3,46.9778749999999
"01109",40.6,39.5086458333332
"01111",46.1,41.3833750000001
"01113",46.7,44.5933541666667
"01115",41.8,36.779
"01117",40.2,31.8281041666666
"01119",50,50.6151041666667
"01121",48.2,43.4224583333334
"01123",48.5,43.0512291666667
"01125",38.9,36.6358333333333
"01127",44.1,40.9809791666667
"01129",47.4,44.4480208333333
"01131",56.7,51.3848333333333
"01133",46.9,43.3997708333333
"04001",36,46.7448541666666
"04003",39,38.7798958333333
"04005",27,31.7174166666667
"04007",39.3,41.4453125
"04009",32.2,39.8807083333334
"04011",29.8,34.940625
"04012",46.3,44.2605833333334
