"county_fips","per_heartDisease","pred_outcome"
"01001",7.4,6.23220833333335
"01003",8.2,7.20077083333331
"01005",10.5,9.16285416666666
"01007",8.8,8.13918749999999
"01009",9.2,7.85956249999999
"01011",10.3,9.02352083333336
"01013",9.9,9.02608333333334
"01015",8.2,7.682125
"01017",9.7,8.71643750000004
"01019",10.1,8.8760625
"01021",8.4,7.71872916666666
"01023",11.1,9.66479166666667
"01025",9.8,8.95156250000002
"01027",10.4,9.05308333333333
"01029",10.1,8.10254166666668
"01031",8,7.36493750000001
"01033",8.9,8.15075000000002
"01035",11.2,9.75600000000002
"01037",10.5,8.86279166666666
"01039",9.2,8.86527083333332
"01041",9.2,8.40487500000002
"01043",9.6,7.7265
"01045",9,7.66972916666667
"01047",10,9.38622916666668
"01049",10.5,8.46899999999998
"01051",7.3,6.47268750000001
"01053",9.6,8.87604166666668
"01055",9.5,8.07254166666667
"01057",10.6,9.14322916666666
"01059",9.9,7.84337500000001
"01061",10.3,9.12708333333334
"01063",11.5,10.5617708333333
"01065",9.7,9.20045833333336
"01067",10.6,8.56091666666666
"01069",8.8,7.64147916666667
"01071",10.3,8.84779166666663
"01073",7.4,6.38866666666667
"01075",10.1,9.03935416666666
"01077",8,7.23424999999999
"01079",9.7,8.219
"01081",6.2,5.33489583333333
"01083",7.2,6.0859375
"01085",10.5,9.25570833333335
"01087",9.3,8.64997916666667
"01089",6.6,5.29808333333333
"01091",9.9,8.52908333333334
"01093",10.8,8.89606250000001
"01095",8.2,7.47793750000002
"01097",8.7,7.12170833333333
"01099",10,9.10504166666667
"01101",7.8,6.63262500000003
"01103",8.9,7.04916666666666
"01105",10.7,10.2159375
"01107",9.5,9.08995833333336
"01109",6.8,6.71187500000001
"01111",9.7,8.63129166666666
"01113",8.4,7.58258333333332
"01115",7.6,7.12783333333333
"01117",6.1,5.52785416666666
"01119",8.6,9.08516666666666
"01121",9,8.24522916666668
"01123",10.1,8.80010416666666
"01125",6.5,6.04239583333334
"01127",10.1,8.32839583333333
"01129",10.2,8.66152083333333
"01131",11.1,9.80531250000001
"01133",10.6,9.252125
"04001",11.4,8.80491666666667
"04003",9.3,7.993875
"04005",6.2,5.477875
"04007",11.1,9.66870833333335
"04009",7,6.93939583333334
"04011",6.5,6.42139583333333
