"county_fips","per_smokin","pred_outcome"
"01001",15.5,16.46525
"01003",14,15.5847291666667
"01005",20.9,21.8552041666667
"01007",21.1,21.0358583333333
"01009",19.1,19.7740291666667
"01011",24.6,24.4972458333333
"01013",19.5,20.6571458333333
"01015",17,19.1956791666666
"01017",20.6,20.6870458333333
"01019",16.3,19.88215
"01021",15.8,19.7262166666666
"01023",20.2,20.3625875
"01025",19.9,20.9433625
"01027",20.6,19.9310249999999
"01029",20.9,18.5772583333333
"01031",14.4,19.0565833333333
"01033",17.6,19.6103375
"01035",18.8,20.3871041666667
"01037",18.9,18.1830833333333
"01039",16.9,19.4649583333333
"01041",19,19.6763958333334
"01043",18.4,19.2965708333333
"01045",18.1,19.1480166666667
"01047",18.9,21.4019125
"01049",22.5,22.322725
"01051",15.6,16.6512458333334
"01053",21.1,22.3990833333333
"01055",18.4,18.9004791666666
"01057",20.7,20.8688861111112
"01059",19.9,21.3108791666667
"01061",17.6,20.3842625
"01063",22,22.7504333333333
"01065",18.3,19.9274791666667
"01067",20.8,18.7325666666667
"01069",17.8,18.5928916666667
"01071",20.2,21.5355541666667
"01073",14.6,17.2502083333333
"01075",18.2,21.2226666666667
"01077",14.7,17.6674375
"01079",20.1,21.2892916666667
"01081",15.2,15.2507791666667
"01083",15.6,16.8796958333334
"01085",21.6,20.9520125
"01087",17.6,19.9847541666667
"01089",13.2,14.6403375
"01091",19.9,20.1873583333333
"01093",19.1,21.254025
"01095",16.2,19.3890833333333
"01097",18.8,18.2364708333334
"01099",19.5,21.0449708333333
"01101",17.4,17.7007041666667
"01103",17.3,17.8099875
"01105",21.1,21.1799666666667
"01107",19.4,20.7217333333334
"01109",14.3,17.5053625000001
"01111",18.9,19.3975499999999
"01113",20.3,19.42735
"01115",15.3,18.307175
"01117",10.7,13.9694125
"01119",17.9,22.3267333333334
"01121",18.2,19.9300916666667
"01123",17.3,19.4041708333333
"01125",16.2,15.9978249999999
"01127",21.2,20.3079916666666
"01129",20.3,20.2742791666667
"01131",23.6,22.7363625
"01133",17.6,21.4734666666667
"04001",26.3,24.2387249999999
"04003",14.8,15.0985166666667
"04005",12.4,13.9485625
"04007",17,17.0350166666666
"04009",15.2,17.4172625
"04011",13.3,14.6424125
"04012",16.7,16.9908833333333
"04013",11.7,11.5157791666667
"04015",16.8,17.9891583333333
"04017",21.5,18.7475875
"04019",12.8,13.3957791666667
"04021",14.8,14.0004416666667
"04023",12.4,15.72715
"04025",14.4,13.4318958333333
"04027",13.3,15.20655
"05001",22.1,20.8318333333334
"05003",20,22.7179333333333
"05005",19.6,20.7431125
"05007",13.8,16.1333583333334
"05009",18.5,20.9305791666666
"05011",21.5,22.999525
"05013",20.5,21.5633875
"05015",18.1,19.9570208333334
"05017",22.7,23.5054875
"05019",17.6,18.2168749999999
"05021",22,22.5768208333333
