"county_fips","per_cancer","pred_outcome"
"01001",8.3,7.14693749999998
"01003",10.2,8.17400416666669
"01005",7.8,7.64925000000002
"01007",8.3,7.3981875
"01009",9.3,7.88681666666669
"01011",6.3,6.8861
"01013",8.4,8.22066666666668
"01015",8.2,7.50931250000001
"01017",8.4,7.93737083333334
"01019",10.6,8.70201250000002
"01021",8.6,7.71123750000001
"01023",9.1,8.16873750000001
"01025",8.3,8.10517916666667
"01027",9.7,8.4093291666667
"01029",9.7,8.39854583333334
"01031",8.4,7.4374875
"01033",9.2,7.96024166666668
"01035",9,8.22804583333335
"01037",9.8,8.4529458333333
"01039",9.9,8.44831250000002
"01041",8.7,8.24478333333336
"01043",9.5,8.03450416666667
"01045",8.4,7.5086
"01047",7.3,7.54847500000002
"01049",8.8,7.66767499999999
"01051",8.3,7.10646249999999
"01053",8.2,7.54447916666669
"01055",9.1,7.86688750000001
"01057",9.7,8.31762500000001
"01059",8.7,7.54426666666668
"01061",9.4,8.37921250000003
"01063",7.4,7.75990833333335
"01065",7.4,7.7601125
"01067",9.5,8.25430833333336
"01069",8.8,7.50374583333331
"01071",9.7,8.25250416666668
"01073",7.3,6.93969583333334
"01075",9.9,8.43702083333332
"01077",9.1,7.58190416666668
"01079",9,7.90680000000001
"01081",6.8,6.02213333333336
"01083",8.3,6.99649999999999
"01085",7.1,7.94239583333335
"01087",6.3,7.49482500000001
"01089",7.8,6.8780875
"01091",8,7.78834583333333
"01093",10,8.46205
"01095",9,7.593625
"01097",7.7,7.33900000000001
"01099",8.4,8.20967500000003
"01101",6.6,6.75897083333335
"01103",8.8,7.63860000000002
"01105",7.3,7.72862083333336
"01107",7.8,7.73029583333334
"01109",6.6,6.55257499999998
"01111",9.4,8.03041666666669
"01113",7,6.66397916666665
"01115",8.9,7.67061249999999
"01117",8.9,7.298225
"01119",6.4,7.36271666666666
"01121",8.3,7.69420416666666
"01123",9.8,8.39317500000001
"01125",6.6,6.163175
"01127",9.5,8.14134166666666
"01129",9.1,8.029375
"01131",7.6,7.8772416666667
"01133",10.2,8.52195000000001
"04001",7.8,7.23595833333331
"04003",9.9,8.09017499999997
"04005",7,6.31541666666669
"04007",11.7,9.52641249999999
"04009",7.2,6.61054583333332
"04011",6.8,6.95467083333333
"04012",14.4,9.54383749999998
"04013",8.3,6.42622916666668
"04015",12.1,9.73447916666668
"04017",9.3,7.48533333333332
"04019",9.2,7.09385833333333
"04021",9.3,7.46787083333334
"04023",7,7.24024999999999
"04025",13,9.55397083333335
"04027",7.9,7.17019166666667
"05001",8.8,8.04327916666667
"05003",9,8.09129583333331
"05005",12,9.41295416666667
"05007",7.6,6.52584583333332
"05009",9.9,8.57411250000002
"05011",8.1,7.55390416666666
"05013",9,8.21429583333332
"05015",10.1,8.76925833333333
"05017",7.8,7.81800416666666
"05019",7.1,6.83641666666667
"05021",9.8,8.43815833333332
"05023",11.1,9.46584583333332
"05025",9.6,8.22575416666669
"05027",7.3,7.34840833333331
"05029",9.1,8.10200416666666
"05031",7.5,6.66715416666665
"05033",8.8,7.69444999999998
"05035",6.6,6.69380416666666
"05037",8.3,7.75863333333332
"05039",8.9,8.6074333333333
"05041",7.6,7.61234166666665
"05043",7.8,7.55757083333333
"05045",7.3,6.80587083333334
"05047",9.6,8.38319166666669
"05049",10.9,9.26579166666667
"05051",10.5,8.21085000000001
"05053",9.1,7.91225000000002
"05055",8.5,7.41178333333335
"05057",8.1,7.63000416666666
"05059",8.7,7.98147916666668
"05061",8.4,7.60098333333333
"05063",8.8,7.72365000000001
"05065",10.5,8.97112499999999
"05067",7.9,7.61734166666667
"05069",7,7.51657083333333
"05071",8.5,7.64820833333333
"05073",9.1,8.54246249999997
"05075",9.3,8.08878749999998
"05077",6.9,7.4384875
"05079",6.6,6.73762083333334
"05081",9.2,8.21877499999999
"05083",9.6,8.31328333333336
"05085",8.1,7.1581541666667
"05087",9.2,8.16765833333333
"05089",11.6,9.5276375
"05091",7.9,7.24885833333334
"05093",7.3,6.9002
"05095",8.9,8.4982083333333
"05097",11.3,9.00612083333333
"05099",8.7,8.14588333333331
"05101",11.1,9.51997916666665
"05103",8.3,8.11336666666666
"05105",9.8,8.42432500000002
"05107",7.5,7.61699166666665
"05109",9.6,8.43088333333335
"05111",8.8,7.76265833333331
"05113",10.2,8.67693750000003
"05115",8.4,7.13484583333332
"05117",10,8.85585
"05119",7.5,6.9664125
"05121",9.3,8.06759999999997
"05123",6.9,7.28515416666667
"05125",9,7.66854166666669
"05127",9.5,8.37882083333336
"05129",10.9,8.97501666666667
"05131",8,7.24950833333334
"05133",7.2,6.95450000000001
"05135",10.7,9.27943750000001
"05137",11.6,9.09962083333334
"05139",8.2,7.64712499999999
"05141",10.9,9.45264166666665
"05143",6.4,6.25782083333334
"05145",8.4,7.22385833333334
"05147",9.4,8.79464999999999
"05149",8.6,7.66477083333331
"06001",5.9,6.02091249999999
"06003",10.6,8.27129583333331
"06005",10.6,8.95345416666664
"06007",8.1,7.14446666666667
"06009",11.2,8.83693749999998
"06011",6.6,6.42385
"06013",7,6.53795416666667
"06015",9,7.60043333333334
"06017",10.2,8.44923749999999
"06019",5.7,5.59941250000001
"06021",7.5,7.11750416666667
"06023",8.6,7.67353750000001
"06025",5,5.70069166666666
"06027",10,8.6056583333333
"06029",5.6,5.40919583333335
"06031",5.1,5.31300833333334
"06033",9.9,8.4911583333333
"06035",7.7,6.77885000000001
"06037",5.7,6.07482499999999
"06039",6.3,6.29328333333333
"06041",10.5,7.97649166666668
"06043",11.5,8.92120416666663
