"county_fips","per_heartD","pred_outcome"
"13163",9.2,8.31714583333333
"13165",9.2,9.10652499999999
"13167",10,9.02923749999998
"13169",7.9,6.86100833333334
"13171",7.3,6.659175
"13173",9.4,7.71439999999999
"13175",8.3,7.82974583333332
"13177",6.1,5.34305833333334
"13179",5.2,5.29732500000001
"13181",9.1,9.00078333333335
"13183",5.9,6.57857916666668
"13185",6.5,5.97134166666667
"13187",7.1,6.95067083333334
"13189",8.2,7.6143875
"13191",11.2,8.93544166666667
"13193",10,8.87177916666666
"13195",8.7,7.60855833333334
"13197",9.7,8.94794999999999
"13199",9,9.28452083333335
"13201",10.4,8.50131249999999
"13205",8.9,8.71459583333333
"13207",7.7,6.92950000000001
"13209",8.5,7.51818749999999
"13211",7.3,6.97621249999999
"13213",8.1,7.31509583333335
"13215",6.8,6.305275
"13217",6.1,5.970475
"13219",6,5.57927916666667
"13221",8.3,7.175525
"13223",5.6,5.227775
"13225",7.1,6.92902083333334
"13227",8,8.24431249999999
"13229",8.5,7.78080833333334
"13231",7,6.48440833333334
"13233",7.5,7.30380000000002
"13235",8.7,8.71899583333332
"13237",9.7,8.40560833333331
"13239",11.8,10.0860958333334
"13241",9.6,8.93187916666667
"13243",12.5,9.67982916666666
"13245",6.8,6.72298333333334
"13247",6.9,6.11230416666667
"13249",8,6.58322916666667
"13251",8.8,8.28249583333335
"13253",10,9.25825833333332
"13255",8,7.59211666666667
"13257",8.8,8.31417916666666
"13259",7.5,7.06614166666666
"13261",7.9,7.38997916666669
"13263",10.2,9.46248750000001
"13265",10.4,9.24018333333334
"13267",7.9,7.63133333333333
"13269",10,9.0509
"13271",9.4,9.08442500000002
"13273",9.9,9.23853750000001
"13275",8.1,7.46855833333335
"13277",7.8,7.31585833333334
"13279",7.8,7.93468749999998
"13281",11.1,9.37307500000002
"13283",9.6,8.79665416666667
"13285",7.1,6.91689583333333
"13287",9.8,8.69305
"13289",9.4,8.57819583333332
"13291",10.8,9.28456250000002
"13293",8.9,8.11904166666665
"13295",8.1,7.69563750000001
"13297",7.2,6.56802916666667
"13299",8.8,8.07309583333333
"13301",9.4,9.45367500000001
"13303",8.2,7.60766666666667
"13305",8.4,7.79959583333335
"13307",10.8,8.82877916666666
"13309",9.1,8.19487500000001
"13311",8.4,8.41839166666666
"13313",7.9,6.73715000000002
"13315",8.8,8.77065416666667
"13317",9.2,9.01927916666667
"13319",9.2,8.79233749999999
"13321",8.6,8.77129583333332
"16001",5.7,5.53520833333335
"16003",10.3,9.44790833333334
"16005",6.5,6.04994166666668
"16007",8.1,7.25582916666668
"16009",9.1,8.59941250000001
"16011",6.8,6.55169166666668
"16013",7.1,6.15159583333334
"16015",8.9,8.06936666666665
"16017",8.8,7.986625
"16019",6.3,5.59758333333333
"16021",8.8,8.80822916666667
"16023",10.6,8.320125
"16025",7.6,6.09045
"16027",6.2,5.89519166666667
"16029",7.2,6.64668333333333
"16031",6.7,6.44287916666668
"16033",8.1,7.36235833333334
"16035",9.8,8.92883333333336
"16037",9.7,8.8725
"16039",6.4,6.33160416666668
"16041",6.7,6.44060833333334
"16043",7.7,6.90862499999999
"16045",8.1,8.43013750000001
"16047",8.2,7.38529583333334
"16049",10.5,9.01574166666668
"16051",6.4,5.61585
"16053",7.3,6.80861250000001
"16055",7,6.67407083333334
"16057",5.6,5.46712500000001
"16059",10,8.91955833333335
"16061",10.1,9.300325
"16063",7,7.26136250000002
"16065",3.4,4.3369875
"16067",7.5,7.16463333333332
"16069",7.7,6.9140625
"16071",7.7,7.25754166666667
"16073",8.1,7.83789583333335
"16075",8.7,7.37735
"16077",7.8,7.13877499999999
"16079",10.7,8.88624166666667
"16081",5.7,5.29795416666667
"16083",6.7,6.45835000000002
"16085",9.9,7.74864166666667
"16087",9.5,8.67215416666667
"17001",7.7,7.04840416666667
"17003",10.5,9.6055375
"17005",8.1,7.29222500000001
"17007",7.1,6.2924625
"17009",6.9,6.34271666666664
"17011",9.6,7.7908375
"17013",8.3,7.87064166666667
